Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,39,4,9276,1,3,115.1,1,13,38,128,8,190.0,0,0,0,1,0,0,18,0,0,13,11,6,10.767614759743408,0,0,8,8,7,9.434411321185955,0,8.1,-0.8,0.69,Enrolled
1,1,1,9345,1,1,138.3,1,30,10,5,8,145.9,1,0,1,1,1,0,19,0,0,5,9,1,11.863237193988317,0,0,8,10,6,11.30723751413211,12,10.1,0.6,2.02,Graduate
1,40,2,9871,1,1,128.2,1,1,28,2,10,110.1,1,0,0,1,1,0,20,0,0,1,7,4,11.513849713529039,0,0,8,13,5,12.245169284731848,0,12.9,0.2,3.51,Graduate
1,38,1,9991,1,1,131.7,1,3,35,9,9,165.1,1,0,0,0,1,0,36,0,0,6,8,23,11.23557807572418,0,0,12,8,5,12.111833441547025,0,15.6,-0.8,-1.63,Graduate
1,37,1,9757,1,1,126.2,1,19,1,0,7,110.6,1,0,0,1,0,1,20,0,0,6,13,6,16.35932019683285,0,0,8,8,6,12.321596342450542,0,11.5,0.1,1.93,Dropout
1,36,1,9412,1,1,129.5,1,20,36,5,1,122.3,0,0,0,1,0,0,17,0,0,5,0,7,14.510604725419926,0,0,5,1,3,9.651562787453202,0,11.4,-0.7,2.15,Graduate
1,37,1,9308,1,1,132.9,1,38,2,6,195,95.0,0,0,0,1,1,0,17,0,2,5,9,5,15.446143216602568,1,0,8,6,6,9.361405490353327,0,9.0,-0.8,2.01,Dropout
2,40,4,9991,1,1,138.9,1,12,1,0,0,132.9,0,0,0,0,1,0,17,0,0,5,7,6,13.8777548619405,1,0,6,27,6,11.635793743426863,0,12.9,0.4,-1.18,Graduate
1,36,1,9280,1,1,123.9,1,30,37,1,5,118.3,1,0,0,1,1,0,26,0,0,10,6,4,16.724032682618244,0,0,8,0,6,0.0,0,15.9,2.4,-0.48,Dropout
2,1,1,9329,1,1,146.7,1,11,18,3,5,129.4,0,0,0,1,0,0,20,0,0,8,5,4,8.818644492130517,0,0,6,6,9,11.800204517743495,0,9.8,1.3,1.92,Dropout
1,15,3,9285,1,1,129.0,1,19,38,1,6,132.4,1,0,1,1,0,0,23,0,0,5,4,4,11.838121189048056,0,0,5,8,5,9.964282924790822,0,11.5,0.3,2.28,Enrolled
1,39,1,9991,1,1,126.9,1,20,35,0,4,108.9,0,0,1,1,0,0,19,0,0,6,7,4,11.723467024456431,0,0,8,7,0,11.10813268019561,0,9.9,0.5,-1.58,Dropout
1,37,1,9456,0,1,133.8,1,36,38,10,8,114.0,1,0,0,1,0,0,19,0,3,0,5,3,15.317181909950662,0,0,5,7,5,0.0,0,7.9,2.5,1.78,Graduate
1,15,3,9914,1,1,118.8,1,17,37,9,7,122.9,0,0,0,1,1,0,27,0,6,7,11,4,11.442209335130277,0,0,0,17,6,9.963183627457262,5,9.2,-0.5,0.54,Enrolled
1,16,2,9175,1,1,129.1,1,36,35,2,11,95.0,1,0,0,1,1,0,20,0,0,5,5,6,8.987153629121703,0,0,6,13,5,0.0,0,14.4,-0.8,1.62,Graduate
3,39,1,9689,1,1,95.0,1,1,37,2,9,95.4,1,0,1,1,0,0,27,0,0,5,7,6,14.877080093772566,0,0,6,13,5,12.726280500753653,0,12.9,3.6,2.01,Dropout
1,16,1,9300,1,34,126.2,1,1,35,9,9,121.1,1,0,0,1,1,1,19,0,0,5,11,3,0.0,0,0,5,9,0,10.097803636147974,4,15.2,0.3,1.94,Dropout
1,40,3,9287,1,1,160.1,1,19,35,8,7,115.1,1,0,0,1,0,0,18,0,0,5,9,6,14.732539931985023,0,0,5,7,0,10.78546247155317,0,7.6,1.3,-1.73,Enrolled
1,15,1,9430,1,1,128.8,1,3,36,9,10,126.2,0,0,0,1,0,0,19,0,0,6,8,6,14.418807931754019,0,0,5,31,5,9.23749796310944,0,8.0,0.4,1.88,Enrolled
1,37,5,9838,0,1,162.4,1,39,18,8,1,110.9,0,0,1,1,0,0,18,0,0,6,6,6,0.0,0,0,6,10,6,0.596139586293488,0,8.0,0.2,1.93,Enrolled
1,40,5,9250,1,1,119.5,1,1,17,4,0,111.8,1,0,0,1,0,0,21,0,0,6,14,0,9.98674823215755,0,0,10,31,0,13.937770084895197,0,8.2,2.6,1.94,Dropout
1,39,1,9249,1,1,128.2,1,3,4,9,7,122.3,0,0,0,1,0,0,20,0,0,5,6,5,10.916090952233741,0,0,7,6,5,11.754641578547046,0,11.0,0.6,0.89,Graduate
1,39,1,9346,1,1,109.2,1,20,36,84,61,106.1,1,0,0,1,1,1,51,0,0,5,9,7,14.964106503538947,0,0,0,26,4,0.0,0,16.2,0.4,-1.42,Graduate
1,15,1,9396,1,1,136.5,1,19,36,1,8,100.1,1,0,1,1,1,0,18,0,0,6,10,3,13.420836103471535,0,3,0,8,5,8.442434499319052,0,12.5,2.7,2.1,Graduate
2,15,2,9430,1,1,127.0,1,35,18,0,6,124.0,0,0,0,1,1,0,30,0,0,6,9,4,14.789713223974779,0,0,6,14,4,10.144786274923899,0,16.1,0.2,2.11,Graduate
1,36,1,9380,0,1,135.0,1,4,36,8,8,99.6,0,0,0,1,0,0,23,0,0,6,12,4,12.909957410215434,0,0,6,8,6,13.511727328543797,2,14.2,0.0,0.53,Graduate
1,6,1,9301,1,1,108.1,1,19,36,92,7,115.6,1,0,0,1,0,0,21,0,0,7,2,6,14.426763960030781,0,0,5,8,3,10.331992257836692,0,13.7,1.4,2.24,Graduate
1,36,1,9952,1,1,128.0,1,41,18,4,11,122.5,0,0,0,1,0,0,17,0,0,6,9,13,12.426429216332393,0,0,5,1,0,8.634057820157905,0,12.5,-0.8,1.67,Dropout
1,17,1,9353,0,1,123.4,1,2,36,5,5,106.1,1,0,1,1,1,0,18,0,0,5,7,4,10.899955141702945,0,0,5,9,4,10.229338637763934,0,14.1,0.1,2.12,Dropout
1,15,1,9387,1,1,129.6,1,18,36,91,9,127.7,0,0,0,1,0,0,18,0,1,6,8,7,10.20858222582477,0,0,6,6,4,11.727712730315773,4,12.6,3.6,2.01,Enrolled
1,16,3,9260,1,1,134.7,1,1,37,10,6,131.8,1,0,1,1,1,0,25,0,0,5,8,6,0.0,0,0,6,7,5,9.759362159030758,0,11.3,2.7,-4.06,Dropout
1,1,1,9991,0,1,129.4,1,2,19,9,9,119.8,1,0,0,1,0,0,59,0,0,6,5,0,10.653362512802008,0,0,0,8,0,12.1442777381518,0,16.2,2.5,2.01,Dropout
1,1,1,9938,0,1,129.8,1,1,37,0,6,114.4,1,0,0,0,1,0,23,0,0,6,11,1,15.181816503946326,2,0,0,21,4,12.606027794316462,0,8.9,3.4,-3.72,Dropout
1,15,1,9991,1,1,140.5,10,35,35,7,5,109.7,0,0,0,0,1,0,35,0,0,6,10,4,14.140054206129982,0,0,6,13,5,0.0,0,10.5,0.3,2.14,Enrolled
1,16,1,9991,0,1,136.3,1,1,36,9,0,126.2,1,0,1,0,0,0,22,0,0,6,14,7,16.65961159531408,0,0,5,8,5,9.423578610600984,0,9.5,3.3,2.16,Enrolled
1,1,3,9171,1,1,125.3,1,19,18,9,5,158.1,1,0,1,1,0,0,21,0,0,6,12,6,14.250126620309263,0,0,6,8,0,10.744050228541672,1,10.0,2.4,1.59,Graduate
1,1,1,9237,1,1,96.4,1,18,37,3,0,108.1,1,0,0,1,1,1,18,0,0,0,1,6,10.795120356656748,0,0,5,0,5,12.489618354490261,0,9.8,0.4,0.8,Graduate
1,15,3,33,0,1,127.3,1,1,36,9,7,112.4,1,0,0,0,0,0,38,0,0,6,1,4,13.87495980749753,0,0,0,14,6,12.2592740597297,0,16.2,-0.8,1.93,Enrolled
1,16,2,9251,0,1,152.9,1,20,10,9,5,112.0,0,0,1,1,1,0,18,0,0,5,9,3,10.651567566991123,0,0,8,9,5,10.61870098068827,0,9.6,0.5,-3.55,Graduate
1,1,2,9778,1,4,133.5,1,37,37,4,5,99.6,1,0,0,1,0,0,18,0,0,1,15,6,9.787495712478147,0,0,8,8,0,11.750006173043282,0,10.1,2.5,3.51,Graduate
1,36,1,9371,0,1,140.3,1,1,37,10,5,123.1,1,0,0,1,1,0,19,0,0,6,8,4,11.821409994344792,0,0,6,8,5,9.820702205165952,0,7.6,0.8,1.69,Dropout
1,37,3,9759,1,1,131.1,1,1,36,10,4,113.9,1,0,1,1,1,0,18,0,0,6,7,6,0.6888699118029109,0,0,6,29,0,12.505273714755196,0,16.2,0.3,0.41,Graduate
1,15,1,9662,1,1,129.3,30,19,18,9,9,115.2,1,0,0,0,0,0,19,0,0,6,14,6,14.68807062735193,0,0,5,8,6,10.849236672545057,0,9.1,-0.7,-4.06,Dropout
1,40,3,9788,1,1,126.8,1,2,36,0,10,150.5,0,0,0,1,1,0,30,0,0,6,7,7,13.148129879163166,0,0,6,6,3,10.174001485063085,0,12.9,1.4,-3.51,Graduate
1,17,1,9020,1,1,133.6,1,39,18,10,8,118.1,1,0,1,1,0,0,22,1,0,12,0,6,10.611153141008064,0,0,6,8,0,15.027500494603292,0,16.2,-0.8,-3.46,Graduate
1,38,6,9365,1,1,124.8,1,3,19,7,7,117.5,0,0,1,1,0,0,27,0,0,5,7,3,18.875,0,0,5,8,6,13.768117549154264,0,8.1,2.7,3.43,Dropout
1,16,2,9260,1,2,122.0,1,38,35,6,8,95.7,1,0,0,1,1,0,21,0,0,5,8,5,10.580437150842187,0,0,5,7,0,9.43666284986477,4,12.7,0.2,2.0,Dropout
1,38,4,9991,1,1,127.3,1,35,19,119,7,109.5,0,0,0,1,0,0,19,0,0,5,6,0,0.07659787640174853,0,0,5,7,5,0.0,0,12.7,0.3,-0.72,Graduate
1,15,2,9434,1,1,148.7,1,19,36,10,6,103.3,1,0,0,0,1,0,18,0,0,0,5,6,13.378997958510515,0,0,5,10,5,11.776073665476089,0,13.7,-0.8,0.97,Dropout
1,15,1,9341,1,1,130.8,1,1,36,60,5,121.2,0,0,0,1,0,0,18,0,0,6,11,3,0.0,0,0,6,6,5,10.021665233804592,0,10.7,0.4,-3.71,Graduate
1,1,1,8487,1,1,124.1,1,18,35,5,7,116.9,1,0,0,1,1,0,20,0,0,6,8,18,10.768378913732446,0,0,5,7,6,14.767663339118123,2,12.1,1.3,2.1,Graduate
1,36,1,9378,1,1,126.7,1,20,35,0,0,148.4,0,0,0,1,0,0,18,0,0,0,5,3,14.966421524151448,0,0,0,10,4,9.53558122334038,0,13.0,0.2,-3.05,Graduate
1,15,4,9282,1,1,115.0,1,1,35,9,6,141.8,0,0,1,0,1,0,18,0,0,0,8,5,15.27214094474279,0,0,5,1,6,0.0,0,9.4,-0.8,0.12,Graduate
1,1,1,9292,1,1,131.1,1,2,2,11,0,119.5,1,0,0,1,0,0,17,0,0,6,11,0,13.754072276592833,0,0,6,11,7,9.695929284101979,0,14.0,2.6,1.92,Enrolled
2,37,1,9208,1,14,132.5,1,38,3,5,6,135.6,1,0,0,1,0,0,32,0,0,1,9,6,12.688197571720924,2,0,5,8,3,10.549704878144587,4,9.9,-0.7,1.94,Graduate
1,37,2,9396,1,1,130.4,1,1,37,10,7,106.0,1,0,0,1,0,0,22,0,0,6,7,7,14.508731348211155,0,0,10,9,5,0.0,0,14.3,-0.8,-2.78,Enrolled
1,1,2,9991,1,1,131.4,1,33,36,6,7,95.5,1,0,0,0,1,0,17,0,0,6,10,7,11.21555666837257,0,0,7,8,0,12.854553250505298,0,15.5,-0.8,1.79,Graduate
1,36,2,9338,1,1,99.2,1,37,37,9,8,133.6,0,0,0,1,0,0,21,0,0,6,5,2,13.737546160662703,0,0,0,8,5,8.754518041913691,0,13.9,-0.7,1.09,Dropout
1,18,1,9991,1,1,133.9,1,2,1,7,2,133.6,1,0,1,1,0,0,17,0,0,5,9,6,15.074458989879714,0,0,6,7,6,14.363017166220713,0,8.2,-0.8,1.84,Graduate
1,14,1,8944,1,1,122.1,1,18,35,6,0,109.9,0,0,0,1,0,0,48,0,0,5,1,7,9.716252649984046,0,0,5,9,6,10.601150775589442,0,12.6,0.4,2.18,Graduate
1,36,1,8413,0,1,150.8,1,18,36,7,9,95.0,0,0,0,1,0,1,20,0,0,5,18,4,13.577764037619882,0,0,8,10,0,0.0,0,16.2,-0.5,0.24,Graduate
2,37,1,9108,1,1,114.3,1,18,1,6,9,128.8,0,0,0,1,1,0,21,0,0,6,8,5,13.84224865012757,0,0,5,10,0,10.865911481134399,0,13.0,-0.8,-1.66,Graduate
1,15,1,9385,1,1,136.9,1,19,35,6,0,112.6,0,0,1,1,0,0,19,0,0,5,0,6,9.548875188648301,0,0,1,7,0,10.12621511514858,0,11.0,0.2,1.72,Graduate
2,1,1,9320,1,1,125.9,1,38,18,3,10,95.0,1,0,0,1,1,0,20,0,0,12,15,7,9.985024965779099,0,0,6,7,0,0.0,0,13.9,-0.8,1.98,Dropout
1,16,1,9221,1,1,134.6,1,19,18,10,7,98.4,1,0,1,1,1,0,32,1,0,5,6,0,10.996625023888585,0,0,7,7,7,13.820967578672153,2,15.6,3.7,2.15,Graduate
1,37,3,8276,1,1,129.3,1,38,36,8,5,139.2,1,0,0,1,1,0,37,0,0,6,6,4,16.635716024234114,0,0,8,1,5,15.135937651554752,0,13.1,2.6,3.37,Graduate
2,36,1,9054,1,1,126.1,1,1,35,68,2,102.6,0,0,0,1,1,0,28,0,0,6,10,12,9.375619105458007,0,2,5,20,2,0.0,0,16.2,1.3,-1.11,Graduate
1,15,1,9747,1,1,133.8,1,35,37,9,11,101.8,1,0,0,1,0,0,26,0,0,6,8,6,0.7369429196211711,0,0,10,9,6,10.484253269089205,0,16.2,-0.8,0.98,Enrolled
1,15,1,9109,1,1,118.0,1,31,35,0,9,116.0,0,0,0,1,0,0,37,0,0,5,11,11,11.555649988046948,0,0,6,10,7,11.004998682990633,0,8.9,-0.8,2.27,Graduate
1,36,1,9710,0,1,108.1,1,19,37,10,7,121.0,1,0,0,1,0,1,19,0,0,7,6,4,12.629376504941757,0,0,5,9,6,9.165350617983947,0,14.3,3.6,1.82,Graduate
1,18,2,9717,0,1,132.9,1,19,38,98,7,123.4,0,0,0,1,0,0,18,0,0,5,8,6,13.116962267194076,0,0,6,6,3,13.819665409924587,0,9.9,0.7,2.15,Graduate
1,1,1,9332,1,1,124.7,1,18,36,6,7,118.2,0,0,0,1,1,0,18,0,0,6,7,6,13.697831510799064,0,0,6,13,7,9.737702954230024,0,11.1,3.7,2.21,Graduate
1,1,1,9410,1,1,140.8,1,36,17,0,10,115.2,0,0,0,0,0,0,23,0,0,6,9,6,13.264681502910612,0,0,5,7,8,11.40245338760632,0,12.6,2.5,2.27,Graduate
1,1,6,9925,1,1,132.0,1,2,37,10,10,114.9,1,0,0,1,0,1,28,0,0,10,14,6,10.057684776433204,0,0,5,7,0,9.847229819639164,0,14.2,2.3,3.51,Graduate
1,1,1,9160,1,1,128.1,1,2,37,7,8,111.4,1,0,0,1,1,0,17,0,0,10,9,5,11.878830842892684,0,0,8,8,4,0.0,0,8.0,0.2,1.8,Graduate
1,17,1,9352,1,1,138.4,1,4,37,10,4,145.9,0,0,0,0,0,0,18,0,0,8,8,4,13.89331507858192,0,0,6,8,0,9.842875158805647,0,9.6,-0.8,-0.97,Graduate
1,37,1,9388,1,1,129.2,1,1,6,9,8,120.9,0,0,1,1,1,0,37,0,0,5,1,6,13.936211218811316,0,0,9,7,0,12.003002024455345,0,7.6,0.3,1.52,Graduate
1,37,1,9453,1,1,129.0,1,18,37,1,1,117.6,0,0,0,1,0,0,26,0,0,7,5,13,16.94006407014959,0,1,5,8,4,0.37426872539978223,0,9.5,3.7,1.74,Graduate
1,16,1,9991,1,1,131.7,1,1,36,2,69,104.9,1,0,1,1,0,0,18,0,0,6,7,6,0.0,0,0,6,13,3,12.436610073349575,0,11.1,-0.7,-0.67,Graduate
6,15,1,9350,1,1,139.4,39,38,37,8,7,125.9,0,0,0,1,0,0,18,0,0,6,7,6,12.534594811707732,0,0,6,6,0,0.35247774125896286,1,9.4,0.4,-2.62,Dropout
2,1,1,9387,1,1,154.2,1,36,36,8,0,112.4,1,0,0,1,1,0,48,0,0,7,15,4,8.727783206282476,0,0,6,15,0,11.72955563191691,0,9.6,1.3,-1.63,Dropout
1,15,2,9254,1,1,138.7,1,33,37,10,9,126.0,0,0,0,1,0,0,37,0,0,8,8,0,10.20302232254456,0,0,8,10,5,11.794685990739616,0,11.2,-0.8,0.47,Graduate
1,1,2,9991,1,1,131.6,1,1,3,194,8,108.4,1,0,0,1,1,0,23,0,2,5,7,6,13.312234538362675,0,0,6,5,0,12.889717362989689,0,12.5,2.5,2.17,Graduate
1,45,1,9233,1,1,130.9,1,37,9,5,10,106.4,0,0,0,1,1,0,22,0,0,6,6,0,11.671388544674548,0,0,8,8,5,8.154906748333033,0,11.1,2.6,2.04,Graduate
1,15,1,9694,0,1,136.4,1,3,1,10,3,106.5,1,0,0,1,1,0,19,0,0,6,9,6,14.9455585061026,0,0,6,12,6,8.592080337560223,0,15.9,0.3,-2.97,Graduate
1,37,1,9214,1,5,124.3,1,36,38,8,10,139.6,1,0,0,1,0,0,32,0,0,6,15,5,13.450157241957427,0,0,1,8,3,10.790822310170777,0,15.5,-0.8,0.63,Graduate
1,1,5,9991,1,5,125.6,1,38,19,3,2,129.1,1,0,0,1,0,0,18,0,0,6,5,4,7.858215490004658,0,0,8,8,5,10.67224011158156,0,12.8,2.5,-1.33,Graduate
4,1,1,9407,1,3,133.9,1,1,1,3,7,152.6,1,0,0,1,0,0,44,0,0,6,9,14,14.199793114932922,0,0,8,18,5,11.098409633916047,0,12.4,3.3,2.18,Dropout
1,15,1,9764,1,1,113.0,1,1,38,9,9,188.4,0,0,0,1,1,0,20,0,0,6,9,4,9.478468518792255,0,0,6,15,13,10.682549789847979,0,9.6,0.5,-2.87,Graduate
1,1,1,7844,1,1,135.8,1,20,19,2,11,134.5,0,0,0,1,1,1,17,0,0,6,9,5,11.02258996180792,0,0,6,6,0,13.453755940586271,0,11.4,3.6,0.87,Dropout
1,38,3,9116,1,1,131.3,1,38,18,6,10,133.9,1,0,0,1,0,0,35,0,0,6,10,6,8.898739936936895,0,0,5,5,6,11.332964102563158,0,12.3,0.5,3.51,Enrolled
5,38,3,9772,1,1,150.0,1,35,1,9,12,107.6,1,0,0,1,0,0,39,0,0,5,1,6,14.888321143018764,0,0,5,0,0,11.794311973427757,0,11.0,-0.8,0.51,Enrolled
2,38,4,9445,1,1,138.1,1,36,35,7,6,123.0,0,0,1,1,1,0,22,0,0,6,9,8,13.77902345460543,0,0,8,8,6,10.722642125904114,0,9.4,0.4,-2.6,Graduate
1,2,1,9054,1,1,122.0,1,18,17,1,0,106.6,0,0,0,1,1,0,39,0,0,5,7,0,0.44516450982585254,0,0,6,5,6,11.898559595415156,0,12.7,1.3,3.37,Dropout
4,1,1,9063,1,1,131.6,1,18,35,8,6,129.2,1,0,0,1,1,1,24,0,0,5,5,5,0.19779146441203635,0,0,6,13,6,13.536125584385415,3,14.4,1.4,2.24,Dropout
1,16,4,9991,1,1,106.0,1,37,18,2,3,125.9,1,0,0,1,1,0,20,0,0,6,6,6,13.155739789344567,0,0,8,7,0,11.366821511016035,0,16.2,0.2,2.12,Graduate
1,1,2,9991,0,1,129.6,1,25,37,3,7,120.0,0,0,1,1,0,0,19,0,0,6,7,6,15.660566258668513,0,0,5,8,6,9.427581585732481,0,12.6,0.4,2.08,Graduate
2,39,2,9401,1,1,139.9,1,1,2,11,8,120.9,0,0,0,1,1,0,48,0,0,8,8,3,12.01673040126889,0,8,7,32,6,10.134591627411021,0,16.2,-0.8,-3.45,Dropout
1,37,1,9363,1,1,136.7,43,37,37,1,8,118.6,0,1,0,1,0,0,18,0,0,6,1,4,10.413938874244003,0,0,5,8,0,10.19445140528816,0,11.4,0.2,2.11,Graduate
1,17,2,9234,1,5,130.9,1,3,37,6,7,128.5,1,0,1,0,0,0,19,0,0,23,8,20,13.52920711551868,0,0,6,11,7,10.326510601869819,0,8.2,0.4,3.51,Dropout
1,15,1,9991,1,1,127.7,1,1,19,2,8,116.9,0,0,0,1,0,0,18,0,0,5,5,7,12.876438711982036,0,0,0,8,5,10.15542927184978,0,13.1,-0.7,2.16,Graduate
1,15,1,9763,1,1,128.5,1,37,19,7,5,117.4,0,0,0,1,0,0,17,0,0,5,8,15,11.835502233404842,0,0,5,8,6,13.32338589492704,0,10.0,2.9,-2.57,Graduate
2,41,1,9952,1,1,135.8,1,18,18,6,10,105.8,0,0,1,0,1,1,26,0,0,7,7,6,13.125359249848703,0,0,0,9,0,9.872790153969927,0,15.8,3.5,1.81,Dropout
1,1,1,9652,1,1,115.5,1,18,37,3,7,95.7,1,0,0,1,0,0,28,0,0,5,11,0,11.46187198317883,0,0,8,9,4,11.45690448216696,1,16.2,3.6,1.58,Graduate
2,1,1,9991,0,1,99.2,1,18,1,138,7,150.8,1,0,0,1,0,1,19,0,0,6,5,6,1.2754230477590436,0,0,5,6,0,10.968869624998973,0,12.5,0.2,0.37,Graduate
1,17,1,9094,1,1,144.1,1,19,35,9,7,118.3,0,0,0,1,1,0,17,0,0,5,4,4,10.125379691469726,6,0,6,15,2,12.003421790512476,0,13.2,-0.8,1.58,Dropout
1,1,1,9991,1,1,132.4,1,1,11,7,9,117.7,1,0,0,1,0,0,22,0,0,6,7,6,13.078604056019493,0,0,5,29,2,10.514387344687965,0,11.0,0.3,2.22,Enrolled
1,38,1,9284,1,16,124.9,1,3,36,145,2,117.0,0,0,1,1,1,0,20,0,0,6,9,4,9.60203358854025,0,0,8,6,0,12.900836608153718,0,12.4,-0.8,3.51,Graduate
1,16,1,9348,1,1,131.0,1,36,37,8,10,102.7,1,0,0,0,0,1,17,0,0,6,10,4,15.109552906763087,0,0,0,7,8,10.453231953324083,0,7.6,0.4,2.1,Graduate
1,15,1,9034,1,1,122.3,1,1,36,2,10,114.8,0,0,0,0,1,0,21,0,0,5,0,4,16.133682737764886,0,0,8,7,0,12.342961763158128,0,10.9,-0.1,2.04,Enrolled
1,37,4,9946,1,1,112.7,1,17,36,8,0,109.3,1,0,0,1,0,0,22,0,0,5,0,4,10.74707015601888,0,0,6,11,0,0.0,0,13.1,0.5,1.55,Enrolled
2,15,1,9313,1,1,135.2,1,37,36,9,6,123.8,1,0,0,1,0,0,35,0,0,0,8,6,8.570115548732797,0,0,5,1,10,13.679983384968542,0,9.5,3.5,0.33,Graduate
1,15,2,9301,1,1,127.6,1,33,1,6,7,137.2,1,0,0,1,0,1,47,0,0,5,5,0,10.950692039553878,0,0,5,9,5,0.0,0,9.7,2.5,2.13,Graduate
