age_0,age_1,age_2,age_3,age_4,age_5,age_6,marital_0,marital_1,marital_2,education_0,education_1,education_2,balance,contact_0,contact_1,pdays,previous,y
0,0,1,1,0,0,0,0,1,0,0,0,1,151,1,0,370,1,yes
0,0,1,0,0,1,1,0,1,1,1,0,0,2655,1,0,-1,0,no
0,0,0,0,0,0,1,0,1,1,0,0,1,1031,1,0,-1,0,yes
0,0,0,0,1,0,1,0,1,1,0,0,1,1448,1,0,-1,0,no
0,0,1,0,0,0,0,0,0,1,0,1,0,113,1,0,-1,0,no
0,0,1,1,0,0,1,0,1,0,0,0,1,-125,1,1,-1,0,no
0,0,0,0,1,1,0,0,1,1,0,1,1,1549,1,0,299,6,no
0,0,0,1,1,0,1,0,1,1,0,1,0,3634,1,0,-1,0,yes
0,0,1,1,0,1,0,0,0,1,0,0,1,1713,1,1,-1,0,no
0,0,0,1,0,1,1,0,1,0,0,1,0,68,1,1,-1,0,no
0,0,1,1,0,1,1,0,1,1,0,0,1,-18,1,1,-1,0,no
0,0,1,1,1,0,0,0,1,0,1,0,0,231,1,0,367,1,no
0,0,0,0,0,0,1,0,1,1,0,1,0,9,1,1,-1,0,no
0,0,0,0,1,1,1,0,1,1,0,1,1,44,1,0,-1,0,no
0,0,1,0,1,0,0,0,1,1,0,0,1,31,1,0,-1,0,no
0,0,1,1,1,0,1,0,1,1,0,1,1,2346,1,0,184,5,yes
0,0,0,1,1,1,1,0,1,0,0,0,1,579,1,1,-1,0,no
0,0,0,0,1,0,0,0,1,1,0,1,0,-471,1,1,-1,0,no
0,0,1,0,1,1,0,0,0,1,0,1,0,3767,1,0,-1,0,no
0,0,1,0,0,1,0,0,0,1,0,0,1,1689,1,0,-1,0,no
0,0,1,1,1,1,0,0,1,0,1,0,0,689,1,0,-1,0,yes
0,0,1,0,1,1,1,0,1,0,0,0,1,733,1,0,-1,0,yes
0,0,1,0,0,1,1,0,1,1,0,0,1,5034,1,1,-1,0,no
0,0,1,1,1,1,1,0,1,1,0,0,1,4,1,1,-1,0,no
0,0,1,1,0,0,1,0,1,0,0,0,1,-20,1,1,-1,0,yes
0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,-1,0,no
0,0,0,0,1,0,0,0,1,1,0,1,0,269,1,0,-1,0,no
0,1,0,0,0,0,0,0,1,0,0,0,1,792,1,0,-1,0,no
0,0,0,0,1,1,0,0,1,1,0,1,1,1064,1,0,-1,0,no
0,0,0,0,0,1,1,0,1,1,0,1,1,5418,1,0,-1,0,no
0,0,0,0,0,0,1,0,1,0,0,1,0,7606,1,1,-1,0,yes
0,0,1,1,0,1,0,0,1,1,0,0,1,92,1,1,-1,0,no
0,0,1,1,0,1,0,0,0,1,0,1,0,1533,1,1,-1,0,no
0,0,1,1,0,1,1,0,1,0,0,0,1,-22,1,1,-1,0,no
0,1,0,0,0,0,1,0,1,1,0,1,0,107,1,0,-1,0,no
0,0,1,0,0,1,1,0,1,0,0,0,1,687,1,1,-1,0,no
0,0,1,1,1,1,0,0,1,0,0,0,1,1275,1,1,-1,0,no
0,1,0,0,0,1,0,0,1,1,0,0,1,926,1,0,403,5,yes
0,0,1,1,0,0,0,0,1,1,0,0,1,29,1,0,-1,0,yes
0,1,0,0,0,1,1,0,1,1,0,0,1,3348,1,0,-1,0,no
0,0,0,0,0,1,1,0,1,1,0,1,0,368,1,0,-1,0,no
0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,-1,0,no
0,0,1,0,1,0,0,0,1,1,0,0,1,393,1,1,-1,0,no
0,0,1,0,1,1,0,0,1,1,0,1,1,473,1,1,-1,0,no
0,0,1,0,1,0,0,0,1,0,0,0,1,199,1,1,-1,0,no
0,0,0,0,1,1,0,0,1,1,1,0,0,413,1,1,-1,0,no
0,0,0,0,1,1,1,0,1,1,0,1,1,1114,1,1,-1,0,no
0,1,0,0,1,0,0,0,1,1,0,0,1,3195,0,1,-1,0,yes
0,0,1,0,1,0,0,0,1,0,0,0,1,554,1,0,6,1,no
0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,-1,0,no
0,1,0,0,1,0,1,0,1,1,0,1,0,5108,1,0,102,8,no
0,1,0,0,1,1,0,0,1,1,0,0,1,5250,1,0,146,1,no
0,1,0,0,1,1,1,0,0,1,0,0,1,5745,1,1,-1,0,no
0,0,1,0,0,1,0,0,1,1,0,1,0,2816,1,0,-1,0,yes
0,0,0,0,0,1,0,0,1,0,0,0,1,1719,1,0,-1,0,no
0,0,0,1,0,1,1,0,0,1,0,1,1,259,1,0,-1,0,no
0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,-1,0,yes
0,0,1,0,0,0,1,0,1,1,0,1,1,508,1,0,-1,0,no
0,0,0,1,0,1,1,0,1,1,0,1,1,935,1,0,166,2,no
0,0,0,1,1,1,1,0,1,1,0,0,1,53,1,1,-1,0,no
0,0,1,0,1,0,0,0,1,1,0,0,1,-556,1,0,-1,0,no
0,1,0,1,0,0,0,0,0,1,0,1,1,3881,1,0,-1,0,yes
0,0,1,0,0,0,0,0,1,1,0,0,1,425,1,0,-1,0,no
0,0,1,0,0,0,1,0,1,0,0,1,0,3452,1,0,-1,0,no
0,0,0,0,1,0,0,0,1,1,0,0,1,2083,1,0,-1,0,no
0,0,1,0,1,0,0,0,1,1,0,0,1,1130,1,0,-1,0,no
0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,-1,0,no
0,0,0,1,1,1,0,0,1,0,1,0,0,289,1,0,-1,0,no
0,1,0,0,0,0,1,0,1,0,0,0,1,290,1,0,-1,0,no
0,0,1,0,0,1,0,0,0,1,0,0,1,2397,1,0,320,2,no
0,1,0,0,1,1,0,0,1,1,0,1,0,393,1,0,-1,0,no
0,0,0,1,1,0,1,0,1,1,0,1,1,4015,1,1,-1,0,no
0,0,0,1,0,0,0,0,0,1,0,1,1,407,1,0,-1,0,no
0,0,0,0,1,0,0,0,1,1,0,0,1,300,1,0,-1,0,no
0,1,0,1,0,0,1,0,1,0,0,1,0,4,1,0,-1,0,no
0,0,1,0,0,1,0,0,1,1,0,1,0,1654,1,1,-1,0,no
0,0,1,1,0,0,0,0,0,1,0,1,0,5754,1,0,181,1,no
0,1,0,0,0,0,0,0,1,0,0,0,1,3201,1,0,178,5,no
0,0,1,0,1,0,0,0,1,0,0,0,1,271,1,0,-1,0,no
0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,-1,0,no
0,0,1,1,0,0,1,0,1,1,0,0,1,275,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,0,0,1,0,84,1,0,-1,0,no
0,0,1,1,0,1,1,0,0,1,0,0,1,988,1,0,-1,0,no
0,1,0,0,1,1,1,0,1,1,0,1,1,3736,1,1,-1,0,no
0,0,1,0,0,0,1,0,1,1,0,0,1,343,1,0,304,7,no
0,0,1,1,1,1,0,0,1,0,0,1,0,10086,1,0,78,2,no
0,0,1,0,0,0,0,0,1,0,0,0,1,290,1,0,336,1,no
0,1,0,0,1,0,1,0,1,1,0,0,1,5403,1,0,-1,0,no
0,0,1,0,0,0,0,0,1,1,0,1,1,499,1,0,-1,0,no
0,0,0,0,1,0,1,0,1,1,0,1,1,4592,1,0,-1,0,no
0,0,0,0,1,0,1,0,1,0,0,0,1,884,1,0,111,2,no
0,0,1,0,0,0,1,0,0,1,0,0,1,3068,1,0,195,1,yes
0,1,0,1,0,0,1,0,1,1,0,1,1,1015,1,0,-1,0,no
0,1,0,1,0,1,0,0,1,1,0,0,1,3114,1,0,-1,0,yes
0,0,1,1,1,1,0,0,1,0,0,0,1,150,1,1,-1,0,no
0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,-1,0,no
0,0,0,0,1,0,0,0,1,0,0,1,0,906,0,1,-1,0,no
0,0,0,0,1,0,0,0,1,1,1,0,0,558,1,0,-1,0,no
0,1,0,0,0,0,0,0,1,1,0,0,1,901,1,1,-1,0,no
0,1,0,0,1,1,0,0,1,1,0,0,1,-215,1,0,-1,0,no
0,1,0,1,0,0,1,0,1,0,0,1,0,3849,0,1,-1,0,no
0,0,0,1,1,1,0,0,1,1,1,0,0,960,1,1,687,2,no
0,1,0,0,0,0,1,0,1,0,0,0,1,23,1,0,-1,0,no
0,0,1,0,1,1,1,0,1,1,0,0,1,642,1,0,-1,0,no
0,0,0,0,1,1,0,0,1,1,0,0,1,349,0,1,-1,0,no
0,1,0,1,0,0,1,0,1,1,0,0,1,33,1,0,-1,0,no
0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,-1,0,no
0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,-1,0,no
0,0,1,0,0,0,1,0,1,1,0,0,1,83,1,0,363,1,no
0,1,0,0,0,0,0,0,1,1,0,1,0,2667,1,0,181,4,yes
0,0,1,1,1,1,0,0,0,1,0,0,1,1600,1,1,-1,0,no
0,0,1,0,0,1,0,0,1,1,0,1,1,2636,1,0,151,1,no
0,1,0,0,0,0,0,0,1,1,0,0,1,130,1,0,-1,0,no
0,0,0,0,0,0,1,0,1,0,0,0,1,539,1,0,477,1,yes
0,1,0,0,1,1,0,0,1,0,0,1,0,71,1,1,-1,0,no
0,1,0,0,1,1,0,0,1,0,0,0,1,-37,1,1,-1,0,no
0,0,1,0,0,1,0,0,1,1,0,0,1,56,1,1,-1,0,no
0,0,0,0,0,1,1,0,0,1,0,1,0,316,1,0,-1,0,no
0,1,0,0,1,0,1,0,1,1,0,0,1,47,1,0,-1,0,no
0,0,0,0,0,0,1,0,0,1,0,0,1,5957,1,0,-1,0,no
0,0,1,0,0,0,1,0,1,1,0,1,0,785,1,0,-1,0,no
0,1,0,0,1,1,1,0,1,1,0,1,0,677,1,0,-1,0,no
0,1,0,1,0,0,1,0,1,1,0,1,1,265,1,1,-1,0,no
0,1,0,1,0,0,1,0,1,1,0,0,1,5903,1,0,363,1,no
0,0,1,0,0,1,1,0,1,1,0,0,1,372,1,1,-1,0,no
0,0,0,0,0,0,1,0,1,0,0,0,1,1173,1,1,-1,0,no
0,0,1,1,0,0,0,0,1,0,0,1,0,966,1,0,101,3,no
0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,1,0,1433,1,0,-1,0,no
0,0,1,0,0,1,1,0,1,1,0,1,0,322,1,0,-1,0,no
0,1,0,0,1,0,1,0,1,1,0,1,0,285,1,0,-1,0,no
0,0,0,0,0,0,1,0,1,1,0,1,0,16430,1,1,-1,0,no
0,1,0,0,0,0,0,0,1,1,0,1,0,937,1,0,94,2,no
0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,-1,0,no
0,0,1,0,0,0,0,0,1,1,0,0,1,804,1,1,-1,0,no
0,1,0,1,0,1,1,0,1,1,0,1,1,211,1,1,-1,0,no
0,1,0,1,0,0,1,0,1,0,0,1,0,1572,1,0,-1,0,no
0,0,1,1,1,0,0,0,1,0,0,0,1,525,1,1,-1,0,no
0,1,0,1,0,0,1,0,1,1,0,0,1,15,1,1,-1,0,no
0,1,0,1,0,0,1,0,1,1,0,0,1,-269,1,1,-1,0,no
0,1,0,0,0,0,0,0,1,0,0,1,0,392,1,0,-1,0,no
0,0,0,1,1,0,0,0,1,1,0,0,1,1740,1,0,-1,0,yes
0,0,0,0,0,0,1,0,1,1,0,1,0,-2,1,0,-1,0,no
0,1,0,0,1,0,1,0,1,1,1,0,0,125,1,1,-1,0,no
0,1,0,1,0,0,1,0,1,0,0,0,1,914,1,0,272,1,yes
0,0,1,0,0,0,0,0,1,0,0,1,0,47,1,1,-1,0,no
0,0,1,1,0,1,0,0,1,1,0,1,0,4265,1,1,-1,0,no
0,1,0,1,0,1,1,0,1,1,0,1,1,258,0,1,88,1,no
0,1,0,1,0,0,1,0,1,0,0,0,1,2568,1,0,100,4,yes
0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,-1,0,no
0,0,0,1,0,0,0,0,1,1,0,0,1,3601,1,1,-1,0,no
0,1,0,0,1,1,0,0,1,1,0,0,1,670,1,0,-1,0,no
0,0,1,1,1,1,1,0,1,0,0,0,1,771,1,0,302,3,yes
0,0,0,0,1,0,0,0,0,1,0,0,1,145,1,0,-1,0,no
0,0,1,0,1,0,0,0,1,1,0,1,1,55,1,0,-1,0,no
0,0,0,0,0,1,0,0,1,1,0,0,1,-220,1,0,-1,0,no
0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,-1,0,no
0,0,0,0,1,0,0,0,1,1,0,1,1,3644,0,1,-1,0,yes
0,0,0,0,1,1,1,0,0,1,0,0,1,1074,1,0,-1,0,no
0,0,1,0,1,0,0,0,1,1,0,1,0,477,1,0,-1,0,no
0,1,0,0,1,1,1,0,1,0,0,0,1,178,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,1,1,0,0,164,1,0,-1,0,no
0,0,1,1,0,1,0,0,1,1,0,1,1,446,1,0,-1,0,no
0,0,1,1,1,1,1,0,1,1,0,1,0,1531,1,0,367,4,no
0,1,0,1,0,0,1,0,1,0,0,0,1,799,1,1,-1,0,yes
0,1,0,0,1,1,0,0,0,1,0,0,1,-718,1,0,-1,0,no
0,1,0,0,0,1,1,0,1,1,0,0,1,662,1,1,-1,0,no
0,0,0,0,1,0,1,0,1,1,0,1,0,691,1,0,-1,0,no
0,0,1,0,0,0,1,0,1,0,0,1,0,1743,1,0,113,2,no
0,0,0,0,0,0,1,0,0,1,0,0,1,1089,0,1,175,4,no
0,0,1,1,0,0,1,0,1,0,0,1,0,-803,1,0,329,9,no
0,0,0,0,1,1,1,0,0,1,0,0,1,-1361,1,0,-1,0,no
0,1,0,0,0,0,1,0,1,0,0,1,0,6817,1,0,-1,0,no
0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,-1,0,yes
0,0,1,1,0,1,0,0,1,1,0,1,0,2261,1,0,391,1,no
0,1,0,1,0,0,1,0,1,0,0,1,1,-10,1,0,-1,0,no
0,1,0,0,0,0,0,0,1,0,0,1,0,4,1,0,-1,0,no
0,0,0,0,1,1,1,0,1,1,0,1,0,4301,1,0,183,2,no
0,0,0,0,1,1,1,0,1,1,0,0,1,399,1,1,-1,0,no
0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,-1,0,no
0,0,1,0,0,1,1,0,1,0,0,0,1,177,1,1,-1,0,no
0,0,0,1,0,1,0,0,1,1,1,0,0,1665,0,1,-1,0,no
0,0,0,0,0,1,1,0,0,1,0,0,1,2416,1,1,-1,0,no
0,0,1,0,1,1,0,0,0,1,0,1,1,698,0,1,191,2,no
0,1,0,0,1,1,0,0,1,0,0,0,1,424,1,0,-1,0,no
0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,-1,0,no
0,1,0,1,0,0,1,0,1,0,0,1,0,300,1,0,-1,0,no
0,1,0,1,0,0,1,0,1,0,0,0,1,126,1,0,-1,0,no
0,0,0,1,1,1,0,0,1,1,0,0,1,1554,1,1,-1,0,no
0,1,0,1,0,0,1,0,1,0,0,1,0,1535,1,0,-1,0,no
0,0,1,0,1,0,0,0,1,1,0,0,1,1545,1,0,-1,0,no
0,0,1,0,1,0,0,0,1,1,0,1,0,8279,1,0,-1,0,no
0,0,0,1,1,1,0,0,1,1,0,0,1,757,1,0,-1,0,no
0,0,1,0,1,1,1,0,0,1,0,0,1,73,1,0,-1,0,no
0,1,0,0,0,0,0,0,1,0,0,1,0,2204,1,0,-1,0,no
0,0,0,0,0,0,1,0,1,1,0,0,1,723,1,0,-1,0,no
0,0,0,0,0,1,1,0,1,1,0,1,1,93,1,0,-1,0,no
0,1,0,1,0,0,1,0,1,0,0,1,0,57,1,0,-1,0,no
0,1,0,0,0,0,0,0,1,1,0,1,0,1388,1,0,105,1,no
0,0,1,1,1,0,0,0,1,0,0,0,1,567,1,0,-1,0,no
0,0,1,0,1,1,1,0,1,1,0,0,1,10273,1,0,-1,0,no
0,1,0,1,0,0,1,0,1,0,0,0,1,8304,1,0,-1,0,no
0,1,0,0,0,0,0,0,1,0,0,1,0,41,1,0,-1,0,yes
0,0,0,1,1,0,1,0,1,1,0,1,1,273,1,0,-1,0,no
0,1,0,0,1,1,0,0,1,1,0,0,1,2971,1,0,-1,0,no
0,0,1,0,0,1,0,0,1,1,0,0,1,3213,0,1,-1,0,no
0,1,0,0,1,1,0,0,1,1,0,1,0,2793,1,0,-1,0,no
0,0,0,1,1,0,1,0,1,1,0,0,1,60,1,0,-1,0,no
0,0,1,0,1,1,0,0,1,1,0,0,1,919,1,1,-1,0,no
0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,305,1,no
0,1,0,1,1,0,0,0,1,1,0,1,0,14220,1,0,-1,0,yes
0,0,1,0,0,1,1,0,0,1,0,1,1,-53,1,1,-1,0,no
0,1,0,0,1,0,1,0,1,1,0,0,1,260,1,0,-1,0,no
0,1,0,1,0,0,1,0,1,1,0,0,1,2583,1,0,-1,0,no
0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,-1,0,no
0,1,0,0,0,1,0,0,1,1,0,0,1,303,1,1,-1,0,no
0,0,0,0,0,1,1,0,1,1,0,1,1,-298,1,0,-1,0,no
0,0,1,0,1,0,0,0,0,1,0,0,1,290,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,0,1,2595,1,0,336,2,no
0,1,0,0,0,0,1,0,1,0,0,0,1,1609,1,0,315,3,no
0,0,0,0,0,0,1,0,1,1,0,1,0,99,1,0,85,1,no
0,0,1,1,0,1,0,0,1,1,0,1,0,1326,1,0,-1,0,no
0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,-1,0,yes
0,1,0,0,0,0,1,0,1,0,0,0,1,1532,1,0,-1,0,no
0,0,1,0,0,1,1,0,1,1,0,0,1,1076,1,0,259,4,no
0,0,0,0,0,0,1,0,1,1,0,0,1,300,1,1,-1,0,no
0,1,0,1,0,1,1,0,1,1,0,1,1,95,1,0,-1,0,no
0,0,0,1,1,0,0,0,1,1,0,0,1,90,1,0,-1,0,no
0,0,0,0,0,0,1,0,1,1,0,1,0,481,1,0,-1,0,no
0,1,0,0,0,1,0,0,1,1,1,0,0,306,1,1,-1,0,no
0,0,0,0,1,1,1,0,1,1,1,0,0,8,1,0,-1,0,no
0,1,0,0,0,1,1,0,1,1,0,1,0,8422,1,0,-1,0,no
0,1,0,0,1,0,0,0,1,1,1,0,0,2352,1,0,188,13,no
0,0,1,0,0,1,1,0,1,1,0,1,0,4958,1,1,-1,0,no
0,1,0,0,1,1,0,0,1,1,0,0,1,905,1,0,-1,0,no
0,1,0,0,0,0,0,0,1,0,0,1,0,368,1,0,-1,0,no
0,0,0,0,0,0,1,0,1,1,0,1,0,1179,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,-1,0,no
0,0,0,0,1,0,1,0,1,1,0,0,1,-272,1,1,-1,0,no
0,0,1,0,0,0,1,0,1,0,0,0,1,5742,1,0,-1,0,no
0,0,1,1,1,1,1,0,1,0,0,0,1,255,1,0,182,4,no
0,0,0,0,1,0,0,0,1,1,0,0,1,3726,1,0,-1,0,no
0,1,0,0,1,1,0,0,1,1,0,0,1,11,1,0,-1,0,no
0,0,0,0,1,1,1,0,1,1,0,1,0,-591,1,0,-1,0,no
0,0,1,1,0,0,1,0,1,1,0,0,1,23,1,0,-1,0,no
0,0,1,0,0,1,1,0,1,1,0,0,1,304,1,1,-1,0,no
0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,-1,0,yes
0,0,1,1,0,1,1,0,1,1,0,1,0,3700,1,0,-1,0,no
0,0,1,0,0,1,0,0,1,1,0,1,0,14282,1,0,103,4,no
0,0,0,1,1,0,1,0,1,1,0,0,1,1500,1,1,-1,0,no
0,1,0,0,0,1,0,0,1,1,0,0,1,328,1,0,-1,0,no
0,1,0,0,0,0,1,0,1,0,0,0,1,29,1,0,-1,0,no
0,0,0,1,1,1,0,0,1,1,0,0,1,768,1,0,-1,0,no
0,0,0,0,1,1,0,0,1,1,0,0,1,-568,1,1,-1,0,no
0,0,1,0,0,1,1,0,1,1,0,0,1,1072,1,1,-1,0,no
0,1,0,0,0,0,1,0,1,1,0,0,1,147,1,0,-1,0,no
0,0,1,0,1,0,0,0,1,0,0,0,1,783,1,1,-1,0,no
0,0,1,1,1,1,0,0,1,0,0,0,1,136,1,0,-1,0,yes
0,0,1,0,0,1,1,0,1,0,0,1,0,129,1,1,-1,0,no
0,0,0,0,1,1,1,0,1,1,0,0,1,2948,1,0,-1,0,yes
0,0,1,1,1,1,0,0,1,0,0,0,1,152,1,0,-1,0,no
0,0,1,0,1,0,1,0,0,1,0,1,0,3287,1,0,-1,0,yes
0,0,0,1,0,0,0,0,1,1,0,1,1,456,1,0,-1,0,no
0,1,0,0,1,1,1,0,0,1,0,0,1,108,1,0,-1,0,no
0,0,1,1,0,1,1,0,1,1,0,0,1,176,1,1,-1,0,no
0,1,0,0,0,0,0,0,1,0,0,0,1,995,1,0,-1,0,no
0,0,0,0,0,1,1,0,1,1,0,1,0,-199,0,1,-1,0,no
0,0,0,1,1,1,0,0,0,1,0,0,1,28,1,0,289,1,no
0,1,0,0,0,0,0,0,1,0,0,1,0,90,1,0,-1,0,no
0,0,1,0,0,1,1,0,1,1,0,0,1,931,1,1,-1,0,no
0,1,0,1,0,0,1,0,1,1,0,1,1,4,1,1,-1,0,no
0,0,1,0,1,1,0,0,1,1,0,0,1,402,1,1,-1,0,no
0,0,1,0,0,1,1,0,1,0,0,1,0,2637,1,0,-1,0,yes
0,1,0,0,0,0,0,0,1,0,0,0,1,8619,1,0,-1,0,no
0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,-1,0,no
0,0,1,0,0,0,0,0,1,1,0,0,1,360,1,0,260,2,no
0,1,0,0,1,0,1,0,1,0,0,0,1,5610,1,0,-1,0,no
0,0,1,0,1,0,1,0,1,1,0,1,1,1947,1,0,123,5,yes
0,0,1,1,0,0,0,0,1,0,0,1,0,99,1,0,-1,0,no
0,1,0,0,0,1,1,0,1,1,0,1,0,2143,1,0,-1,0,no
0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,290,2,no
0,0,1,1,0,1,1,0,1,1,0,1,1,183,1,1,-1,0,no
0,0,0,0,1,1,1,0,1,0,0,1,1,96,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,0,0,1,0,-6,1,0,-1,0,no
0,1,0,0,1,0,1,0,1,1,0,1,1,1080,1,0,-1,0,no
0,0,0,0,1,1,0,0,1,1,0,1,0,11528,1,1,-1,0,no
0,1,0,0,0,1,0,0,1,0,0,1,1,355,1,0,366,1,no
0,1,0,0,1,1,0,0,1,1,0,0,1,4698,1,1,-1,0,no
0,0,1,0,0,1,1,0,1,1,0,1,0,215,1,0,-1,0,no
0,1,0,0,0,1,1,0,1,0,0,0,1,3972,1,0,-1,0,no
0,1,0,0,1,1,0,0,1,1,0,0,1,4,1,0,-1,0,no
0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,-1,0,no
0,0,1,0,1,0,0,0,1,1,0,0,1,685,1,0,329,3,yes
0,1,0,0,0,1,1,0,0,1,0,0,1,1162,1,0,-1,0,no
0,0,0,0,1,0,0,0,1,1,0,0,1,811,1,0,-1,0,no
0,0,0,0,1,1,0,0,1,1,0,0,1,2,1,0,-1,0,no
0,0,1,1,1,1,0,0,1,1,0,1,1,104,1,0,360,2,no
0,0,0,1,0,1,1,0,0,1,0,1,1,2518,1,0,-1,0,yes
0,0,0,1,1,0,1,0,1,1,0,0,1,33,1,0,331,3,no
0,0,0,1,1,0,1,0,1,1,1,0,0,1708,1,1,75,4,yes
0,0,0,0,0,1,0,0,1,0,0,1,1,758,1,1,-1,0,no
0,0,0,1,1,0,0,0,1,1,0,0,1,5207,1,0,-1,0,no
0,0,1,0,0,1,0,0,1,1,0,1,0,2476,1,0,-1,0,no
0,0,1,0,0,0,1,0,1,1,0,1,1,345,1,0,188,2,no
0,0,1,0,0,1,1,0,1,1,0,1,0,643,1,0,94,1,no
0,0,0,0,1,1,1,0,1,1,0,0,1,-42,0,1,-1,0,no
0,1,0,0,0,1,0,0,1,1,0,1,0,-50,1,0,-1,0,no
0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,-1,0,no
0,0,0,1,1,0,1,0,1,1,0,1,0,1355,1,0,241,1,no
0,0,1,1,0,1,1,0,1,1,0,0,1,1321,1,0,-1,0,no
0,0,0,1,1,0,1,0,0,1,0,1,1,-644,1,0,-1,0,no
