age,job_0,job_1,job_2,job_3,marital_0,marital_1,education_0,education_1,education_2,default_0,default_1,balance,housing_0,housing_1,loan_0,loan_1,contact_0,contact_1,day,month_0,month_1,month_2,month_3,duration,campaign,pdays,previous,poutcome_0,poutcome_1,poutcome_2,y
28,0,0,0,1,0,1,0,1,1,0,1,6213,0,1,0,1,1,1,9,1,0,0,1,499,1,27,0,0,0,1,no
30,0,1,1,0,1,0,0,0,1,0,1,97,0,1,0,1,1,1,30,0,0,1,1,382,1,0,0,0,0,1,no
44,1,1,0,0,1,1,0,0,0,0,1,-2354,1,0,1,1,1,0,10,1,0,1,1,177,1,12,0,0,0,1,no
41,0,0,1,0,1,1,0,1,0,0,1,65,0,1,1,0,1,0,30,0,0,0,1,418,2,124,0,1,0,1,yes
35,1,0,0,0,0,1,0,0,1,0,1,6216,0,1,0,1,1,0,12,1,0,1,1,281,1,376,2,0,0,0,no
27,0,0,0,1,1,0,0,0,1,0,1,-259,1,0,0,1,0,1,3,0,0,1,0,561,1,282,2,0,0,1,yes
44,0,1,1,0,1,1,0,0,0,0,1,-851,0,1,0,0,0,1,6,0,0,0,1,217,1,0,0,0,0,1,no
40,0,0,1,0,0,1,0,1,0,0,1,1253,0,1,0,1,1,0,20,0,0,0,1,375,1,314,1,0,0,1,no
34,1,0,0,1,0,1,0,1,0,0,1,-131,1,1,0,1,1,0,22,0,0,0,1,436,1,100,0,0,0,0,no
55,0,0,0,1,1,1,0,1,0,0,1,2732,1,1,0,1,1,0,20,0,0,1,1,186,1,370,3,0,0,1,no
46,0,0,1,1,0,1,0,1,0,0,1,-2807,1,0,1,0,1,0,8,1,0,1,0,144,1,46,0,0,1,1,no
49,1,0,0,1,1,1,0,1,0,0,1,1459,1,1,0,1,0,1,25,0,0,0,1,161,4,101,0,0,0,1,no
31,0,0,0,0,0,1,0,0,0,0,1,1401,0,1,0,1,1,0,15,0,0,1,1,620,1,-1,0,0,0,1,yes
33,1,0,1,0,0,1,0,0,1,0,1,-490,1,0,1,1,1,0,3,0,1,1,0,407,1,11,0,0,0,1,no
21,0,0,0,1,1,0,0,1,1,0,1,1372,0,0,0,1,0,0,4,0,0,1,1,101,1,236,1,0,0,1,yes
38,0,0,1,0,1,0,0,1,0,0,1,2434,1,0,0,0,1,1,12,0,0,1,0,472,2,6,0,0,0,0,no
41,0,0,0,1,1,1,0,1,0,0,1,1124,1,1,0,1,0,0,10,0,0,0,1,20,1,32,0,0,0,1,no
39,0,1,0,0,1,0,1,1,0,0,1,1266,1,1,0,1,1,0,15,0,0,0,1,136,1,549,5,1,0,1,no
39,0,0,0,1,0,1,0,0,0,0,1,-447,1,1,0,0,1,0,14,0,0,1,1,216,3,2,0,0,1,1,no
52,0,0,0,0,0,1,0,1,1,0,1,-375,0,1,0,1,1,0,11,0,0,1,1,273,1,4,0,0,0,1,no
36,0,1,0,1,0,1,0,0,0,0,1,779,0,1,0,1,1,0,14,0,1,1,1,181,1,8,0,0,0,1,no
36,0,1,0,0,0,1,0,0,0,0,1,5060,0,1,1,1,1,1,20,0,0,1,1,69,1,328,2,0,1,0,no
36,0,0,1,0,0,1,0,0,1,0,1,-722,0,1,0,1,1,0,9,0,0,0,1,146,1,118,0,0,0,1,yes
27,0,0,1,1,1,0,0,1,1,0,1,588,0,1,0,1,1,0,5,1,0,1,1,432,1,50,0,0,0,1,no
52,0,0,1,1,1,1,0,1,1,0,1,3510,1,1,0,0,1,0,9,0,0,1,1,87,3,43,0,0,0,1,no
51,0,0,0,0,0,1,0,1,0,0,1,1916,1,1,0,1,0,0,7,0,0,0,1,150,1,160,0,0,0,1,yes
53,0,1,0,0,1,0,1,0,0,0,1,1487,0,1,0,1,1,1,16,0,0,0,1,190,1,57,0,0,0,1,no
33,1,0,0,1,0,1,0,0,1,0,1,-1467,0,1,0,1,1,0,22,0,0,0,1,347,1,89,0,0,0,0,yes
44,0,1,1,0,0,1,0,0,1,0,1,203,1,0,0,1,1,0,10,1,0,1,0,281,1,525,5,0,1,1,no
43,1,0,1,1,1,0,0,1,1,0,1,-433,0,1,0,0,1,1,7,0,0,1,0,294,1,-1,0,0,0,1,no
39,0,1,0,1,0,1,0,1,0,0,1,944,0,1,0,1,0,1,8,1,0,1,0,177,1,26,0,0,0,1,no
41,0,0,0,1,0,1,0,0,0,0,1,1784,1,0,0,1,1,0,4,0,1,0,0,67,2,88,0,0,0,1,no
25,0,1,1,1,0,0,1,0,1,0,1,636,1,1,1,1,1,0,14,0,0,0,1,69,3,66,0,0,0,0,yes
43,1,1,1,0,1,1,0,1,0,0,1,-1501,1,1,0,1,1,0,20,0,0,1,0,96,1,4,0,0,0,1,no
45,0,1,1,0,0,1,0,1,0,0,1,3179,0,1,0,1,1,1,27,0,0,0,1,209,2,25,0,0,0,1,no
38,1,1,0,0,0,1,0,1,0,0,1,-453,0,1,0,1,0,1,30,0,0,0,0,47,2,0,0,0,0,1,no
36,0,1,1,0,1,0,1,1,0,0,1,-536,1,0,0,1,1,1,5,1,1,0,1,411,1,555,5,0,0,0,no
44,0,0,0,1,0,1,0,1,0,0,1,3111,1,1,0,1,1,1,13,0,1,1,0,187,1,74,0,0,1,0,no
39,0,1,0,1,0,0,0,0,0,0,1,4033,0,0,0,1,1,1,12,0,1,1,0,210,1,366,2,0,1,0,no
34,1,0,1,0,0,1,1,0,0,0,1,-2,0,1,0,0,1,0,5,0,0,0,1,373,1,16,0,0,0,1,no
49,0,1,0,0,1,0,0,1,0,0,1,3498,0,1,0,1,0,1,5,0,0,1,1,50,1,291,2,0,0,0,no
35,0,0,0,0,1,1,0,1,0,0,1,2108,1,0,0,1,1,1,19,0,0,0,0,413,2,26,0,0,0,1,no
40,0,0,1,0,1,0,0,0,1,0,1,884,1,0,0,1,1,0,20,1,0,1,1,521,5,122,0,0,0,0,no
47,0,1,1,1,0,1,0,0,0,0,1,401,1,0,0,1,1,0,13,0,1,1,1,35,1,15,0,0,0,1,no
28,1,1,1,0,0,1,0,1,0,0,1,4626,1,1,0,1,1,0,28,0,1,1,0,27,2,33,0,0,0,1,no
48,0,1,0,0,0,1,0,1,0,0,1,941,0,1,0,1,1,1,26,0,0,0,1,73,2,116,0,1,0,1,no
52,1,1,0,0,0,1,1,0,0,0,1,2276,0,1,0,1,1,0,21,1,0,1,1,459,1,14,0,0,0,1,no
47,0,1,0,0,0,1,0,1,0,0,1,2513,1,0,0,1,1,1,7,0,0,1,0,123,2,20,0,0,0,1,no
47,0,1,0,1,0,1,0,0,1,0,1,1342,1,0,0,1,1,0,31,0,0,1,0,397,2,10,0,0,0,1,no
40,0,1,0,0,0,1,0,1,0,0,1,2327,1,1,0,1,0,1,31,0,0,1,1,68,3,102,0,0,0,1,no
49,0,1,0,1,0,1,1,0,0,0,1,3220,0,1,0,1,1,1,12,0,0,0,1,53,2,119,0,0,1,0,no
27,0,0,0,1,1,1,0,1,0,0,1,201,0,1,1,0,0,1,23,1,0,0,1,368,1,42,0,0,1,1,no
51,1,0,0,1,1,1,0,0,1,0,1,3616,1,0,0,1,1,0,24,0,0,1,1,116,5,0,0,0,0,1,no
43,0,1,1,1,0,1,0,1,0,0,1,5926,0,1,0,1,1,0,11,0,1,1,0,235,1,141,0,0,1,1,no
38,0,0,0,0,0,1,1,0,0,0,1,2370,1,1,0,1,1,0,21,1,0,0,0,204,1,210,1,0,0,1,no
44,0,1,0,0,1,0,0,0,1,0,1,4575,0,0,0,1,1,1,30,1,0,0,0,18,1,23,0,0,0,1,no
24,0,0,1,1,0,1,0,1,1,0,1,-283,0,0,0,1,1,1,4,0,0,1,1,154,1,274,1,0,0,0,no
28,0,0,1,1,1,1,1,0,1,0,1,1669,0,1,0,1,1,0,5,1,0,1,1,259,1,204,1,0,0,0,no
32,0,1,1,1,0,1,0,1,0,0,1,461,0,1,0,1,0,1,30,1,1,1,0,259,1,65,0,0,0,1,yes
46,0,0,1,0,0,1,0,0,0,0,1,420,1,0,0,1,1,0,29,0,0,0,1,86,2,93,0,0,0,1,no
33,0,1,0,0,1,1,0,1,1,0,1,6457,1,0,0,1,1,0,7,1,0,0,1,284,3,1,0,0,0,1,no
43,0,1,1,0,0,1,1,1,0,0,1,-1754,1,0,0,1,0,1,8,0,1,0,1,42,1,33,0,0,0,0,no
42,0,1,0,0,0,1,0,0,0,0,1,-748,0,1,0,1,1,0,7,0,0,0,1,234,1,79,0,0,1,1,no
36,1,0,0,0,1,1,0,1,0,0,1,-674,1,0,0,1,1,0,8,0,0,0,0,68,1,402,2,0,0,1,no
59,0,1,0,0,1,0,0,1,0,0,1,972,0,1,0,1,1,1,2,0,0,1,1,85,2,81,0,0,0,1,no
33,0,0,0,1,0,1,0,0,1,0,1,5620,0,1,0,1,1,1,28,0,0,0,1,154,1,304,1,0,1,0,no
35,0,0,0,1,0,0,0,0,1,0,1,6974,0,1,0,1,1,0,4,0,1,0,1,163,1,132,0,0,0,1,no
52,0,1,1,0,1,0,0,0,0,0,1,3789,1,0,0,1,0,0,18,0,0,1,1,228,3,20,0,0,0,1,no
34,0,1,0,0,0,1,0,1,0,0,1,-384,1,0,0,1,1,0,16,0,0,1,1,86,2,123,0,0,1,1,no
39,0,0,1,0,0,1,0,0,0,0,1,-315,0,0,0,1,1,0,22,0,1,1,1,251,1,17,0,0,0,1,no
59,0,0,1,0,0,1,1,0,1,0,1,5731,0,1,0,1,1,1,12,0,0,0,0,111,5,257,1,0,1,1,no
33,0,1,0,0,0,1,1,1,0,0,1,-1740,0,1,1,0,1,0,2,0,0,0,1,610,3,49,0,0,0,1,no
42,0,0,0,0,0,0,0,0,1,0,1,-1197,0,1,0,1,1,1,12,0,0,1,1,164,1,17,0,0,0,1,no
56,1,0,0,0,0,1,0,0,0,0,1,3019,1,0,0,1,0,1,12,0,0,1,0,127,1,2,0,0,0,1,no
26,0,1,0,1,0,1,0,0,0,0,1,-2390,0,1,0,0,1,1,4,0,0,0,1,141,1,-1,0,0,0,1,no
38,0,0,0,1,1,1,0,1,0,0,1,-688,0,1,0,1,1,0,24,0,0,1,1,1097,1,9,0,0,0,1,yes
48,0,1,1,1,0,1,0,1,0,0,1,8123,0,1,0,1,1,0,17,0,1,0,1,451,2,271,1,0,0,0,no
58,0,1,0,0,0,1,0,1,0,0,0,-1446,0,0,0,0,0,0,13,0,0,1,0,55,1,93,0,0,0,1,no
40,0,0,0,1,0,0,1,0,1,0,1,1940,0,0,0,0,1,0,22,0,0,1,0,307,1,13,0,0,0,1,yes
33,1,1,1,1,1,0,0,0,0,0,1,887,0,0,0,1,1,0,28,0,0,0,1,189,2,42,0,0,0,1,no
42,0,1,1,1,1,1,0,1,1,0,1,2383,0,1,0,1,0,0,10,0,0,0,0,152,2,5,0,0,0,1,no
51,0,0,1,0,1,0,0,1,0,0,1,5977,1,0,0,1,1,0,13,0,1,0,0,138,3,96,0,0,1,1,no
24,0,0,0,1,1,1,0,1,1,0,1,2228,0,1,0,1,1,1,10,0,0,0,1,20,1,486,4,0,0,1,no
43,0,0,0,0,0,1,0,1,0,0,1,3768,0,1,0,1,0,1,15,0,0,0,1,352,1,16,0,0,0,1,no
42,0,0,1,0,0,1,0,1,1,0,1,-2165,1,1,0,1,1,0,23,0,0,0,1,253,2,0,0,0,0,1,no
68,0,1,0,0,0,1,0,0,1,0,1,366,0,1,0,0,0,1,23,1,0,0,1,652,2,37,0,0,1,1,no
44,0,0,0,0,0,1,1,1,1,0,1,-1189,0,1,0,1,0,0,25,0,0,1,1,27,1,29,0,0,1,1,no
47,0,0,1,1,0,1,0,1,0,0,1,744,1,0,0,1,1,0,29,0,0,1,0,219,1,479,3,0,1,1,no
47,0,0,1,1,1,0,0,0,1,0,1,5883,1,0,0,1,1,0,21,0,1,1,0,108,1,9,0,0,0,1,no
46,0,0,1,1,1,0,1,1,0,0,1,2434,1,0,0,1,1,0,3,0,0,0,0,227,1,245,1,0,1,1,no
40,0,1,1,0,1,1,0,1,0,0,1,-802,1,0,0,1,1,0,11,0,0,0,1,152,2,414,2,0,1,0,no
37,1,0,0,0,1,0,0,1,0,0,1,-2803,0,1,0,1,1,0,3,0,0,0,0,14,1,57,0,0,0,0,no
40,0,1,0,0,0,1,0,0,0,0,1,-463,1,0,0,1,1,0,7,0,0,1,0,49,1,17,0,0,0,1,no
58,0,0,0,0,0,1,1,1,0,0,1,798,0,0,0,1,0,1,6,1,0,1,1,7,3,146,0,0,0,0,no
43,0,0,0,1,0,1,0,0,1,0,1,590,1,0,0,1,1,0,25,1,1,1,0,135,3,684,7,0,1,1,no
43,0,0,0,0,0,1,1,0,0,0,1,4050,0,1,0,1,1,1,22,0,0,1,1,379,2,116,0,0,0,1,no
57,0,0,0,0,1,0,0,0,0,0,1,2619,1,1,0,0,1,0,16,1,0,1,0,59,3,4,0,0,0,1,no
32,0,0,0,0,1,0,1,0,0,0,1,1235,0,1,0,1,0,1,17,0,0,0,1,215,3,0,0,0,0,1,no
24,0,0,0,1,0,0,0,0,1,0,1,1407,1,1,0,0,1,0,4,0,1,1,0,147,1,79,0,0,0,1,no
30,1,0,0,1,0,1,0,1,0,0,1,1789,0,1,0,1,1,1,5,1,0,1,0,51,1,205,1,0,0,1,no
46,0,1,1,0,0,1,0,1,0,0,1,815,0,1,0,1,1,0,3,0,1,0,1,373,1,195,1,0,0,1,no
62,0,0,1,1,0,1,0,1,0,0,1,3750,1,1,0,0,1,1,14,0,0,1,0,220,1,41,0,0,0,1,no
42,0,1,0,0,1,1,0,1,0,0,1,7724,0,1,0,0,0,0,26,0,1,0,1,332,3,0,0,0,0,1,no
37,0,0,0,1,0,0,1,1,0,0,1,1113,0,0,1,0,0,1,17,1,0,0,1,79,2,0,0,0,0,1,no
49,0,1,1,1,0,1,0,1,0,0,1,2110,1,0,0,1,0,1,6,1,0,0,1,107,1,57,0,0,0,1,no
38,1,0,1,0,1,1,1,0,0,0,1,3513,0,1,0,1,1,0,9,1,1,0,1,738,2,159,0,0,0,1,no
48,1,0,0,0,0,1,1,1,0,0,1,1767,0,1,0,1,0,1,12,0,0,0,1,232,1,0,0,0,0,1,no
59,0,0,1,0,0,1,0,1,0,0,1,2819,1,0,1,1,1,0,7,1,1,0,1,385,2,5,0,0,0,1,no
30,0,0,1,0,0,1,0,1,0,0,1,3245,1,0,0,1,1,0,17,1,1,1,0,180,1,125,0,0,0,1,no
34,1,0,0,0,0,1,0,0,1,0,1,-518,1,0,0,1,1,0,3,1,0,0,1,459,1,406,2,0,0,0,no
42,1,0,0,0,0,0,1,0,1,0,1,1027,0,0,0,1,1,0,19,0,0,1,1,223,1,44,0,0,0,1,no
28,0,1,1,0,1,1,0,0,0,0,1,19,1,1,0,1,1,0,17,0,1,0,1,272,1,350,2,0,0,0,no
33,0,0,1,0,1,0,0,0,0,0,1,2150,0,1,0,1,1,0,13,0,1,0,1,450,1,218,1,0,0,0,no
40,0,1,0,0,0,1,0,1,0,0,1,-1193,0,1,0,0,0,1,13,1,0,1,1,189,1,221,0,0,0,1,no
40,1,0,0,0,0,1,0,1,0,0,1,4040,1,0,0,1,1,0,14,0,0,0,1,307,1,460,3,0,0,1,no
44,1,0,0,0,0,1,0,1,1,0,1,2843,1,0,0,1,1,0,25,0,1,0,1,142,2,99,0,0,0,1,yes
30,0,0,0,0,1,0,0,1,0,0,1,-48,0,1,1,1,1,0,23,0,0,0,1,52,4,272,1,0,0,0,no
38,0,0,0,1,1,0,0,0,1,0,1,345,0,1,0,1,1,0,16,1,0,0,0,246,2,625,6,0,1,1,no
38,0,1,1,0,1,0,0,1,1,0,1,3907,0,1,0,1,1,1,13,0,1,0,0,126,1,48,0,0,0,1,no
67,0,1,0,1,0,1,0,0,0,0,1,-644,0,0,0,1,1,0,21,0,0,1,0,171,1,460,5,0,1,1,no
46,0,1,0,0,0,1,0,1,0,0,1,-824,0,1,0,1,1,0,6,0,0,1,1,59,1,171,0,0,0,0,no
27,0,0,1,0,1,1,0,0,1,0,1,-733,1,0,0,1,1,0,17,1,0,1,0,813,1,287,1,1,1,1,yes
32,1,1,1,0,0,1,0,1,0,0,0,-1905,0,1,0,1,0,1,3,0,0,1,1,321,1,-1,0,0,0,1,yes
39,0,1,1,0,1,0,0,1,0,0,1,1205,0,1,0,1,0,1,4,0,0,0,1,171,1,1,0,0,0,1,no
28,0,1,0,0,1,0,0,1,0,0,1,-113,1,0,0,1,0,0,18,0,0,0,1,127,2,87,0,0,1,1,no
31,0,0,0,0,0,1,0,1,1,0,1,491,0,1,0,1,0,1,24,0,0,0,1,530,1,2,0,0,0,1,no
35,1,1,1,0,0,1,0,1,0,0,1,-458,0,1,0,1,1,1,14,0,1,0,1,149,1,38,0,0,0,1,no
36,0,0,0,1,1,0,1,0,0,0,1,-1959,0,1,0,1,0,0,8,0,0,0,1,99,1,41,0,0,0,1,no
31,0,1,0,0,0,0,0,1,0,0,1,2162,0,1,0,1,1,0,3,0,0,0,0,106,3,325,1,0,0,1,no
58,0,1,1,1,0,1,0,1,0,0,1,-1163,1,0,0,0,0,1,22,0,1,0,1,355,1,295,1,0,0,1,no
73,0,0,1,1,1,1,0,0,0,0,1,2034,1,0,0,1,1,0,28,0,0,1,1,844,2,135,0,0,1,1,no
51,0,0,0,0,0,0,0,0,0,0,1,529,1,0,0,1,0,1,31,0,1,0,0,234,3,35,0,0,1,1,no
56,1,0,0,0,0,1,0,0,1,0,1,451,0,1,0,1,1,1,29,0,0,1,0,39,4,4,0,0,0,1,no
32,0,1,0,0,0,1,0,0,1,0,0,2250,0,1,0,1,0,1,4,0,0,1,1,45,1,28,0,0,0,0,yes
33,0,0,1,1,0,0,0,1,0,0,1,1915,0,0,1,1,1,0,12,1,0,1,1,987,1,44,0,0,1,1,no
35,0,0,0,0,1,0,0,1,0,0,1,5042,0,0,1,1,1,0,18,0,0,0,0,431,1,290,1,0,1,0,yes
72,0,1,0,0,0,1,0,1,1,0,1,1757,1,0,0,1,1,1,20,0,1,1,1,246,1,15,0,0,0,1,no
49,0,1,1,1,0,1,0,1,0,0,1,6029,0,1,0,1,1,0,13,0,0,1,1,416,1,402,4,1,1,0,no
40,0,0,1,0,0,1,0,1,0,1,1,437,1,1,0,0,1,1,6,0,0,1,1,89,1,29,0,0,0,1,no
43,0,0,1,1,0,1,1,0,0,0,1,1206,0,0,0,1,1,0,3,0,1,0,0,684,2,134,0,0,0,0,no
37,0,0,0,0,1,1,0,1,0,0,1,-945,0,1,0,1,1,1,15,1,0,0,1,443,1,158,0,0,0,1,no
28,0,1,0,1,0,1,0,0,1,0,1,-240,1,1,0,0,1,0,4,0,0,0,1,104,1,41,0,0,0,1,no
49,0,1,0,0,0,0,0,0,1,0,1,3873,0,1,0,1,0,0,13,0,1,0,1,214,3,353,2,0,1,0,yes
27,1,0,1,1,0,1,0,0,1,0,1,-3045,0,1,0,0,1,0,20,0,0,1,0,346,1,1,0,0,0,1,no
62,0,0,0,0,1,1,0,1,0,0,1,2508,1,0,1,0,1,0,18,0,0,0,1,529,1,0,0,0,0,1,no
70,0,0,1,1,0,1,0,0,1,0,1,1499,1,0,0,1,1,0,12,1,0,1,0,164,1,128,1,0,1,1,no
36,0,1,1,1,1,0,0,1,0,0,1,-874,1,0,0,1,0,0,7,0,0,0,1,107,1,1,0,0,0,1,no
32,0,0,0,1,0,1,0,0,0,0,1,-509,0,1,0,1,0,0,21,0,0,0,1,31,1,4,0,0,1,1,no
44,0,1,0,1,0,1,0,1,0,0,1,4662,0,1,0,1,1,0,31,0,0,1,1,392,2,2,0,0,0,1,yes
40,1,0,1,0,0,1,0,1,1,0,1,847,1,0,0,1,0,0,8,1,0,1,0,532,1,24,0,0,0,1,no
38,0,0,0,1,0,1,0,0,1,0,1,1615,1,0,0,1,1,0,22,0,1,1,1,720,1,156,1,1,0,1,no
48,0,0,1,0,1,1,1,0,1,0,1,1107,0,0,0,1,1,0,23,0,1,0,1,268,1,38,0,0,0,1,no
39,0,0,1,1,0,1,0,0,0,0,1,631,0,1,1,1,1,0,15,0,0,0,1,254,2,188,0,0,1,1,no
43,0,1,1,0,0,0,0,1,0,0,1,1350,1,0,0,0,1,0,18,0,0,0,0,781,1,62,0,0,0,1,no
60,0,0,0,0,0,1,0,1,0,0,1,6019,1,1,0,1,0,1,3,0,0,0,0,304,1,1,0,0,0,1,no
36,1,0,1,0,0,1,1,0,0,1,1,1681,0,1,0,1,1,0,28,1,1,0,0,439,1,16,0,0,0,1,no
28,0,1,0,1,0,1,0,1,0,0,1,-383,0,1,0,1,0,1,6,0,0,0,1,468,1,85,0,0,0,1,no
41,0,0,1,0,1,1,0,1,1,0,1,522,0,1,0,1,0,1,22,0,0,0,1,150,1,58,0,0,0,1,no
34,0,0,1,0,0,1,0,0,1,0,1,-1506,1,1,0,1,0,1,10,0,0,0,0,133,1,53,0,0,0,1,no
35,0,0,1,0,1,0,0,1,0,0,1,-1169,0,1,0,1,0,0,3,1,0,0,1,230,1,24,0,0,0,1,yes
36,0,0,1,0,0,0,0,1,0,0,1,1036,1,0,0,1,0,0,7,0,0,0,1,208,1,0,0,0,0,1,no
40,0,0,0,0,1,1,1,1,0,0,1,-817,0,1,0,0,1,1,10,1,1,0,1,191,1,99,0,1,0,1,no
37,0,1,0,1,0,1,0,0,0,0,1,-435,1,1,0,1,1,0,23,0,1,0,0,124,3,38,0,0,0,1,no
50,1,0,0,1,1,1,0,1,0,0,1,-12,0,1,0,1,1,0,21,0,1,1,1,276,1,81,0,0,0,1,no
28,1,0,0,1,1,1,0,0,1,0,1,2752,1,0,0,1,1,0,28,0,0,1,1,92,1,5,0,1,0,1,no
40,0,0,1,0,0,0,1,1,0,0,1,427,1,1,0,1,1,0,28,1,0,1,0,296,1,19,0,0,0,1,no
35,0,1,0,0,1,1,0,1,0,0,1,970,1,0,0,0,1,0,27,0,0,1,1,372,1,0,0,0,0,1,yes
57,0,0,1,1,1,1,0,0,1,0,1,5181,0,1,0,1,1,0,10,1,1,0,0,104,1,613,6,0,1,1,no
28,0,1,0,1,0,1,1,0,0,0,1,1717,0,0,0,1,0,1,6,0,0,1,1,84,1,-1,0,0,0,1,no
46,0,0,0,0,0,0,0,1,1,0,1,1789,1,1,0,1,1,0,15,1,0,0,1,433,1,186,0,0,0,0,yes
38,0,0,0,0,1,0,0,0,1,0,1,404,1,0,0,1,0,1,4,0,0,1,0,40,4,57,0,0,0,1,no
34,0,1,0,0,1,0,0,1,0,0,1,362,1,0,0,1,0,0,19,0,0,1,1,142,1,34,0,0,0,1,no
50,1,1,0,1,0,1,0,1,0,0,1,1999,1,0,0,0,1,0,10,0,1,0,0,116,3,9,0,0,0,1,no
36,0,1,0,0,0,0,0,0,0,0,1,1820,1,0,0,1,0,1,17,0,0,1,1,111,2,36,0,0,0,1,no
36,0,0,0,1,1,0,0,0,1,0,1,161,0,1,1,1,1,1,9,1,0,0,1,238,1,295,2,0,1,1,no
28,0,1,0,1,1,0,0,1,0,0,1,5424,1,1,0,1,1,0,13,0,0,0,1,222,1,44,0,0,0,1,no
32,1,0,1,0,1,1,0,0,0,0,1,840,1,1,0,1,1,0,22,0,1,0,1,316,2,-1,0,0,0,1,no
