Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,16,1,8957,1,1,136.7,1,2,1,0,116,132.6,1,0,1,1,1,0,33,0,0,5,7,3,10.212025886992523,0,0,5,6,0,11.534189481906832,0,10.8,0.8,0.56,Dropout
1,38,1,33,1,1,138.2,1,36,18,1,10,159.2,0,0,0,0,1,0,22,0,0,6,7,0,0.0,0,0,5,7,0,0.3531307187026151,0,9.6,0.5,-2.02,Dropout
1,1,1,9137,0,1,133.9,1,37,38,0,11,118.4,0,0,0,1,0,0,18,0,4,7,7,5,12.80946154500702,0,0,5,4,3,12.25123931098213,0,7.9,3.0,2.07,Graduate
1,16,3,9177,1,1,113.1,1,19,19,8,4,115.9,1,0,0,1,1,0,22,0,15,7,8,4,12.232918674345095,0,0,15,10,7,9.308676118204062,0,12.6,-0.2,-0.86,Enrolled
1,18,2,9328,1,1,131.2,1,36,1,5,7,96.0,1,0,0,0,1,0,44,0,0,5,6,0,12.174021576484712,0,0,14,10,0,0.6490096685260527,0,14.0,1.5,2.02,Dropout
1,40,1,9724,1,1,117.0,1,1,36,4,12,100.3,1,0,0,1,1,0,26,0,1,1,7,13,0.042396117278596296,2,0,6,14,10,0.0,0,9.5,2.8,1.42,Enrolled
1,17,6,9082,1,43,128.1,1,1,35,7,13,121.1,0,0,0,1,1,0,17,0,0,5,8,5,13.014808613965876,0,0,5,6,0,10.808187701552916,1,16.2,0.8,1.99,Dropout
1,40,3,9212,1,1,117.3,45,18,1,7,11,110.3,1,0,1,1,1,0,19,0,0,5,18,5,10.048948982724308,0,0,5,7,0,8.737717448776095,0,7.6,1.4,-1.49,Enrolled
1,17,6,9579,1,1,152.8,1,2,20,5,6,123.1,1,0,0,1,0,0,18,0,0,7,8,6,14.40167045759423,0,0,8,9,6,10.317068657346075,0,7.6,0.5,0.72,Graduate
1,2,6,9139,1,1,151.0,1,36,18,7,3,107.8,0,0,0,1,0,0,19,0,0,6,6,6,11.544842736102485,0,0,6,10,7,13.732103159773231,0,12.6,1.5,2.08,Enrolled
1,45,5,9334,1,1,116.2,1,1,19,1,9,112.4,1,0,0,1,0,1,18,0,0,6,8,5,11.323923205706896,0,0,16,10,7,9.175213223640991,0,12.4,-0.2,1.53,Graduate
1,38,1,8849,1,1,133.8,1,36,1,9,2,117.7,1,0,0,1,0,0,21,0,0,5,4,5,11.256299376893967,0,0,5,6,0,12.46385114797862,0,11.1,1.5,0.8,Enrolled
1,1,3,9991,1,1,115.1,1,18,36,7,13,117.9,1,0,0,1,0,1,20,0,0,6,8,7,11.797198976565236,0,0,8,8,6,11.81338253704017,0,10.4,0.4,-1.97,Graduate
1,18,1,9007,1,42,171.4,1,37,19,2,12,135.0,1,0,0,1,1,0,20,0,0,7,14,3,12.027853095067634,0,0,1,6,0,14.243503009915344,0,12.6,2.8,1.62,Graduate
2,36,2,9584,1,1,127.0,1,39,18,0,8,115.2,0,0,0,0,1,0,28,0,0,5,11,4,0.0,0,0,6,13,4,0.0,0,7.8,1.5,1.93,Dropout
1,49,1,9439,1,1,119.7,1,1,38,0,8,112.5,0,0,0,1,0,0,18,0,0,7,8,5,15.216518599588033,0,0,6,13,8,11.99902008881508,0,14.0,1.4,2.06,Graduate
3,18,1,9011,1,1,126.4,1,37,18,1,6,122.0,0,0,0,1,0,0,43,0,0,7,7,6,11.94081970169851,0,0,5,8,2,14.592087484282573,0,12.1,1.4,1.89,Enrolled
1,2,3,9352,1,1,114.8,1,35,18,3,9,141.5,1,0,0,1,0,0,27,0,0,6,11,4,12.539318952312179,0,0,6,12,7,14.12842790910971,0,12.9,1.4,-0.8,Graduate
2,16,1,9042,1,1,122.4,1,1,1,1,7,116.0,1,0,1,1,0,0,25,0,0,6,7,0,0.4565709792243072,0,0,5,10,0,13.111207894913273,0,8.2,1.5,2.21,Dropout
1,17,1,9991,1,1,137.5,1,17,36,8,11,121.3,0,0,0,1,0,1,17,0,2,6,8,6,13.116719703445176,0,3,12,4,7,11.832637567574091,0,12.6,3.7,0.46,Enrolled
1,18,3,9340,1,1,121.7,1,38,27,0,10,134.5,1,0,1,1,1,0,20,0,2,5,8,5,9.272857532009198,0,0,6,6,5,11.277398475258089,0,11.2,2.8,-3.66,Dropout
1,17,1,9608,0,1,114.1,1,3,2,0,11,112.0,1,0,0,1,1,0,53,0,5,5,6,0,12.760923350593192,0,0,5,7,0,11.25908823352423,0,14.6,2.6,-0.69,Dropout
1,16,1,9082,1,1,136.1,1,1,1,4,10,116.8,0,0,0,0,1,0,20,0,0,6,15,0,15.164701475121475,7,0,5,7,4,10.993685457528109,8,12.5,1.5,-4.06,Dropout
1,18,1,9126,1,1,137.2,1,36,37,10,10,163.3,0,0,0,1,0,0,17,0,0,6,15,4,9.385171676354453,0,0,6,9,4,12.81794995686351,0,11.0,0.4,1.96,Enrolled
1,18,1,9991,1,1,150.4,1,1,19,6,10,119.9,0,0,0,1,0,0,19,0,0,6,28,5,15.051048798722565,0,0,6,8,5,9.42573250501807,0,9.9,0.4,-1.51,Enrolled
2,2,3,8858,1,1,137.0,1,36,19,7,0,142.0,1,0,1,1,1,0,23,0,0,7,11,5,13.208798246709717,0,3,5,10,0,13.04799377629203,1,13.7,2.9,2.12,Graduate
1,1,1,9106,1,1,155.0,1,18,19,1,11,110.8,0,0,0,1,0,1,19,0,0,8,8,6,13.807472298717105,0,0,6,6,5,12.033227163907972,0,10.9,0.7,0.92,Graduate
1,16,3,9848,1,1,130.7,1,1,18,5,11,112.2,0,0,0,1,0,1,17,0,0,6,7,7,14.975477526741852,0,0,6,8,6,11.964440933864267,0,12.2,1.5,1.37,Graduate
1,5,2,8972,1,39,145.6,1,20,11,4,9,152.3,0,0,1,1,1,0,19,0,0,6,10,5,9.365408823807627,0,0,5,10,2,0.17208488876026196,0,12.8,0.7,-4.06,Dropout
1,1,2,9229,1,1,119.7,1,36,38,7,7,115.7,1,0,0,1,0,1,18,0,0,6,7,6,10.162901423087915,0,0,8,8,7,10.975551436988791,0,12.3,0.5,2.89,Graduate
1,1,1,9100,0,1,126.9,1,1,38,8,8,125.9,1,0,0,1,1,0,17,0,0,7,7,4,11.84005710684259,0,4,6,7,5,10.670221384909565,0,11.3,1.4,-3.94,Enrolled
1,42,3,9189,1,1,130.9,1,1,18,10,6,115.3,0,0,0,1,1,1,18,0,0,6,9,6,9.747485108404783,0,0,6,24,4,16.080393136291793,0,12.2,1.4,0.49,Enrolled
1,53,1,9169,1,1,145.0,62,1,19,9,9,116.3,0,0,0,1,1,0,18,0,0,6,20,5,9.298346574049846,0,1,6,9,6,11.306080322449084,0,8.8,-0.7,-4.06,Enrolled
1,40,3,9368,1,1,119.4,1,1,37,1,3,107.2,0,0,0,1,1,0,30,0,0,7,7,4,14.172139886102425,0,0,6,6,3,13.142014851941898,0,12.4,-0.4,-4.06,Enrolled
1,16,2,9942,1,1,137.4,1,36,18,5,9,109.6,1,0,0,1,0,1,17,1,0,9,7,6,9.521448805147465,0,0,6,16,2,13.925732603078593,0,15.4,-0.3,-4.06,Graduate
1,19,4,9091,1,1,120.6,1,1,18,7,11,122.3,1,0,0,1,0,1,18,0,0,7,7,6,12.90347236321611,0,0,8,7,6,11.772597401303008,0,13.9,3.7,-1.43,Graduate
1,18,1,9262,1,1,117.2,1,37,20,1,7,122.4,1,0,0,1,1,0,29,0,0,5,11,5,14.099526222092702,0,0,5,7,4,14.547182651539488,0,8.9,1.4,1.64,Dropout
1,39,6,9021,1,1,137.9,1,36,19,8,11,105.7,0,0,1,1,0,0,22,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,12.4,0.8,1.37,Dropout
2,40,1,8922,1,1,144.5,1,38,38,6,11,103.8,1,0,1,0,1,0,32,0,0,0,13,0,0.0,0,0,5,4,0,0.6312467074126494,0,14.0,-0.6,-3.19,Dropout
1,17,1,8945,1,1,140.3,1,1,38,9,12,101.3,0,0,0,1,0,0,20,0,0,6,10,5,12.077610461066204,0,0,6,5,6,11.976964913996826,0,11.4,3.7,-4.06,Graduate
1,17,1,8897,1,1,124.3,1,2,18,6,9,157.9,0,0,0,1,0,0,18,0,0,6,8,20,9.766304066951193,0,0,5,7,4,15.730675714961706,0,12.4,1.4,-1.42,Graduate
1,42,1,33,1,1,172.5,1,37,43,3,9,130.8,0,0,0,0,0,0,59,0,0,0,6,2,12.741050098538942,0,0,14,10,4,11.622561929370109,0,12.6,0.8,-3.37,Dropout
1,56,4,9030,1,1,128.7,1,31,20,4,0,150.8,0,0,1,0,1,0,21,0,0,0,0,5,0.34819546821262043,0,0,5,0,0,0.0,0,9.2,-0.7,0.37,Dropout
1,45,3,9022,1,1,154.5,1,36,1,5,7,111.6,1,0,0,1,1,0,18,1,0,6,14,11,10.08283581445043,0,0,6,10,7,13.818124232657112,0,14.3,3.0,2.06,Enrolled
2,37,1,9189,1,18,154.9,1,35,4,4,10,143.3,1,0,0,1,0,0,18,0,0,5,14,6,13.471693359107272,2,1,5,9,4,9.333231951543656,4,7.6,-0.6,1.52,Graduate
1,1,1,8925,1,1,156.3,1,35,18,10,10,126.5,0,0,0,1,0,0,19,0,0,6,7,13,10.1735963393288,0,0,9,9,7,11.85714172190795,0,14.2,1.4,-3.52,Enrolled
1,2,2,9314,1,1,129.1,1,35,1,0,11,95.8,1,0,0,1,1,0,19,0,0,6,14,7,13.67158939722047,0,0,6,18,7,11.829226398143847,0,15.6,0.8,1.97,Graduate
1,37,1,9210,1,1,103.6,1,38,39,0,8,123.9,0,0,0,0,1,0,20,0,0,7,7,5,0.8736984764064601,0,0,5,8,0,0.2918344369846592,0,13.9,-0.5,0.49,Dropout
1,17,1,9561,1,1,154.3,1,35,3,9,1,125.8,1,0,0,1,1,0,18,0,0,6,11,6,14.394625731262272,0,0,6,5,6,12.616818769730301,0,7.6,-0.6,-1.61,Enrolled
1,19,1,9991,1,1,113.5,1,37,36,0,8,98.9,1,0,0,1,0,0,20,0,0,6,7,7,12.257826186604687,0,0,8,9,6,13.513554336277982,0,12.3,0.4,1.8,Graduate
1,17,1,9268,0,1,142.8,1,3,38,0,7,140.4,0,0,0,1,0,1,20,0,0,6,10,6,14.826455791639683,0,0,8,10,6,10.751620544270043,0,9.0,-0.3,0.77,Graduate
1,40,1,9634,1,1,127.6,1,1,19,3,7,125.0,0,0,0,1,1,0,17,0,0,6,10,5,13.306484717210799,0,0,6,10,6,15.140720987560236,0,12.9,-0.6,-1.91,Graduate
1,19,6,9647,1,1,141.3,1,17,37,7,6,126.4,0,0,0,1,0,1,17,0,0,7,7,6,13.56048053742963,0,0,6,17,7,11.046269020996146,0,11.1,0.3,1.49,Graduate
1,19,1,9249,1,1,134.5,1,37,19,0,8,136.1,0,1,0,1,1,0,18,0,0,7,19,5,14.408742538368497,0,0,6,6,7,0.0,0,11.4,1.5,1.82,Enrolled
1,17,3,9338,1,1,138.9,1,1,19,11,8,129.6,1,0,0,1,1,0,17,1,0,5,7,4,12.42629918600636,0,0,7,5,7,12.495126296347058,0,15.0,3.6,2.03,Graduate
1,39,1,9737,1,1,135.2,1,35,36,10,7,138.0,0,0,0,1,1,0,28,0,0,7,7,4,10.502652718285098,0,0,8,11,5,12.99252108468978,0,10.8,2.5,3.19,Enrolled
1,44,1,8956,1,1,118.5,1,1,35,0,11,119.7,0,0,0,1,1,0,29,1,0,6,8,5,12.186595385939542,0,3,5,12,3,12.859369954692184,0,16.2,1.5,-0.87,Graduate
1,18,1,9991,1,1,123.2,1,35,1,10,9,118.8,0,0,0,1,0,1,18,0,0,6,7,5,12.145045251669014,0,0,13,9,4,12.358251266946692,0,12.5,0.7,0.67,Enrolled
1,44,2,8924,1,1,130.2,1,25,1,5,7,122.1,0,0,1,0,0,0,24,0,0,5,14,0,0.384296353218697,0,0,5,9,0,0.32563305379084717,0,9.6,-0.6,0.36,Dropout
1,39,1,33,0,17,137.9,1,19,36,6,11,117.5,0,0,1,1,1,0,39,0,0,5,7,0,0.0,0,0,5,10,0,0.0,0,8.1,1.5,3.45,Dropout
1,18,4,9045,1,1,156.2,1,19,19,3,12,120.1,1,0,0,1,0,0,19,0,0,6,7,6,10.43884952013536,0,0,6,8,4,11.168064244886743,0,12.7,0.5,1.88,Graduate
1,2,1,8860,1,37,131.0,1,35,37,8,8,108.3,0,0,0,0,1,0,25,0,0,5,7,1,0.0,0,0,5,11,1,14.961797769348186,0,8.1,2.8,0.19,Dropout
1,40,1,9135,1,3,154.8,1,35,19,7,11,161.1,0,0,0,1,1,0,22,0,4,5,11,4,16.296781012936627,1,0,5,10,4,12.443021887513737,0,12.4,2.8,0.11,Enrolled
1,1,1,9448,1,2,129.7,1,35,35,7,10,118.0,1,0,0,1,0,1,19,0,0,7,7,6,15.016836506917842,0,0,6,10,2,12.86301402640655,0,14.2,1.5,-0.67,Enrolled
1,2,1,9452,1,1,137.7,1,1,38,5,8,140.1,1,0,0,1,0,0,19,0,0,12,7,5,12.62707373065193,0,0,6,8,7,13.306225549098846,0,7.6,-0.0,1.62,Graduate
1,16,1,9313,1,1,134.2,1,2,3,7,11,137.6,1,0,0,1,1,0,25,0,0,16,8,4,12.116744489042459,0,0,5,5,0,12.458750704636556,0,9.2,-0.7,-0.89,Dropout
1,17,3,9401,1,1,121.4,1,1,36,4,8,116.4,1,0,1,1,1,1,21,0,0,6,6,6,13.929856696140165,0,0,14,6,6,11.382305282746024,0,7.6,0.6,2.08,Graduate
2,39,1,9767,0,1,133.7,1,37,37,9,9,112.8,0,0,0,1,1,0,26,0,0,5,7,11,9.393385699085691,0,2,5,9,4,0.0,0,14.0,1.4,0.25,Graduate
1,1,1,9134,1,1,142.2,1,35,36,1,122,131.1,1,0,0,1,0,1,17,0,1,6,10,6,10.307192630007442,0,0,6,12,3,11.618653358507782,0,10.7,0.7,1.91,Graduate
1,17,1,8936,1,1,156.0,13,36,38,7,6,135.3,1,0,0,1,0,0,19,0,0,8,6,6,10.08745766709924,0,0,6,5,6,13.316110342257563,0,13.9,0.7,1.61,Enrolled
2,39,1,33,1,4,181.3,1,39,37,2,10,111.3,1,0,0,1,1,0,55,0,0,5,13,0,11.484890742801085,0,0,5,14,0,0.0,0,8.9,-0.6,-1.63,Dropout
1,1,2,8994,1,1,136.5,1,38,4,0,3,128.4,0,0,1,1,0,0,35,0,0,9,8,0,14.118921016867574,3,0,8,12,5,9.645954974111529,0,10.7,0.0,-3.95,Enrolled
1,1,3,9169,1,1,137.7,1,2,4,58,7,112.5,1,0,0,1,1,0,22,0,7,6,7,5,10.16054198882604,0,0,6,5,1,15.366761476805689,0,12.8,2.8,1.77,Graduate
1,46,1,9065,1,1,136.5,1,36,20,3,4,105.7,0,0,0,0,1,0,36,0,0,1,6,0,11.414175418078978,0,0,8,12,0,11.717010334216111,0,11.1,2.7,-1.22,Enrolled
1,18,1,9655,0,1,125.6,1,1,2,2,113,100.7,0,0,0,0,1,0,33,0,0,5,1,1,0.0,0,0,5,5,0,0.0,0,7.7,0.8,-2.07,Dropout
1,40,1,8897,1,4,140.1,1,37,39,0,12,142.4,1,0,0,1,0,0,19,0,0,6,18,5,11.430444075397364,0,0,5,8,3,11.579101531903365,4,15.8,1.5,0.63,Graduate
1,18,5,9197,1,1,132.3,1,36,18,0,9,129.1,1,0,0,1,0,1,19,0,0,6,7,6,15.85795413834182,0,0,8,8,6,11.76042519142033,0,11.2,1.5,-1.73,Graduate
4,16,1,9045,1,5,136.4,1,1,20,6,8,132.5,0,0,0,1,0,0,49,0,8,6,16,8,13.273432259815307,0,0,6,12,5,11.305657523409215,0,12.1,0.6,2.1,Dropout
1,40,1,9052,1,1,127.4,1,36,37,8,8,168.1,0,0,1,0,1,0,35,1,0,6,17,4,0.0,1,0,1,14,1,0.16344005284714697,0,9.7,0.9,-3.15,Graduate
1,1,1,9840,1,1,136.1,1,35,19,5,9,112.6,1,0,0,1,1,1,17,0,0,7,10,5,14.554488069676816,0,0,6,9,4,14.213150461143055,0,10.6,3.7,0.85,Enrolled
1,41,1,8902,0,1,137.5,1,30,31,8,11,114.7,0,0,0,1,0,0,36,0,0,5,10,4,0.0,0,2,5,5,0,0.0,0,16.2,0.2,3.36,Dropout
4,50,1,9351,1,1,130.5,1,35,4,10,5,121.6,1,0,0,1,0,0,18,0,0,7,9,6,15.471414417923587,0,0,6,4,4,11.469856852020136,0,10.8,1.3,1.8,Enrolled
2,46,1,8881,0,22,138.1,1,36,38,2,8,102.9,0,0,1,0,1,0,24,0,0,5,14,0,14.24208177133076,0,0,5,11,4,0.7159077105603744,0,9.3,2.9,-3.01,Dropout
1,5,1,9313,0,1,116.2,1,36,36,7,6,95.0,0,0,0,1,1,0,27,0,0,5,7,6,16.497179132357225,0,0,23,4,7,16.09145235751417,0,12.4,1.4,1.0,Dropout
1,1,1,9183,1,1,146.8,1,1,37,9,9,132.4,0,0,0,1,1,1,42,0,4,5,6,5,14.176973909885564,0,5,6,12,6,13.393869779140365,3,14.1,0.8,1.7,Enrolled
1,18,3,9949,1,1,124.5,1,35,20,3,8,126.6,1,0,0,1,1,0,17,0,0,6,6,6,15.859379465473918,0,0,8,7,7,13.374815479351573,0,11.2,0.7,1.56,Graduate
1,1,1,9835,0,1,137.6,1,40,37,1,9,131.2,0,0,1,1,0,0,47,0,5,6,13,5,13.910172609737764,0,0,5,8,6,9.740273926921827,0,16.2,1.5,1.82,Dropout
1,41,2,9030,1,1,139.0,1,1,5,6,11,161.8,0,0,0,1,0,0,19,0,0,8,8,2,11.39946791912784,0,0,7,0,7,10.578483643601933,0,14.8,-0.7,-4.06,Enrolled
1,1,1,8899,1,1,131.1,6,38,18,2,11,123.6,0,1,0,1,0,0,20,0,0,6,8,3,14.998141355558246,0,0,5,8,6,12.217357795727182,0,11.0,0.5,1.97,Graduate
1,17,2,9078,1,4,141.3,23,37,5,5,11,119.3,1,0,1,1,0,0,18,0,4,7,9,12,14.683093502822427,0,0,6,11,5,13.892194202635356,0,7.6,1.5,3.51,Graduate
1,45,1,9941,1,1,129.8,1,1,20,4,5,95.0,0,0,1,0,1,0,20,0,0,5,6,5,13.023904902306448,0,0,5,9,2,0.0,0,12.8,-0.8,1.59,Dropout
1,16,1,9134,1,1,134.0,1,35,19,1,11,123.7,0,0,0,1,0,1,17,0,0,7,10,4,10.779163678952614,0,0,5,10,6,12.874421247596883,0,11.1,0.9,-3.56,Enrolled
1,41,1,9930,1,1,135.5,1,19,20,3,8,120.0,1,0,0,0,1,0,23,0,0,5,6,1,15.628996808811143,0,0,1,9,0,12.174662978134116,0,8.6,-0.5,1.54,Dropout
1,18,1,9600,1,1,131.6,1,18,37,8,12,123.8,0,0,0,1,0,0,27,0,7,5,14,6,10.625404152467917,0,0,8,9,4,14.613381166944318,1,16.1,3.5,1.6,Graduate
2,1,4,9413,1,1,95.0,29,37,1,194,9,148.3,1,0,0,1,1,1,19,0,0,6,8,6,11.028755978733024,0,0,5,5,3,14.344857812932556,0,12.4,1.4,0.19,Graduate
1,45,1,9073,1,17,134.2,1,18,36,7,12,124.1,0,0,0,0,1,0,17,0,0,5,7,0,0.0,5,0,5,11,16,0.0,0,12.7,-0.7,-4.06,Dropout
1,1,1,9305,1,1,177.5,1,3,20,1,8,129.0,1,0,0,1,1,0,21,0,0,6,7,5,12.877006097610256,0,0,5,11,2,11.16400891708938,0,7.6,2.8,0.54,Enrolled
1,38,1,9679,1,20,120.1,1,1,35,3,9,146.4,0,0,1,1,1,0,19,0,0,5,7,0,0.16394862170442334,0,0,9,5,0,0.07615822852326981,0,7.8,-0.7,-1.67,Dropout
1,37,1,8009,1,1,129.9,1,2,4,8,8,117.9,1,0,1,0,1,0,24,0,0,0,0,1,1.019093689097502,0,0,0,0,0,0.0,0,7.6,-0.5,-3.49,Dropout
1,38,1,259,1,1,137.8,1,44,1,88,103,104.1,0,0,1,0,1,0,37,0,0,5,0,0,0.4343364728603,0,0,5,0,0,0.0,0,15.4,-0.1,0.28,Dropout
1,17,4,8965,1,1,117.4,1,19,2,3,8,116.5,1,0,0,1,0,1,19,0,2,6,10,7,10.74180916026164,0,0,6,10,6,16.438665740576464,0,12.2,1.4,1.72,Enrolled
2,38,1,9094,1,1,134.5,1,36,36,6,5,139.7,0,0,0,0,0,0,20,0,0,5,0,0,1.0707738088399528,0,0,5,0,0,0.2615160411593848,2,7.6,-0.6,0.51,Enrolled
1,17,2,9329,1,1,148.4,1,1,3,6,12,124.0,1,0,0,1,0,1,20,1,0,6,6,6,11.277322177603933,0,0,6,9,5,13.731660111536154,0,12.3,3.7,1.62,Graduate
