school_0,school_1,sex_0,sex_1,age,address_0,address_1,famsize_0,famsize_1,Pstatus_0,Pstatus_1,Medu,Fedu,Mjob_0,Mjob_1,Mjob_2,Fjob_0,Fjob_1,Fjob_2,reason_0,reason_1,reason_2,guardian_0,guardian_1,traveltime,studytime,failures,schoolsup_0,schoolsup_1,famsup_0,famsup_1,paid_0,paid_1,activities_0,activities_1,nursery_0,nursery_1,higher_0,higher_1,internet_0,internet_1,romantic_0,romantic_1,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
0,0,1,0,18,0,1,1,1,1,0,4,2,0,1,1,0,0,1,0,1,1,1,0,2,2,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,5,3,4,1,5,5,1,10,0,14
1,1,0,0,17,0,1,0,1,1,0,4,1,1,0,1,0,1,0,1,0,1,0,1,2,1,3,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,4,2,2,1,4,2,0,5,0,6
0,1,1,0,16,0,1,1,0,1,0,3,3,0,1,1,0,1,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,4,5,4,1,2,5,2,14,0,18
0,1,0,1,18,0,1,0,1,1,1,4,2,1,1,0,0,1,1,0,0,0,0,1,1,4,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,4,3,5,1,1,4,3,13,0,14
0,1,0,0,17,0,1,1,0,1,0,4,4,0,0,1,0,1,1,0,0,1,1,1,1,3,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,4,1,5,2,2,2,20,17,0,16
0,1,1,1,18,0,0,0,1,1,0,2,2,0,1,0,0,1,1,0,0,1,0,1,2,2,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,4,4,2,1,2,5,19,11,0,18
0,1,1,0,17,1,0,1,0,1,0,4,2,0,1,0,0,1,0,1,0,0,0,0,1,2,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,4,4,2,2,2,5,1,10,0,12
0,1,1,0,15,1,0,0,1,1,0,3,2,0,1,1,0,1,0,0,0,1,0,1,1,2,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,3,5,3,1,3,1,0,11,0,12
0,1,1,0,16,1,0,0,0,1,0,2,2,1,0,0,0,1,0,1,0,0,1,1,1,3,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,4,4,3,1,1,3,0,7,0,9
0,1,0,1,16,0,1,0,1,1,0,3,1,0,0,1,0,1,1,1,1,0,0,1,2,3,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,5,3,3,2,5,4,36,10,0,16
0,1,0,0,15,0,1,0,1,1,0,4,4,1,0,0,0,0,0,1,0,1,0,1,1,2,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,4,5,5,1,2,5,0,15,0,12
1,1,0,0,16,0,1,1,0,1,0,1,2,1,0,0,0,1,1,0,0,0,1,1,2,3,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,4,2,3,4,4,3,0,11,0,12
0,1,1,0,18,0,1,1,1,1,0,4,4,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,5,2,4,1,1,3,0,11,0,7
0,0,1,0,17,1,0,1,1,1,0,2,3,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,5,5,5,2,5,2,4,8,0,9
0,1,1,1,15,0,1,0,1,1,0,3,4,1,0,0,0,1,0,1,1,0,0,1,2,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,2,3,5,1,2,3,0,10,0,10
0,1,1,1,17,0,1,0,1,1,0,2,1,1,0,1,0,1,1,0,0,1,0,1,1,3,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,4,1,3,1,3,4,6,12,0,13
0,1,1,1,16,0,1,0,1,1,0,1,2,1,0,1,0,0,1,0,1,1,1,1,1,3,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,4,2,4,1,1,1,0,15,0,9
0,1,1,1,16,0,1,0,1,1,0,4,3,0,1,0,0,1,0,1,0,0,0,1,1,2,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,4,3,4,1,2,5,18,15,0,18
0,1,0,1,15,0,1,0,1,1,0,2,3,1,0,0,0,1,0,0,1,0,1,0,2,2,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,5,4,4,1,1,5,6,13,0,15
0,1,1,0,15,0,0,1,1,0,0,3,2,0,0,1,0,0,0,0,0,1,0,1,2,3,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,2,4,4,1,1,4,47,18,0,19
0,1,0,1,17,1,1,0,0,1,0,4,2,1,0,1,0,1,0,0,1,1,0,1,1,2,2,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,4,1,3,2,2,2,1,12,0,18
0,0,1,0,19,0,1,0,1,1,0,2,2,0,1,1,0,1,0,0,0,1,1,1,2,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,3,5,5,1,3,3,3,14,0,14
0,1,0,1,18,0,1,0,1,1,0,2,4,0,1,1,0,1,0,1,0,1,0,0,1,2,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,4,2,3,1,1,3,0,13,0,13
0,1,1,0,18,0,1,0,1,1,0,3,2,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,5,4,5,1,2,2,2,18,0,17
0,1,0,1,18,0,1,0,1,1,0,2,2,1,0,1,0,1,0,0,1,1,0,1,2,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,4,2,4,2,2,2,1,16,0,16
0,1,0,1,18,1,1,0,1,1,0,4,4,0,0,1,0,0,1,1,1,0,0,1,1,3,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,4,4,1,1,5,3,11,14,0,16
0,1,0,1,18,0,1,0,1,1,0,2,3,0,1,1,0,1,0,0,0,1,0,1,1,2,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,5,3,3,2,4,5,1,7,0,7
0,1,0,1,15,0,1,0,1,1,0,1,3,1,0,0,0,0,1,0,1,0,1,1,1,2,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,4,3,5,1,1,1,0,8,0,7
0,1,0,1,17,0,1,0,1,0,0,3,3,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,4,3,3,1,1,1,3,14,0,15
0,1,0,1,19,0,1,0,1,1,0,4,2,0,0,0,0,1,1,0,0,1,1,1,1,2,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,4,1,1,1,1,5,8,8,0,13
1,1,0,1,16,0,1,0,1,1,0,1,2,1,0,0,0,1,0,1,0,1,1,1,4,3,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,5,2,3,1,3,5,10,14,0,15
0,1,0,1,19,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,2,2,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,5,3,3,2,1,5,1,8,0,8
0,1,1,0,18,0,0,1,0,1,0,3,1,0,1,0,0,1,0,0,0,0,1,1,1,1,3,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,4,3,2,2,4,4,7,16,0,14
0,1,0,1,16,1,1,0,1,1,0,2,2,0,0,1,0,1,0,0,0,0,1,0,1,2,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,3,3,4,2,2,4,1,11,0,11
0,1,0,1,15,0,1,0,1,1,0,3,1,0,0,0,0,1,0,0,1,1,1,1,2,2,3,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,4,5,3,1,1,5,0,11,0,11
0,1,1,0,16,0,1,1,1,1,0,3,3,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,3,2,4,5,2,5,1,18,0,17
0,1,1,0,18,1,0,0,1,1,0,2,3,0,0,1,0,1,1,0,1,1,0,0,1,2,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,4,3,3,1,5,1,0,5,0,6
1,0,1,1,15,1,0,0,1,1,0,2,1,0,0,1,0,1,0,0,0,1,0,1,2,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,3,2,5,2,1,3,0,5,0,4
0,0,0,1,18,0,1,0,1,1,0,2,2,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,5,4,2,3,5,2,0,10,0,11
0,1,1,0,15,0,1,1,0,0,1,4,1,1,0,0,0,1,1,0,1,1,1,0,2,2,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,4,3,2,1,3,5,1,8,0,8
0,1,0,0,19,0,1,1,1,1,1,1,2,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,4,4,5,1,1,5,6,11,0,15
0,1,1,1,18,1,0,0,1,1,1,2,4,1,0,1,0,1,1,1,0,1,0,1,1,4,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,5,2,3,3,4,3,3,10,0,12
0,1,0,1,17,0,1,1,1,1,0,4,4,0,0,0,0,1,0,0,1,1,1,0,2,2,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,4,3,4,1,5,4,3,12,0,8
0,1,1,0,19,0,1,0,1,1,0,2,2,0,1,1,0,0,0,0,1,0,1,1,1,3,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,4,1,4,1,1,4,1,14,0,13
0,1,0,1,16,0,1,0,1,1,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,2,3,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,4,4,3,2,3,5,14,11,0,15
0,1,0,1,19,0,1,1,0,1,0,0,3,0,0,0,0,1,1,1,1,0,0,1,2,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,3,4,5,1,1,3,0,5,0,9
0,1,1,0,18,1,0,1,0,0,0,1,2,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,3,2,3,1,1,5,1,18,0,18
0,1,0,1,16,0,1,0,1,1,0,1,2,1,0,1,0,1,0,0,1,1,0,1,1,2,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,4,3,3,2,5,5,5,9,0,13
1,0,0,1,16,1,0,0,1,1,0,2,4,1,0,1,0,0,0,1,0,0,0,1,1,2,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,4,3,4,1,2,5,0,7,0,11
1,1,1,0,16,0,1,0,1,1,0,3,2,1,0,1,0,1,0,0,1,1,0,1,2,3,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,4,4,1,1,1,2,0,9,0,11
0,1,0,1,16,0,1,1,0,1,1,2,3,0,1,0,0,1,0,1,0,0,0,1,1,2,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,3,3,3,1,3,5,7,7,0,14
0,1,1,0,18,1,0,0,1,1,0,2,4,0,0,1,0,1,0,0,1,0,0,1,1,3,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,4,2,3,1,4,3,0,8,0,12
1,1,1,1,17,1,1,0,1,1,0,1,2,1,0,0,0,1,1,0,0,1,0,0,2,3,2,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,5,3,3,1,3,1,0,10,0,5
0,1,0,0,15,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,2,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,5,2,2,2,2,5,0,11,0,10
0,1,1,0,16,1,0,1,1,1,0,3,2,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,3,5,2,4,5,4,0,19,0,18
0,1,1,0,17,0,0,0,1,1,0,2,1,0,0,1,0,1,1,0,0,1,1,1,1,2,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,3,2,4,1,1,2,9,15,0,14
0,1,0,1,17,0,1,1,0,0,1,1,3,1,0,0,0,0,1,0,0,1,0,1,2,2,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,5,4,4,2,1,5,1,12,0,11
0,1,1,1,17,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,2,2,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,4,4,4,1,1,3,0,8,0,11
0,1,1,0,16,0,1,1,0,1,0,3,4,1,0,0,0,1,1,0,0,0,0,1,1,4,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,5,5,5,1,3,4,4,19,0,17
1,0,1,0,15,0,1,0,1,1,1,2,1,0,1,1,0,1,1,1,1,1,0,0,2,2,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,4,3,2,1,1,3,0,12,0,9
0,1,1,0,15,0,1,1,0,0,0,4,3,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,5,2,4,1,2,5,3,12,0,14
0,1,0,1,17,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,4,3,3,1,1,5,0,6,0,8
0,1,1,0,17,1,0,0,1,1,0,3,1,0,1,1,0,1,0,0,0,0,0,1,2,2,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,4,2,4,1,1,4,1,6,0,8
0,1,1,0,16,0,1,0,0,0,1,4,4,0,0,1,0,0,0,0,0,1,0,1,4,2,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,5,2,3,3,4,5,32,8,0,13
0,1,1,0,17,0,1,0,1,1,0,2,4,1,0,0,0,1,0,0,1,1,0,1,1,2,3,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,4,4,2,1,4,1,1,7,0,5
0,1,0,1,17,1,1,0,1,1,0,4,3,1,1,1,0,0,0,0,1,0,1,0,1,2,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,4,2,1,1,3,5,2,8,0,10
0,1,0,1,17,0,1,0,0,0,0,4,2,1,0,0,0,1,1,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,4,2,3,2,1,1,7,11,0,16
0,1,0,1,18,0,1,0,1,1,0,3,2,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,3,3,1,1,5,1,13,0,10
0,1,1,0,15,0,1,0,1,1,0,2,1,1,0,1,0,1,0,0,0,1,0,1,1,3,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,4,3,3,1,1,5,0,16,0,14
0,1,0,0,18,0,1,0,1,1,0,3,3,1,0,0,0,1,1,0,1,1,1,1,2,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,5,4,3,1,1,3,0,10,0,9
0,1,0,1,16,0,1,1,1,1,0,2,4,1,0,1,0,1,0,0,1,1,0,1,1,3,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,4,2,2,1,1,3,1,13,0,15
0,1,0,1,17,0,1,0,1,1,0,4,1,1,1,1,0,1,1,0,0,1,0,1,1,2,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,4,5,3,3,2,5,0,9,0,11
0,1,1,0,17,0,1,1,0,1,0,4,4,0,0,0,0,1,1,0,1,1,0,1,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,5,3,4,2,4,3,5,14,0,13
0,1,1,1,16,0,1,0,1,1,0,1,3,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,3,4,4,1,3,3,1,7,0,8
0,1,0,1,16,0,0,0,1,1,0,2,2,0,1,1,0,1,1,0,1,1,0,1,1,4,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,5,3,5,1,1,5,2,16,0,15
0,1,0,1,18,1,0,0,1,1,0,2,2,1,0,1,0,1,0,0,0,0,0,1,1,2,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,4,4,2,1,2,2,0,7,0,10
1,1,0,0,17,0,1,0,1,0,0,4,2,1,0,1,0,1,1,0,1,1,0,1,1,2,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,4,2,4,1,1,5,0,6,0,8
0,1,0,0,15,0,1,1,1,1,0,3,4,0,0,0,0,1,0,0,0,1,0,0,3,4,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,3,3,3,1,4,2,0,11,0,9
0,0,1,0,18,1,0,0,1,0,0,3,3,0,0,1,0,1,0,1,0,0,0,1,2,1,3,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,3,3,4,1,3,5,8,8,0,10
0,0,1,0,15,0,1,0,1,1,0,2,3,0,0,0,0,1,0,0,1,1,0,0,2,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,4,2,2,1,1,5,0,17,0,14
0,1,0,0,17,0,1,1,1,1,0,4,3,0,0,0,0,1,1,0,0,0,1,0,2,2,3,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,3,3,2,1,1,4,0,12,0,9
1,0,0,1,18,0,1,0,1,1,0,4,4,1,0,1,1,1,0,0,0,1,0,1,2,4,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,3,3,5,1,2,5,1,10,0,12
0,1,1,1,15,0,0,0,1,1,0,2,4,0,0,1,0,0,0,1,0,0,0,1,1,2,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,4,4,3,1,3,1,9,15,0,12
0,1,1,0,18,0,0,0,1,1,0,4,2,0,0,1,0,1,1,0,0,0,1,1,1,2,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,3,1,5,1,2,1,32,11,0,13
0,1,1,1,16,0,1,1,0,1,0,2,1,1,0,0,0,0,1,0,0,1,0,1,3,2,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,3,5,4,2,1,1,0,9,0,12
0,0,0,0,15,1,1,0,1,1,0,3,1,0,0,1,0,1,0,0,1,0,0,1,3,2,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,4,3,5,1,4,1,0,10,0,16
0,0,1,1,17,1,0,1,0,1,0,4,1,0,1,1,0,1,0,0,1,1,0,0,1,2,3,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,5,2,5,1,2,4,0,10,0,11
0,1,0,1,16,0,1,0,1,1,0,2,1,1,1,1,0,0,0,1,0,1,0,1,1,3,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,4,3,2,1,1,5,0,13,0,11
0,0,1,1,17,0,1,1,1,1,0,1,3,1,0,1,0,1,0,0,0,0,1,1,1,2,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,4,4,1,2,1,3,0,16,0,12
0,1,0,0,16,1,1,0,1,1,0,3,1,0,1,0,0,1,0,1,0,1,1,0,2,4,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,3,4,1,3,5,0,18,0,14
0,1,0,1,20,1,1,0,1,1,0,1,2,0,1,1,0,1,1,1,1,0,1,0,2,2,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,3,3,5,2,3,3,0,8,0,8
0,1,1,0,17,1,1,0,1,1,0,1,2,0,0,1,0,1,0,0,0,1,0,1,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,4,3,4,1,4,3,43,10,0,10
0,1,1,0,15,0,1,0,1,1,0,4,2,1,0,1,0,1,0,1,0,0,1,0,1,3,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,4,5,4,3,1,4,1,13,0,14
0,1,1,0,15,0,1,1,1,1,0,4,3,1,0,1,0,1,0,0,1,1,1,0,2,2,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,4,2,3,1,1,2,1,16,0,15
0,1,1,1,16,0,1,0,1,1,0,1,2,0,1,1,0,1,1,1,0,1,0,1,1,3,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,5,3,4,1,4,5,1,7,0,7
0,1,0,1,16,0,1,0,0,1,0,4,1,0,1,0,0,1,0,0,0,1,1,1,2,2,2,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,4,3,3,1,5,3,0,7,0,7
1,0,1,1,17,0,1,1,1,1,0,1,4,1,1,1,0,1,0,0,0,1,0,1,1,2,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,4,3,4,2,4,3,0,15,0,14
0,1,1,0,15,0,1,1,1,1,0,4,2,0,1,1,0,1,1,0,1,1,1,0,2,3,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,3,2,4,2,5,5,5,16,0,16
0,1,0,1,18,0,1,0,0,1,0,3,3,0,0,0,0,1,1,0,0,0,0,1,2,2,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,4,2,3,1,1,5,0,11,0,8
0,1,1,1,17,0,1,1,1,1,0,4,4,1,1,0,0,1,0,0,0,1,0,1,1,2,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,2,3,3,2,1,5,2,14,0,10
0,1,1,0,19,0,1,0,1,1,0,1,2,1,1,1,0,1,0,1,0,0,0,1,2,1,3,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,5,3,5,1,3,5,12,11,0,12
0,1,0,1,15,0,1,0,1,1,0,1,3,0,1,1,0,0,0,0,1,1,0,1,1,2,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,4,5,5,1,3,3,3,7,0,11
0,1,1,0,18,0,0,0,1,1,0,2,1,1,1,0,0,1,1,0,0,1,0,1,2,4,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,4,3,2,1,1,1,0,10,0,7
1,1,0,1,17,0,1,0,1,1,1,1,4,0,0,0,0,1,1,0,0,0,1,1,3,3,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,5,3,4,3,4,1,2,12,0,11
1,1,1,0,15,0,1,1,0,1,0,4,4,1,0,1,0,1,1,0,1,1,0,1,1,3,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,5,4,1,2,4,5,0,6,0,6
0,1,0,1,18,0,0,1,1,1,0,4,1,1,1,1,0,0,0,0,1,1,0,1,4,2,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,5,3,2,1,3,1,4,12,0,12
0,0,0,0,16,0,1,0,1,1,0,3,2,0,0,1,0,1,0,1,1,1,0,1,2,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,3,4,3,1,1,3,7,13,0,15
0,1,0,1,17,0,1,0,1,1,0,4,1,0,1,1,0,1,0,1,0,0,0,1,1,3,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,4,5,3,1,1,4,1,14,0,14
0,1,0,1,17,0,0,0,1,1,0,4,4,1,0,0,0,0,1,0,0,1,1,1,1,2,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,5,2,1,1,1,4,1,10,0,10
