school_0,school_1,sex_0,sex_1,age,address_0,address_1,famsize_0,famsize_1,Pstatus_0,Pstatus_1,Medu,Fedu,Mjob_0,Mjob_1,Mjob_2,Fjob_0,Fjob_1,Fjob_2,reason_0,reason_1,reason_2,guardian_0,guardian_1,traveltime,studytime,failures,schoolsup_0,schoolsup_1,famsup_0,famsup_1,paid_0,paid_1,activities_0,activities_1,nursery_0,nursery_1,higher_0,higher_1,internet_0,internet_1,romantic_0,romantic_1,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
0,1,0,1,16,0,1,0,1,1,0,4,2,0,1,0,0,1,0,0,1,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,4,4,1,4,1,0,4,6,16
0,0,0,1,15,0,1,0,1,1,0,2,1,0,1,1,0,1,0,0,1,1,0,1,1,2,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,4,4,2,1,3,5,4,7,14,20
0,1,0,1,17,0,1,0,1,1,0,4,1,0,0,1,0,1,0,1,1,0,0,1,1,4,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,5,5,2,3,1,1,0,3,14,20
1,1,0,1,16,0,1,0,1,1,0,2,2,1,1,1,0,1,1,0,1,1,1,1,3,2,3,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,5,4,4,2,2,5,0,4,14,15
0,1,0,0,15,0,0,0,1,1,0,2,1,0,1,1,0,1,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,4,4,3,2,2,3,1,12,13,18
0,1,0,0,18,0,1,0,1,1,0,3,2,1,0,0,1,1,0,0,1,1,0,1,2,4,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,5,4,5,2,1,3,0,7,13,0
0,1,0,0,15,0,1,1,1,1,0,3,1,1,0,1,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,5,1,3,1,5,1,2,13,13,12
1,1,0,1,16,1,1,0,1,1,0,4,3,0,0,1,0,1,1,0,0,0,0,1,2,4,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,2,2,3,1,4,3,2,15,12,10
1,1,0,0,15,1,0,0,1,1,0,2,2,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,5,4,4,1,1,4,0,8,16,10
1,1,1,1,17,0,1,0,0,1,0,3,1,0,0,1,0,1,1,0,0,1,0,1,1,2,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,4,4,2,1,3,3,0,3,15,7
0,0,0,1,17,1,0,1,1,0,0,4,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,4,2,2,4,3,5,0,10,13,20
0,1,0,1,15,0,1,1,1,1,0,4,4,1,0,0,1,0,1,1,1,1,0,1,1,1,3,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,4,4,2,2,1,1,0,8,17,12
0,1,0,1,16,0,1,1,1,1,0,3,2,0,0,1,0,1,0,1,1,1,0,0,1,2,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,4,2,1,4,3,0,11,14,16
0,0,0,1,16,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,2,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,5,3,3,3,4,3,0,8,19,10
0,1,0,1,17,0,1,0,1,1,0,4,1,0,0,0,0,1,1,1,1,1,0,1,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,4,3,1,1,3,1,1,5,9,7
0,1,0,1,16,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,3,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,5,3,4,1,2,3,0,8,17,16
1,1,1,1,18,0,1,0,1,1,0,4,1,0,0,1,0,1,1,0,1,1,1,1,2,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,3,2,4,2,3,3,1,10,19,17
0,0,0,1,16,1,0,0,1,1,0,2,1,1,1,1,0,1,0,0,0,0,0,0,1,3,3,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,5,4,3,1,3,1,0,4,9,13
1,1,0,0,15,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,3,2,3,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,3,1,3,1,3,5,0,11,9,12
0,0,0,1,17,1,0,0,1,1,0,4,4,0,1,0,1,1,1,1,0,0,0,1,4,2,3,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,4,5,1,4,3,4,0,3,11,11
0,1,0,1,17,0,1,0,0,1,0,3,3,1,1,0,0,0,0,1,1,1,0,1,1,4,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,4,4,4,3,2,2,2,14,14,16
0,1,0,0,17,0,1,1,1,1,0,2,2,0,1,0,0,1,0,0,1,1,0,1,2,2,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,4,4,1,1,5,1,2,4,18,16
0,1,0,0,17,1,0,0,1,1,0,2,2,1,0,1,0,1,0,0,0,0,0,1,2,2,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,4,3,3,1,3,3,0,10,8,12
1,1,0,0,15,1,0,0,1,1,1,4,2,1,1,0,0,1,1,1,1,1,0,1,2,3,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,3,5,4,1,2,2,0,5,0,8
0,0,0,1,16,1,1,0,1,1,0,4,4,1,0,0,0,1,0,0,1,1,1,1,1,2,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,5,2,2,1,3,3,0,11,15,16
0,1,1,0,16,1,1,0,1,1,0,2,4,1,1,1,0,1,1,1,1,1,1,1,1,2,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,4,5,5,1,5,2,2,10,12,16
1,0,1,1,19,1,0,1,0,1,0,4,4,1,0,1,0,0,0,1,1,1,0,1,1,2,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,2,3,3,1,1,2,0,8,19,13
0,1,0,1,15,0,1,0,0,1,0,1,4,0,0,0,0,1,0,1,0,0,0,1,2,2,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,5,1,3,3,1,5,0,9,14,10
0,1,0,0,17,0,1,1,1,1,0,2,4,1,1,1,0,1,1,0,1,0,0,1,2,2,2,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,5,3,4,1,4,4,0,5,10,16
0,1,1,1,15,0,0,0,1,1,0,2,2,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,3,2,2,2,3,5,0,5,18,15
0,1,0,0,15,0,0,0,1,0,0,3,4,1,1,1,0,1,0,0,0,1,0,1,1,2,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,3,4,3,2,2,4,0,11,15,20
0,1,0,1,15,1,1,0,0,1,0,1,4,1,0,1,0,1,1,0,1,1,0,1,2,2,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,5,4,4,2,2,3,0,10,9,14
0,1,0,0,19,0,1,0,1,1,0,3,1,0,1,1,0,1,1,1,1,1,0,1,1,2,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,3,2,1,1,1,5,3,11,15,11
0,1,0,1,17,1,1,0,1,1,0,3,4,1,1,0,0,1,1,0,0,0,0,1,1,2,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,2,4,5,1,4,5,29,3,19,7
0,1,0,1,16,1,0,0,1,1,0,1,4,0,0,0,0,1,0,1,0,0,0,0,2,1,2,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,4,5,3,2,5,3,2,5,1,17
0,1,0,1,15,0,1,0,1,0,0,4,4,0,1,1,0,1,1,1,0,0,1,1,4,3,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,4,4,4,1,4,3,0,9,18,13
0,1,0,0,16,0,1,0,1,1,0,2,1,1,1,1,1,1,1,0,0,0,0,1,1,3,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,2,2,5,2,2,2,0,5,16,7
1,1,1,1,15,0,1,1,1,1,1,3,1,1,1,0,1,1,1,0,1,0,0,1,1,2,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,5,4,4,2,2,4,1,6,19,14
1,1,1,1,16,0,1,0,0,1,0,4,4,0,1,0,1,1,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,4,4,2,1,2,3,0,7,18,14
0,1,0,1,16,0,1,0,0,1,0,4,2,0,0,1,0,1,0,0,0,0,0,1,2,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4,3,1,3,1,5,1,10,14,11
0,1,0,0,15,1,1,0,1,1,0,3,2,0,0,1,0,1,0,0,1,1,0,1,2,3,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,5,2,3,3,5,3,1,11,1,11
0,1,0,1,16,1,1,0,1,1,0,4,2,0,0,1,0,1,0,1,1,0,0,1,1,3,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,5,3,2,2,4,4,0,5,16,10
0,1,0,1,18,0,1,1,1,0,0,2,4,1,0,0,0,0,0,0,1,1,0,0,1,2,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,5,1,2,2,1,3,0,4,12,20
0,0,0,0,16,0,1,0,1,1,0,4,2,1,0,1,0,1,0,1,0,1,1,1,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,5,5,2,1,1,5,0,7,16,16
0,1,1,1,16,0,1,0,1,1,0,2,3,0,1,0,0,1,1,0,1,1,0,1,1,2,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,4,4,3,2,1,3,1,3,10,19
0,1,0,1,16,1,1,0,0,1,0,1,2,0,1,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,5,3,5,3,1,4,3,6,9,13
0,1,0,1,15,1,0,1,1,1,0,2,4,1,0,0,1,1,1,1,0,1,0,1,2,2,2,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,4,2,2,2,1,1,0,9,11,10
0,1,1,0,15,0,1,0,1,1,0,3,1,1,1,0,0,1,1,0,1,1,0,1,1,2,3,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,4,2,5,1,1,5,0,4,8,11
0,0,0,1,19,0,0,0,1,1,0,3,2,0,1,1,0,1,0,0,1,0,1,0,1,2,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,5,3,2,2,4,5,0,7,12,15
0,1,0,1,15,1,1,1,1,1,0,2,3,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,2,2,1,1,4,0,12,19,11
0,1,1,0,16,0,1,1,1,1,0,2,2,0,1,1,0,1,1,0,1,1,0,1,2,2,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,4,5,3,1,2,5,0,7,9,15
0,1,0,1,19,0,1,0,0,1,0,4,2,1,1,1,0,1,0,0,0,0,0,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,3,3,5,1,5,5,8,4,14,13
0,0,0,1,17,1,0,0,1,1,0,4,3,0,1,0,1,1,1,0,1,1,0,1,1,2,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,5,1,5,1,2,2,7,5,11,15
1,1,1,0,18,1,0,0,0,1,0,3,4,1,1,1,0,1,0,0,0,1,1,1,1,2,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,4,1,3,3,5,3,1,3,14,20
0,0,1,0,18,1,1,1,0,1,0,4,4,1,1,1,0,1,1,0,0,1,1,1,1,2,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,5,4,1,2,4,1,8,8,13,12
0,1,0,1,18,0,1,0,1,0,0,3,4,1,1,1,0,1,1,1,0,1,1,1,1,2,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,4,5,4,1,3,5,0,9,16,12
0,1,0,1,18,1,1,0,0,1,0,3,2,1,0,0,0,1,1,0,0,1,1,1,1,2,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,5,1,4,3,1,5,0,7,13,14
0,1,1,0,15,0,1,0,1,1,0,1,4,0,1,0,0,1,0,0,0,1,0,1,2,2,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,5,2,3,1,2,1,0,4,13,14
1,1,0,1,17,0,1,0,1,1,0,4,2,0,1,0,0,1,1,0,0,0,1,1,2,2,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,5,3,3,2,2,3,5,8,19,14
0,1,1,1,15,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,3,4,1,1,5,5,3,7,14
0,1,0,0,18,0,1,0,0,1,0,4,1,0,1,0,1,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,3,3,4,2,2,4,2,4,3,16
0,0,1,1,17,0,1,0,1,1,0,2,3,1,1,0,0,1,0,1,1,0,1,1,1,2,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,2,4,3,1,1,3,10,6,9,15
0,1,1,0,15,0,1,0,0,1,0,4,2,0,0,0,0,1,0,0,0,1,0,1,2,2,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,4,1,4,1,1,3,2,4,18,20
1,0,1,1,17,0,1,0,1,0,1,1,3,1,0,1,0,1,1,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,5,4,2,3,4,5,0,4,19,13
0,1,0,0,15,0,1,0,1,1,0,4,2,1,0,0,0,1,0,0,1,0,0,0,4,2,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,3,1,3,2,4,5,2,11,18,17
1,1,0,0,15,0,1,0,1,1,0,2,1,1,0,1,0,1,0,0,1,0,0,1,1,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,5,3,5,1,4,5,0,7,8,8
0,0,0,1,17,1,0,0,1,1,0,2,1,0,0,0,0,1,0,1,0,1,1,1,2,2,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,4,2,2,2,4,4,0,6,18,12
0,1,0,1,17,0,1,0,1,1,0,3,4,0,0,1,0,1,1,1,1,1,0,1,2,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,4,2,3,1,2,5,0,6,18,3
0,1,1,1,18,0,1,0,1,1,1,3,1,0,0,0,0,1,0,0,1,1,0,1,1,3,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,4,3,3,1,3,4,4,14,13,17
1,1,0,0,15,1,1,0,1,1,1,2,1,1,1,1,0,1,0,0,1,1,0,1,2,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,5,2,2,2,4,3,0,14,19,12
0,1,0,1,15,0,1,0,1,1,0,3,1,1,0,1,0,1,1,0,0,0,1,1,1,4,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,4,3,4,1,3,1,3,10,19,9
0,1,0,0,15,0,1,0,1,1,0,2,1,1,1,1,0,1,0,1,0,1,1,1,1,2,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,4,4,2,1,4,3,0,6,6,11
0,1,0,1,15,1,0,0,0,1,0,4,3,1,0,1,0,1,1,1,1,1,0,0,2,2,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,5,4,3,1,3,3,0,9,18,11
1,1,0,1,17,0,1,0,1,1,0,1,2,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,5,2,2,1,2,1,2,3,10,15
0,1,0,1,15,0,1,0,0,1,0,4,4,0,1,1,1,0,1,0,0,1,0,1,2,3,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,4,2,1,1,1,0,6,14,17
1,1,0,1,15,0,1,0,0,1,0,3,4,1,1,1,0,1,1,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,3,3,1,1,5,2,4,3,13,7
0,0,1,1,15,1,0,0,1,1,0,1,4,0,0,1,0,1,1,0,1,1,0,1,1,3,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,4,5,2,1,4,5,0,15,13,16
0,1,1,1,15,1,1,1,0,1,0,1,2,0,0,1,0,1,0,1,0,1,0,1,2,2,3,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,4,3,3,3,2,5,7,6,17,13
0,1,0,1,15,1,0,0,1,1,0,4,1,0,1,0,0,1,1,1,0,1,0,1,2,2,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,3,3,4,1,2,3,0,8,14,14
1,0,0,1,15,1,1,0,0,1,0,4,3,1,1,1,0,1,0,0,0,1,0,1,2,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,5,4,4,3,3,3,0,15,19,17
0,1,0,1,15,0,1,0,1,0,0,4,3,1,1,0,0,1,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,4,3,1,1,2,2,4,17,17
0,1,0,0,16,0,0,0,0,1,0,4,2,1,1,0,0,1,1,0,0,0,0,1,2,3,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,4,4,2,2,2,3,0,4,9,6
0,1,1,1,17,0,0,0,1,1,1,4,3,0,1,0,0,1,0,0,1,1,0,0,2,2,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,4,3,3,1,1,2,0,9,8,20
0,1,0,1,15,0,0,1,0,1,0,2,2,1,0,1,0,1,0,0,0,1,1,1,2,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,3,5,2,1,1,6,7,13,14
0,1,0,1,16,1,1,0,1,0,0,4,4,0,0,0,0,1,1,0,0,0,0,1,2,2,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,5,2,3,1,3,2,0,14,19,14
0,1,0,1,16,1,1,1,1,1,0,1,3,1,1,1,0,1,0,0,1,0,0,1,2,2,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,4,2,5,1,2,3,2,8,6,17
0,0,1,0,17,0,1,0,0,1,0,3,1,0,0,1,0,1,1,0,1,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,4,1,5,1,5,3,0,9,19,17
0,0,1,0,18,0,1,1,1,1,1,4,1,1,1,0,0,1,0,0,1,1,1,1,2,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,4,5,2,1,1,5,8,9,11,15
1,1,0,1,18,0,1,0,1,0,0,1,4,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,5,4,3,1,2,3,14,8,14,16
0,1,0,0,19,0,1,0,1,0,0,2,4,0,1,1,0,1,0,0,0,1,0,1,2,4,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,4,3,4,2,2,1,7,5,10,12
0,1,1,1,18,0,1,0,1,1,0,4,3,0,1,0,0,1,1,0,0,1,0,1,1,2,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,4,3,4,1,1,1,0,5,15,12
0,1,0,0,19,1,1,0,1,1,0,3,1,1,1,1,0,1,1,0,1,0,1,1,2,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,4,4,2,2,1,5,0,7,13,12
0,1,1,1,19,1,1,0,0,1,0,3,1,1,1,0,0,0,0,0,1,1,0,1,2,2,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,5,2,4,1,3,2,0,4,14,10
0,0,1,1,16,0,0,0,1,1,0,2,4,0,1,1,0,1,0,0,1,0,0,1,2,2,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,4,3,5,2,2,3,1,11,8,20
0,1,0,1,19,1,1,0,1,1,1,2,1,0,0,0,0,1,0,0,1,1,0,0,1,3,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,5,2,3,2,2,3,1,9,9,18
0,0,1,1,18,1,1,0,1,1,0,4,2,0,1,0,0,1,1,0,0,1,1,1,2,2,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,4,5,2,2,4,4,0,4,5,3
1,0,0,0,18,0,1,0,1,1,0,4,4,0,1,0,0,1,1,0,0,1,1,1,1,2,3,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,3,3,4,3,1,3,0,13,8,16
1,1,0,0,17,0,0,1,1,1,0,3,2,0,1,1,1,1,0,0,1,1,0,1,1,3,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,5,5,3,1,3,5,0,3,15,14
0,1,1,1,18,0,1,0,1,1,0,4,3,0,1,0,0,1,0,0,1,1,0,1,2,2,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,4,2,3,1,3,3,0,6,7,10
0,1,1,1,15,1,1,0,1,1,0,4,3,0,1,1,0,1,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,5,3,3,1,3,2,0,9,11,18
0,0,1,1,15,1,0,0,1,0,0,2,1,1,1,0,0,1,0,0,1,1,0,1,1,3,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,4,3,2,1,5,3,0,7,15,16
0,0,0,1,17,1,1,1,0,1,0,2,2,1,1,1,0,1,1,0,1,1,0,1,2,2,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,4,3,4,1,1,5,0,3,15,15
0,0,0,1,19,1,1,1,1,1,0,3,2,1,1,0,0,1,1,1,0,1,0,1,1,2,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,3,4,3,1,1,3,2,10,17,9
1,1,0,1,18,1,1,1,0,1,0,2,4,0,1,0,0,1,1,1,1,1,0,0,1,3,3,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,4,3,4,1,1,3,0,6,19,13
0,0,0,1,17,0,1,0,1,1,1,4,2,1,0,0,0,1,1,0,1,1,1,1,2,2,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,3,2,1,1,2,3,0,6,9,15
0,1,0,1,17,1,0,0,0,1,0,1,4,1,1,0,0,1,0,0,0,0,0,1,2,3,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,4,3,3,2,4,5,0,4,10,18
0,1,0,1,17,1,1,0,0,1,0,4,1,0,1,0,0,1,0,0,1,0,0,1,1,3,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,5,3,4,2,1,4,0,5,19,15
0,1,0,0,15,0,1,0,1,1,0,4,1,1,1,0,0,1,1,0,0,1,0,1,1,2,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,5,4,5,1,3,5,0,9,19,0
0,0,0,1,17,0,1,1,0,1,0,4,4,1,1,1,0,1,0,1,1,1,0,1,1,4,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,5,4,2,1,2,5,0,5,8,14
0,0,1,0,15,0,1,0,1,1,0,1,3,1,1,0,0,1,1,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,3,5,5,2,1,3,9,1,11
0,1,0,1,17,0,1,0,0,0,1,3,1,0,0,1,0,1,1,0,0,0,1,1,1,2,3,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,4,4,3,2,3,3,0,6,8,8
