Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,53,1,9522,1,1,163.8,2,37,24,2,1,155.3,0,0,0,1,0,0,18,1,0,6,11,4,16.618798510842655,0,1,6,20,0,6.445476210612165,0,14.9,0.7,-1.15,Dropout
1,3,1,7834,1,1,158.9,81,7,19,4,6,161.7,1,0,0,1,1,1,18,0,0,5,5,2,5.439867522912288,0,1,5,4,3,15.498073397389115,0,15.5,1.0,-2.62,Graduate
1,56,1,9451,1,2,139.0,9,44,19,12,15,150.7,1,0,1,1,0,0,18,0,0,11,9,5,16.351310349037345,0,9,10,7,1,9.863025697276342,0,9.2,-0.5,-2.21,Graduate
1,57,1,9610,1,3,104.1,16,3,39,3,3,152.8,0,0,0,1,0,0,22,0,0,8,14,7,18.597963637700353,0,5,7,27,10,18.571428571428573,0,10.5,-0.5,0.6,Dropout
1,20,1,8426,1,1,130.8,67,17,2,12,41,150.7,1,0,0,1,0,1,19,0,0,7,7,0,0.13235937836908626,0,1,7,12,0,4.95081199921196,0,15.2,0.8,-1.87,Enrolled
1,43,3,7879,1,1,139.5,88,43,43,5,18,159.8,0,0,0,1,0,0,19,0,0,8,13,3,8.149482247451138,0,10,9,4,3,16.27163353607389,0,13.1,3.4,2.98,Graduate
1,32,4,6544,1,1,123.0,52,40,10,1,2,158.5,0,0,0,1,0,0,18,0,0,3,1,1,0.7423947554652873,0,2,3,2,3,16.81701734898915,0,8.9,1.5,3.48,Graduate
2,50,1,9801,1,1,116.0,24,23,9,23,18,157.6,1,0,0,1,0,1,21,0,0,8,13,6,18.535923322147532,0,9,8,30,8,18.571428571428573,0,9.7,-0.3,-3.3,Graduate
1,5,1,7017,1,1,151.8,98,15,24,24,43,156.0,0,0,0,1,1,0,18,0,0,5,7,1,5.544024752745746,0,1,5,14,2,15.281751321540845,0,12.6,1.1,1.18,Graduate
1,3,3,2886,1,1,131.0,16,44,19,2,5,154.5,1,0,0,1,1,0,19,0,0,3,6,0,0.008380177696115635,0,4,2,1,0,5.31565311998987,0,9.4,-0.5,1.49,Dropout
1,9,1,6345,1,1,109.5,5,43,34,5,22,147.0,1,0,0,1,1,0,28,0,0,9,6,5,16.45488437901999,0,3,9,3,13,18.571428571428573,0,10.4,2.8,1.29,Graduate
1,1,1,7442,1,1,149.6,96,3,32,35,51,173.8,1,0,0,1,0,1,18,0,0,6,9,3,15.556820547319447,0,1,7,6,3,16.648934610136177,0,9.2,-0.6,0.99,Graduate
1,5,1,7539,1,2,131.3,67,28,44,4,1,167.1,0,0,0,1,0,0,27,0,0,5,10,3,16.580640984187813,0,1,5,4,0,5.629624212833786,0,16.1,-0.6,-3.92,Graduate
1,34,1,9875,0,1,126.5,36,24,2,2,1,153.1,1,0,0,1,1,0,18,0,0,9,7,8,18.82551371237583,0,4,8,20,1,8.583841397774346,0,10.6,3.7,-0.89,Dropout
1,27,1,9486,1,1,117.8,78,40,2,5,9,149.7,0,0,1,0,0,0,18,0,0,5,9,1,1.9877792458978194,0,3,4,2,0,6.966806880188262,1,9.3,1.2,-1.03,Enrolled
1,25,1,9745,1,2,132.2,64,43,14,5,10,157.3,0,0,0,0,1,0,21,0,0,4,7,1,2.1554909173140104,0,1,4,3,1,11.928015006909762,0,10.3,1.2,0.3,Dropout
1,18,1,9975,1,1,135.7,33,41,36,8,16,167.8,1,0,0,0,0,0,18,0,0,9,11,3,7.568555907173828,0,7,9,8,3,15.125116792134744,0,9.6,-0.6,-0.35,Dropout
1,1,1,8126,1,4,124.2,21,44,7,10,22,160.0,0,0,0,0,1,0,18,0,0,6,8,2,9.455020377356497,0,2,6,4,1,12.79862618693671,0,14.9,-0.4,0.22,Graduate
1,3,3,9483,0,1,128.2,3,41,2,1,1,157.0,1,0,1,1,1,0,18,0,0,3,5,3,17.46444450686273,0,3,3,2,4,18.216366874667397,0,9.5,0.0,3.15,Graduate
1,46,4,5380,1,13,143.1,60,18,4,13,11,163.2,1,0,1,1,1,0,20,0,0,5,5,0,0.038211177319967524,0,5,5,0,0,1.2878428228054752,0,14.6,0.0,0.23,Dropout
1,57,1,9856,1,4,136.6,13,38,41,5,8,172.0,0,0,0,1,1,0,43,0,0,6,9,1,2.3120294409820867,0,5,7,11,1,9.736319221999143,6,12.1,3.0,0.19,Graduate
1,1,1,9845,1,5,136.1,2,36,5,8,4,152.9,0,0,0,1,1,0,40,0,0,1,4,1,2.6715916858592323,0,1,3,3,0,7.126345038459806,0,11.0,-0.8,-1.55,Graduate
1,9,1,7451,1,2,130.8,4,44,25,14,21,148.6,1,0,0,1,0,0,65,0,0,5,7,0,0.0059664145278614895,0,3,6,0,0,0.12383130196006029,0,13.9,0.0,-2.8,Enrolled
1,20,1,7877,0,1,134.3,64,5,16,9,13,169.3,1,0,0,1,1,1,29,0,0,7,6,2,3.075966422154034,0,4,7,5,1,9.507803063640338,0,13.4,-0.3,1.33,Graduate
1,11,1,9242,1,1,137.0,3,12,7,4,8,157.9,0,0,0,1,0,0,28,0,0,4,10,2,14.644933249454958,0,3,5,9,2,14.030173042811407,0,10.4,-0.6,-1.73,Dropout
1,52,4,9910,1,1,112.3,22,1,3,4,14,148.2,1,0,0,1,0,0,21,0,0,7,11,1,4.854136910569274,0,2,7,13,4,17.87240010572627,0,9.1,0.2,1.04,Dropout
1,51,1,7189,1,1,133.7,94,17,2,7,11,152.6,0,1,0,0,0,0,18,0,0,12,17,1,1.2139040839582553,0,3,11,9,1,11.191199865933255,0,14.7,-0.1,-4.06,Graduate
1,56,2,9236,1,2,140.9,11,19,33,12,3,159.9,0,0,0,0,0,0,21,0,0,8,2,1,2.5185019529040376,0,5,7,2,0,4.520427337791401,0,10.8,3.7,0.6,Graduate
1,7,1,6016,1,1,150.9,100,2,2,1,3,171.5,1,0,0,1,0,0,22,0,0,3,7,1,4.3133886746442425,0,4,3,5,0,3.15686164905545,0,9.4,1.8,-0.46,Dropout
2,17,3,4484,1,1,171.9,72,41,4,3,4,155.0,1,0,1,1,0,0,18,0,0,10,7,9,18.761671642549707,0,6,9,0,7,18.39676430711674,1,13.4,0.4,-3.96,Graduate
2,50,1,9160,1,4,138.9,70,35,44,5,6,157.4,0,0,0,1,0,1,19,0,0,11,14,2,2.5798242696974905,0,10,10,8,3,16.734385014775025,0,11.5,-0.1,-3.46,Graduate
1,3,1,9717,1,2,148.4,77,1,30,14,44,160.0,0,0,1,1,0,0,30,0,0,5,14,5,18.800966102973433,0,4,6,20,3,17.648487263483087,0,14.3,0.0,-2.37,Enrolled
1,22,4,9903,1,4,142.1,2,11,16,1,0,157.3,1,0,0,1,1,0,22,0,0,11,15,6,18.31008191660567,0,9,11,31,7,18.571428571428573,0,12.5,0.8,-2.67,Enrolled
1,1,4,9987,1,1,133.7,62,41,36,13,27,152.7,1,0,0,1,0,1,23,0,0,11,16,24,18.87499996073916,0,8,9,33,19,18.571428571428573,0,13.5,-0.5,-1.53,Dropout
1,7,1,8520,1,1,142.6,20,4,2,30,42,152.1,1,0,0,1,0,0,28,0,0,9,14,8,18.457547107034266,0,5,9,12,3,14.442539705307388,0,15.9,-0.2,0.11,Graduate
1,47,1,7993,1,1,128.6,38,14,2,4,20,148.1,0,0,0,1,0,0,46,0,0,10,13,7,18.586315520910496,0,5,10,16,6,18.34919593136128,0,15.1,0.2,-3.49,Graduate
4,46,1,5917,1,1,149.3,97,44,26,19,16,162.6,0,0,0,1,1,0,25,0,0,6,13,4,17.016360187797194,0,4,5,3,1,13.20542903255735,0,12.5,-0.5,-1.51,Enrolled
1,29,1,5599,1,1,127.1,10,1,29,4,0,159.8,1,0,0,1,1,1,19,0,0,6,12,0,0.006567641749284098,0,3,6,7,0,1.1023391459285032,0,9.7,1.3,3.42,Graduate
1,13,1,5200,0,1,127.9,3,38,7,3,17,160.2,1,0,0,1,0,0,26,0,0,7,6,6,16.1788396286129,0,4,7,3,3,16.307934534903232,0,10.4,3.6,1.41,Graduate
1,53,2,9014,1,3,152.4,19,23,30,26,61,152.0,1,0,0,1,0,0,21,0,0,4,7,4,17.3931425621912,0,4,4,14,4,18.445369296404177,0,10.9,-0.2,1.98,Dropout
1,4,1,9208,1,1,127.1,59,6,8,11,18,146.8,0,0,0,1,0,0,23,0,0,7,4,2,8.50565690472839,0,2,6,4,1,9.847626620293937,0,9.4,0.5,1.13,Enrolled
1,11,1,9171,1,2,147.6,40,44,44,7,3,171.2,1,0,0,1,0,0,19,0,0,6,5,4,16.24520344859656,0,3,5,4,2,15.009993607730328,1,9.0,3.7,-0.61,Graduate
1,1,2,9978,1,1,129.3,100,34,44,27,8,168.3,1,0,0,1,1,0,18,0,0,7,8,10,18.862082879563133,0,1,7,28,12,18.571428571428573,0,10.3,-0.6,0.68,Graduate
1,53,1,9484,1,2,133.7,3,29,40,3,6,152.7,1,0,0,1,1,0,32,0,0,8,11,8,18.811987311286927,0,3,9,7,3,17.29111792059936,0,16.1,3.7,-1.2,Graduate
1,11,1,7417,1,1,144.7,11,4,24,3,1,165.7,0,0,0,1,1,0,45,0,0,5,4,1,3.2979683889133935,0,4,6,2,2,15.780135191332628,0,13.5,3.4,-1.77,Graduate
2,47,1,9927,1,1,130.0,21,24,22,3,1,150.5,1,0,0,1,1,1,21,0,0,5,10,3,13.051676022675194,0,3,5,21,14,18.571428571428573,2,13.7,1.8,-4.06,Dropout
1,1,2,7151,1,1,158.9,14,34,21,9,19,156.9,1,0,0,1,0,0,19,0,0,5,2,2,8.291493897605413,0,1,4,2,4,18.43774274603749,0,9.0,0.5,0.77,Graduate
1,33,1,6214,1,1,139.3,57,8,14,35,13,163.0,0,0,0,1,0,1,19,0,0,8,14,17,18.874997401888486,0,3,8,29,16,18.571428571428573,0,12.1,2.9,0.96,Dropout
1,1,1,9113,1,1,139.8,51,8,38,1,1,148.3,1,0,0,1,1,1,18,0,0,8,11,9,18.782727977039823,0,3,7,11,5,18.037433749004318,0,13.0,-0.7,3.11,Graduate
1,14,1,9977,0,1,155.0,11,43,44,35,34,150.4,0,0,0,1,1,0,23,0,0,10,13,12,18.87186661079043,0,4,10,20,6,18.561871128346816,0,9.3,1.8,-0.65,Enrolled
1,43,5,6807,1,4,115.7,53,43,3,7,5,159.9,1,0,0,1,0,0,18,0,0,4,8,0,0.38865232513010656,0,2,3,3,0,1.9235918157592453,0,9.1,-0.3,-2.49,Dropout
1,1,2,9169,1,2,138.7,69,3,3,2,2,165.4,1,0,0,1,0,0,19,1,0,10,10,11,18.85536940945511,0,6,10,16,16,18.571428571428573,0,15.4,1.1,-2.78,Graduate
2,13,1,8337,1,2,138.9,3,40,38,2,0,162.4,1,0,0,1,0,0,18,0,0,8,10,12,18.86683411075777,0,2,8,11,7,18.023354738725857,0,14.8,-0.6,-2.85,Graduate
1,30,1,8725,1,1,150.9,87,2,8,5,9,158.9,0,0,0,1,0,0,20,0,0,7,11,5,18.5774557970453,0,3,8,8,2,15.232160836900556,0,13.9,-0.5,-0.78,Dropout
1,2,1,9385,1,1,136.9,54,39,20,11,10,148.7,1,0,0,0,0,0,22,0,0,7,12,0,0.19970841953602836,0,1,7,8,0,1.1283817550403077,0,13.7,-0.3,-3.62,Dropout
1,46,1,3527,1,1,139.7,46,21,9,5,4,153.6,0,0,0,1,0,0,20,0,0,4,4,0,0.006139239239661235,0,2,5,1,0,0.7583998876942613,0,9.0,-0.6,3.34,Graduate
1,30,1,9689,1,2,132.9,94,12,17,2,0,151.8,1,0,0,1,0,0,21,0,0,8,10,6,18.191686869403963,0,4,8,29,7,18.571428571428573,0,9.2,3.7,0.0,Graduate
1,4,1,8603,1,1,126.1,77,15,8,6,3,153.6,1,0,0,1,0,0,20,0,0,5,6,4,16.79453386305558,0,1,5,6,2,15.576464542042812,0,14.6,2.7,-3.53,Graduate
1,1,5,8149,1,1,118.1,4,8,14,2,2,161.4,1,0,1,1,0,0,18,0,0,7,5,4,14.069306276722003,0,2,5,2,1,10.89445528904197,0,11.2,-0.1,0.89,Dropout
2,19,1,9566,0,3,140.2,7,35,44,7,7,150.4,1,0,0,0,1,1,41,0,0,5,10,5,18.654615829415892,0,1,5,12,6,18.571428571428573,2,11.8,0.1,0.93,Dropout
2,1,1,8460,1,1,115.0,73,15,15,26,14,147.6,0,0,0,1,0,0,19,0,0,7,8,5,17.34642377485226,0,3,7,4,2,13.918510903628794,0,12.3,3.7,0.33,Graduate
1,55,1,7881,1,3,143.9,44,15,14,1,2,156.4,0,0,0,1,0,0,27,0,0,6,9,6,18.255018609851653,0,2,5,11,3,16.111111683130815,0,9.0,3.0,1.56,Graduate
1,57,2,8579,1,1,121.3,58,25,2,11,43,148.4,0,0,1,1,0,0,22,0,0,5,10,0,0.12728938306607424,0,1,5,4,1,11.133946467515035,0,13.2,0.3,-1.8,Dropout
1,47,1,8540,1,1,143.2,8,22,8,6,5,163.3,1,0,0,1,0,0,26,0,0,7,4,0,0.051324563813516216,0,8,8,1,0,3.8267386451491303,1,14.6,1.3,-2.11,Graduate
1,2,1,8595,1,1,127.8,52,2,20,1,2,152.7,1,0,0,1,1,0,24,0,0,5,8,3,15.343196657040874,0,1,6,13,0,6.039951362990781,0,9.2,-0.8,1.09,Enrolled
1,12,1,9012,1,1,147.9,66,24,44,33,38,158.4,0,0,1,1,0,1,19,0,0,1,1,1,10.128359719597496,0,1,2,5,1,16.36842721007247,0,9.0,-0.4,3.12,Dropout
1,56,1,8449,1,3,136.9,17,27,44,2,3,176.7,1,0,1,1,0,1,20,0,0,7,8,2,7.700714329729429,0,5,8,9,5,17.716379009685213,3,9.3,1.1,2.3,Graduate
1,21,5,5098,1,7,129.5,8,8,3,7,17,157.1,0,0,0,1,0,0,18,0,0,8,13,2,4.861136664191882,0,5,8,4,3,15.82598274760056,0,11.0,-0.7,1.52,Enrolled
1,57,1,8512,1,7,100.7,9,2,4,5,4,153.4,0,0,0,1,0,0,39,0,0,5,9,3,13.974516617048527,0,4,5,3,1,11.266798621837259,0,15.9,3.5,-0.31,Graduate
4,48,4,9728,0,3,139.5,43,31,6,4,6,164.6,0,0,1,1,1,0,39,0,0,5,5,3,15.902104588782356,0,1,5,1,0,2.569361110440621,0,10.2,0.2,-0.23,Graduate
1,48,1,9116,1,2,118.1,16,29,13,1,1,160.2,0,0,0,1,1,0,67,0,0,7,10,2,5.592186189258793,0,4,5,3,1,11.275439436732427,0,9.5,0.9,1.25,Enrolled
1,48,1,9737,0,1,118.8,13,40,11,12,34,149.5,0,0,0,1,0,0,18,0,0,1,3,0,0.02247346953915004,0,1,2,6,0,5.842825823239002,0,9.6,2.2,0.1,Dropout
1,40,1,9622,1,8,147.1,99,37,36,4,3,153.9,0,0,0,1,0,0,47,0,0,8,10,3,14.854435918326288,0,3,7,24,3,17.925517095519982,0,13.2,1.2,-1.58,Enrolled
1,37,4,9687,1,2,133.1,45,11,18,2,5,156.2,1,0,0,0,1,0,36,0,0,5,11,1,6.010421100087388,0,3,5,18,3,17.836913334263215,0,13.5,-0.8,-3.92,Graduate
1,2,1,8464,1,4,118.5,15,9,27,12,9,146.6,0,0,0,1,0,1,30,0,0,7,6,3,9.984239216141393,0,7,6,5,11,18.571428571428573,0,16.1,-0.2,-3.5,Dropout
1,1,1,8311,1,1,128.7,37,5,4,2,15,149.4,1,0,0,1,0,0,18,0,0,4,1,4,16.713338061870875,0,1,5,2,3,15.978594983513974,0,11.4,0.1,-0.42,Graduate
1,13,3,9989,1,1,122.6,53,11,44,8,31,147.7,1,0,0,1,0,0,19,0,0,9,6,1,1.7434311485783407,0,8,9,10,3,16.081725619634092,0,9.7,3.7,-0.61,Graduate
1,10,1,9058,1,1,133.9,13,33,6,6,23,160.1,1,0,0,1,0,0,19,0,0,8,10,3,15.448972042654946,0,2,9,10,3,15.755084241640489,0,9.0,-0.7,2.49,Enrolled
1,25,1,9358,1,3,116.3,81,2,35,27,24,148.6,1,0,0,0,1,0,27,0,0,7,17,5,18.174270946582304,0,2,6,32,3,17.344355798569296,0,13.4,1.7,0.0,Dropout
1,18,2,9913,0,1,163.7,45,3,23,2,0,168.6,1,0,1,1,0,1,18,0,0,7,9,8,18.80946424782144,0,3,8,7,5,17.672518251546318,0,15.7,-0.6,-3.53,Graduate
1,40,1,9325,1,1,147.8,59,43,39,16,13,162.1,0,0,0,1,0,0,33,0,0,10,10,2,6.383035253789067,0,2,9,15,3,17.507736895650805,0,11.0,0.8,0.52,Graduate
1,42,1,9007,1,6,140.5,13,7,9,2,1,160.3,1,0,0,1,1,1,20,0,0,4,8,1,0.5782084133028371,0,3,6,11,0,5.177223524559444,0,14.9,0.1,-0.61,Dropout
2,12,1,9979,1,1,141.3,13,22,8,3,9,148.7,1,0,0,1,0,0,18,0,0,8,11,13,18.87483777056027,0,3,8,22,6,18.571428571428573,0,8.9,-0.8,2.04,Dropout
1,1,1,5220,1,1,124.3,51,41,17,4,3,154.7,1,0,0,1,0,0,18,0,0,2,2,2,14.552371813174696,0,1,3,14,2,16.186397696906695,0,8.9,1.6,2.79,Dropout
1,1,1,6747,1,1,120.8,2,1,9,10,16,159.6,0,0,0,1,0,1,18,0,0,4,11,2,4.741461627956344,0,3,3,2,4,17.68697236823756,0,10.5,0.7,1.2,Dropout
1,57,3,9675,1,2,106.4,34,8,44,2,5,155.6,0,0,0,1,0,0,43,0,0,6,8,3,16.987349410041876,0,2,7,7,2,15.68583059118175,0,9.5,0.9,1.95,Graduate
2,22,5,8004,1,1,116.6,92,39,3,2,1,151.4,1,0,0,1,1,0,18,0,0,8,10,5,17.017315815166885,0,3,8,7,1,7.735726278807107,0,12.2,0.2,-1.62,Graduate
1,45,3,7303,0,1,121.2,70,3,2,2,4,156.3,1,0,1,1,0,0,18,0,0,9,19,11,18.85962354068905,0,5,8,20,5,18.390256494825653,0,11.9,3.0,-0.38,Graduate
2,19,4,8734,0,1,120.4,5,43,44,12,16,153.1,1,0,0,1,0,0,22,0,0,8,14,7,18.48037111836024,0,10,8,29,6,18.305447550765564,0,9.4,1.4,1.64,Dropout
1,27,1,5330,1,4,145.6,88,28,25,9,20,166.9,0,0,1,0,1,0,25,0,0,1,2,0,0.813677449816094,0,1,2,2,0,3.1529210972901516,0,12.5,0.2,0.71,Dropout
1,49,1,8233,1,1,118.4,47,26,5,14,27,151.8,0,0,0,1,1,0,18,0,0,7,12,3,12.856888083090833,0,1,7,19,2,14.823861521482918,0,14.2,-0.3,-3.73,Dropout
1,49,1,9077,1,1,153.9,105,1,44,2,6,153.8,0,0,0,1,0,1,28,1,0,10,14,3,8.724977511406907,0,4,10,15,5,17.853081053608943,0,11.7,0.7,2.31,Graduate
2,40,1,7512,1,1,128.5,20,28,38,15,21,154.2,1,0,0,1,1,0,35,0,0,4,3,3,8.6864085375995,0,4,4,0,2,13.084253903381397,0,9.2,-0.8,-3.11,Graduate
1,1,2,9793,1,1,119.9,88,35,44,6,7,148.9,1,0,0,1,0,0,18,0,0,3,1,0,0.07281684318177903,0,1,5,0,1,9.599908555781786,0,10.0,1.8,1.12,Dropout
1,2,2,9416,1,1,136.2,19,30,44,12,3,153.7,1,0,0,0,1,1,18,0,0,5,3,1,0.4221490224658876,0,1,5,2,1,8.838808963034127,0,10.8,0.8,1.68,Dropout
1,27,4,8773,1,2,123.3,74,43,41,7,7,155.6,0,0,0,0,1,0,18,0,0,8,10,0,0.2611940264104284,0,8,8,1,0,6.171999164972059,0,10.2,-0.7,-1.51,Graduate
1,31,1,9151,1,1,134.7,2,5,20,39,6,147.9,1,0,0,0,0,0,18,0,0,8,11,5,18.154972994393134,0,1,9,19,2,15.467839969141579,0,10.9,-0.6,-2.24,Dropout
1,30,1,6489,1,1,140.9,47,40,30,3,2,168.0,0,0,0,1,1,1,29,0,0,4,6,0,0.009437421120201274,0,6,4,0,0,0.06868906522482052,0,11.0,0.9,-2.24,Enrolled
1,1,1,5685,1,1,142.3,2,1,4,2,3,155.2,1,0,0,1,0,0,18,0,0,3,9,7,18.726068475842528,0,1,5,9,20,18.571428571428573,0,13.3,1.8,-2.06,Dropout
1,47,2,9091,1,1,142.3,69,19,40,8,3,155.1,1,0,0,1,0,0,19,0,0,7,5,1,0.6528353890515961,0,3,7,5,1,11.327994047978388,0,9.2,3.6,2.89,Enrolled
1,45,1,8603,1,4,131.0,82,42,26,4,2,166.3,0,0,0,1,0,0,21,0,0,6,9,4,16.020602919902082,0,8,6,9,2,14.9215339186349,0,10.6,-0.1,-0.25,Enrolled
1,5,1,6099,1,1,133.8,16,9,2,20,15,150.7,1,0,0,0,0,1,18,0,0,5,4,0,0.41318703128220174,0,1,5,0,0,9.101964036553657,0,13.6,-0.3,-1.51,Graduate
1,5,2,9358,1,2,124.1,70,2,4,9,17,152.4,0,0,0,1,0,1,26,0,0,6,6,2,7.038913392490963,0,1,6,1,1,11.419918334883281,0,12.3,3.3,2.66,Graduate
1,17,1,9985,1,5,133.3,41,4,7,7,3,157.6,0,0,0,1,0,0,51,0,0,12,17,21,18.874999819476102,0,7,12,33,15,18.571428571428573,0,14.1,-0.6,-1.76,Dropout
1,55,1,6407,1,1,142.3,42,14,2,14,16,157.7,1,0,0,1,1,0,18,0,0,6,7,0,0.010924023536513033,0,4,6,0,0,3.2313099426361163,0,9.7,3.7,3.15,Enrolled
1,56,4,8357,1,3,128.6,7,16,22,2,1,162.6,1,0,0,1,0,0,18,0,0,8,5,0,0.02727864897864117,0,5,8,0,0,1.4990978270418225,0,12.0,1.3,2.56,Graduate
4,17,1,8533,1,1,120.2,2,43,44,5,14,159.6,1,0,0,1,0,0,34,0,0,4,2,0,0.006861749795178598,0,2,5,0,0,1.3063344216760775,0,8.9,1.4,1.96,Enrolled
1,17,1,7528,1,1,165.1,104,40,22,4,2,155.8,1,0,1,1,0,0,18,0,0,7,9,3,14.485330294102576,0,1,8,7,2,16.50117588725561,0,11.8,2.6,1.39,Graduate
1,48,1,8073,1,2,147.2,21,40,2,10,6,156.4,0,0,0,1,1,0,39,0,0,5,8,0,0.04851959890113183,0,1,5,2,0,7.883834307351753,0,13.6,-0.5,-1.74,Dropout
1,1,1,8671,1,1,138.1,7,24,24,8,4,165.3,0,0,0,0,0,0,18,0,0,10,12,20,18.8749672756193,0,4,10,17,11,18.571428571428573,0,12.9,-0.7,-0.84,Graduate
1,1,1,5762,1,1,125.2,61,5,37,13,31,151.6,1,0,0,1,0,0,18,0,0,7,7,0,0.34923157856579934,0,1,6,1,0,3.196791660961891,0,11.9,1.6,0.96,Graduate
1,1,2,2779,1,1,144.3,86,24,38,5,24,161.8,1,0,0,1,0,0,18,0,0,4,4,14,18.873483138382085,0,4,4,2,11,18.571428571428573,0,11.7,-0.6,0.21,Graduate
1,1,2,9839,1,1,126.5,16,30,7,21,35,148.4,1,0,0,1,1,1,18,0,0,7,7,9,18.832582796215657,0,1,8,6,4,17.429204535184553,0,9.5,1.7,-0.94,Graduate
1,54,3,9495,1,1,131.5,79,8,11,7,15,165.5,0,0,0,1,0,1,18,0,0,4,3,5,18.668239407412567,0,1,4,10,2,15.818865161782252,0,11.4,1.0,0.32,Enrolled
1,51,1,6290,1,1,121.8,79,19,15,41,24,148.0,1,0,0,1,1,0,20,0,0,3,5,0,0.7352645469862488,0,1,4,2,0,4.616411129470408,0,14.0,1.7,3.13,Dropout
1,57,1,9929,0,4,135.2,69,42,28,7,5,156.5,1,0,0,1,1,0,33,0,0,10,12,9,18.847511712906606,0,2,11,19,12,18.571428571428573,0,12.1,3.3,-0.16,Graduate
1,57,1,8525,1,7,162.2,89,44,33,5,6,178.6,1,0,0,1,0,0,25,0,0,9,12,12,18.872369506234477,0,4,8,20,9,18.571428571428573,0,13.5,2.0,-0.43,Graduate
1,53,1,8971,1,2,125.8,3,36,3,5,5,151.4,0,1,0,1,1,0,43,0,0,5,7,1,1.0995399227084266,0,4,6,1,1,13.41785887846037,0,11.1,0.4,1.68,Dropout
1,55,1,9939,1,3,116.7,62,23,2,6,15,154.2,0,0,0,0,0,0,18,0,0,12,12,23,18.874999902659553,0,8,12,24,19,18.571428571428573,0,11.4,0.4,0.8,Graduate
1,56,1,9613,1,1,132.3,42,8,7,5,18,155.5,0,0,0,1,1,0,20,0,0,5,12,5,18.577660024740094,0,1,5,24,1,9.204271320174062,0,11.4,-0.6,1.62,Graduate
