Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,57,2,9991,1,1,129.9,1,35,39,1,5,130.4,1,0,0,1,0,0,18,1,0,5,0,7,10.67896638903305,0,0,8,8,5,11.591784834098956,0,9.2,-0.2,-1.01,Enrolled
1,14,1,9034,1,2,149.7,1,1,36,10,0,111.3,1,0,0,1,0,0,22,0,7,0,15,0,13.895226555863527,0,14,8,16,9,10.898293575793737,3,11.2,3.0,0.59,Dropout
1,16,1,8946,1,40,154.0,1,1,35,8,0,145.1,1,0,0,1,1,0,21,0,0,6,5,5,15.666588221657435,0,0,5,10,6,11.253425701409153,0,12.8,0.3,0.37,Dropout
1,38,3,9563,1,1,138.3,1,37,2,8,5,115.4,1,0,0,1,0,1,18,0,0,8,11,7,16.52961739766424,0,0,7,5,6,11.826499103060875,0,13.9,-0.5,-2.11,Graduate
1,18,1,9137,1,17,133.6,1,18,3,10,175,173.6,0,0,0,1,0,0,19,0,1,6,14,6,11.888616800410798,0,0,5,7,2,0.0,0,7.6,3.7,-3.5,Dropout
1,2,4,9527,1,1,126.3,1,1,1,10,9,132.0,0,0,1,1,0,1,18,0,0,5,7,2,12.106098074844239,0,0,8,7,6,10.971887752184786,0,11.2,1.5,0.95,Graduate
1,20,1,9265,1,1,142.5,1,1,38,7,5,121.3,0,0,0,1,0,0,18,0,0,6,8,6,14.444985718744642,0,0,8,6,6,10.744517860244589,0,12.3,1.6,-0.73,Graduate
1,17,3,7481,0,1,142.1,1,37,38,3,8,123.5,1,0,0,1,0,1,17,0,3,6,7,7,13.565696055775256,0,1,1,5,6,14.914390793703427,0,12.7,1.5,0.53,Enrolled
1,1,1,9788,1,1,142.3,1,35,36,10,5,131.5,1,0,0,1,0,0,17,0,0,12,4,5,14.282066434781326,2,0,8,11,7,13.477130930513065,0,8.0,0.9,-0.95,Graduate
1,12,2,9134,1,24,119.5,1,1,5,11,11,116.6,0,0,0,1,0,0,23,0,0,6,18,2,9.584891816898043,0,0,8,6,4,11.445873566404275,12,14.0,-0.1,-1.97,Enrolled
1,18,1,9093,1,1,127.4,1,33,2,9,10,130.0,0,0,1,1,0,0,18,0,0,7,6,7,11.173661061888684,0,2,13,14,14,14.322617345642387,0,7.9,2.8,0.16,Dropout
2,40,5,9008,1,43,152.8,1,36,38,2,4,114.0,0,0,0,1,1,0,40,0,7,5,5,2,0.0,0,0,22,10,0,0.40277735136469434,0,8.2,1.4,0.18,Dropout
1,1,3,9446,1,1,137.2,1,3,38,11,12,130.6,1,0,0,1,0,0,18,0,0,13,7,5,10.13797774446027,0,0,8,7,9,15.22087888397056,0,9.3,3.7,-1.58,Graduate
1,18,3,9318,1,1,139.7,1,1,35,4,6,125.2,1,0,0,1,0,1,17,0,0,7,7,7,14.03259264178086,0,0,8,9,8,12.341396575827071,0,14.2,0.9,1.58,Graduate
1,19,1,9129,1,1,116.7,1,19,1,8,2,122.9,1,0,0,1,0,0,19,0,0,6,7,6,13.202739896036789,0,0,8,9,2,16.398390364991222,0,10.8,3.7,0.32,Dropout
1,18,2,9044,1,1,129.9,1,36,38,8,4,125.8,1,0,0,1,0,1,18,0,0,7,7,6,13.728659482473585,0,0,8,7,7,15.346343313700173,0,16.2,0.4,1.47,Graduate
2,39,1,9012,1,1,166.8,1,36,37,10,10,111.4,1,0,0,0,1,0,41,0,0,6,6,5,0.0,2,1,5,8,0,0.05400375163690682,0,16.2,0.5,3.27,Dropout
1,17,1,8969,1,1,108.8,1,1,4,3,4,108.6,0,0,0,1,0,0,17,0,0,7,7,7,9.652737258980961,0,0,4,9,0,14.297673406491759,0,12.7,3.7,3.51,Graduate
1,18,2,9233,1,1,132.2,1,36,35,10,10,122.3,1,0,0,1,0,1,18,0,0,4,7,5,0.0,0,0,8,7,8,9.871965847023219,0,13.9,0.9,-4.06,Graduate
1,38,1,8914,1,1,133.4,1,38,4,10,195,151.5,0,0,1,0,0,0,17,0,0,5,8,2,11.055179656057819,0,0,14,10,0,12.215028463438998,0,9.1,0.6,0.58,Enrolled
2,16,3,9271,1,1,129.9,1,38,37,2,3,105.5,1,0,0,1,0,0,20,0,0,6,7,7,10.826461664464727,0,0,5,9,7,12.869777474325902,0,9.7,0.3,-1.88,Graduate
1,12,1,9036,1,40,129.9,1,38,36,11,3,104.0,0,0,0,1,0,0,21,0,0,18,7,0,12.152742759274789,0,3,5,5,2,11.47419459324753,0,13.7,-0.5,1.64,Dropout
2,3,5,9528,0,1,141.8,1,36,1,10,4,116.5,0,0,1,0,1,0,23,0,0,5,10,1,0.0,1,0,12,0,0,0.0,5,16.2,3.6,0.36,Dropout
1,1,4,9187,1,1,150.9,1,1,19,4,9,125.8,1,0,0,1,0,0,17,0,0,7,8,7,11.276335495451125,0,0,6,9,6,15.693213810851582,0,13.0,0.6,2.04,Graduate
1,36,1,8575,1,1,159.5,1,37,19,11,6,114.9,0,0,0,1,0,0,19,0,0,5,0,0,9.030299061208106,0,0,6,12,0,12.756255582941082,0,11.1,-0.3,1.65,Enrolled
1,2,1,8988,1,11,148.6,1,39,37,8,84,151.7,0,0,0,1,1,0,26,0,0,5,17,2,9.313928296539947,0,0,6,9,0,11.400726013505254,2,8.2,1.5,1.83,Graduate
1,39,5,9089,1,4,135.1,1,17,36,7,4,97.7,0,0,1,1,1,0,37,0,0,5,0,2,11.672627516450394,0,0,7,5,0,11.647975989066229,0,16.2,1.5,-1.86,Dropout
1,40,1,8976,1,1,145.5,1,1,38,9,10,120.5,0,0,0,1,0,0,18,0,0,7,8,7,10.21532835383083,0,0,5,10,6,11.476920929920325,0,16.1,1.5,2.1,Dropout
1,16,6,9667,0,1,143.8,1,35,37,10,7,105.9,1,0,1,1,1,0,17,0,0,7,8,7,16.276903770947968,0,0,7,0,4,10.565474516405233,0,12.6,-0.0,1.95,Enrolled
1,42,1,9049,1,1,122.8,1,2,36,9,11,126.1,0,0,0,1,0,0,22,0,0,7,13,7,10.690864225307248,0,0,6,5,6,8.973966828663382,0,12.8,1.4,1.76,Graduate
1,2,1,9019,1,1,141.6,1,36,37,10,0,111.6,1,0,0,1,0,0,19,0,4,6,7,5,10.80866185728774,0,0,7,11,6,14.243786456501908,0,11.2,1.3,0.73,Enrolled
2,40,1,9008,1,2,131.2,1,35,4,89,3,116.1,0,0,1,0,1,0,28,0,0,0,5,0,0.0,0,0,5,4,0,0.0,0,11.3,-0.7,-1.86,Dropout
1,2,1,8809,1,1,133.9,1,38,36,10,7,124.3,0,0,0,1,0,0,21,0,0,5,7,5,11.235199733284377,0,3,15,8,5,13.559487535054096,0,14.2,1.4,2.11,Enrolled
2,2,4,9257,1,1,128.6,1,35,1,0,8,105.7,0,0,0,1,1,0,21,0,0,5,1,10,10.569958276042764,0,0,5,8,3,12.514414316891104,0,8.0,-0.8,1.85,Dropout
1,46,1,8865,1,1,130.3,1,1,36,6,10,117.6,1,0,0,1,0,0,18,0,0,7,8,6,10.210139172376849,0,0,8,7,6,12.902264142312003,1,11.0,3.7,-4.06,Graduate
2,41,3,9097,1,5,138.8,1,35,37,109,2,131.2,0,0,0,0,1,0,21,0,0,5,9,0,0.0,4,0,5,0,0,0.0,0,8.0,1.6,-2.16,Dropout
2,41,1,9370,1,38,127.9,1,38,28,5,6,131.9,0,0,0,0,1,0,19,0,0,5,0,0,0.0,0,0,5,9,0,0.13168216892983486,0,9.9,1.4,-3.04,Dropout
1,17,1,9466,1,1,100.0,1,1,18,10,9,124.6,0,0,1,1,1,0,21,0,7,6,7,5,0.0,0,0,7,11,0,0.0,0,16.2,1.5,1.82,Enrolled
1,2,1,9097,1,1,129.9,1,21,1,10,0,131.8,1,0,0,1,0,0,18,0,0,5,15,5,0.0,0,5,2,7,6,13.145607570306222,0,10.9,-0.5,0.84,Enrolled
1,39,1,9015,1,38,129.4,1,37,36,8,8,155.4,0,0,1,1,1,0,32,0,0,5,9,3,0.0,0,0,16,6,5,0.0,0,8.4,-0.2,-1.03,Dropout
1,17,1,9406,0,1,127.2,1,2,38,6,183,128.8,0,0,0,1,0,0,17,0,0,11,8,7,10.137984405375148,0,0,5,8,0,10.065493381657726,0,12.7,-0.7,0.69,Graduate
1,17,1,9441,1,42,104.2,1,1,2,7,7,107.5,0,0,0,0,1,0,19,0,0,5,7,5,14.833735759263801,0,0,6,24,4,9.215264459253032,12,9.5,2.9,-1.07,Dropout
1,1,1,9576,1,1,136.0,46,39,21,11,8,113.0,1,0,0,0,0,1,18,0,0,5,8,5,8.650581046848872,0,0,6,5,7,15.49023438005935,0,9.6,-0.6,1.69,Graduate
1,44,1,9628,0,1,130.0,1,1,39,10,12,107.5,1,0,0,0,0,0,29,0,0,14,7,6,12.582892602907418,0,0,8,7,3,16.045448207195307,0,12.3,-0.2,-1.47,Enrolled
2,17,1,9461,1,1,175.0,1,35,34,106,0,136.7,0,0,1,0,1,0,21,0,12,7,6,5,10.746718822606393,0,2,7,8,0,11.510626923327049,0,14.4,3.0,1.49,Dropout
1,17,3,9118,1,1,136.7,1,19,37,7,4,103.3,1,0,0,1,0,1,18,0,0,5,11,2,9.85346885397146,0,0,14,8,4,12.97698932087114,0,12.4,-0.6,1.07,Dropout
1,1,5,2229,1,1,145.1,1,37,37,7,9,134.0,0,0,0,0,1,0,48,0,0,5,0,0,0.0,0,5,9,10,0,11.855797422388752,0,7.6,3.7,0.57,Enrolled
1,43,2,9005,1,1,138.9,1,19,2,12,116,128.4,1,0,0,1,0,0,19,0,0,8,8,4,9.94955433302712,0,0,6,7,1,11.70489042022472,0,12.8,1.5,-1.18,Graduate
1,18,1,9201,1,5,129.0,1,36,1,4,11,125.4,0,0,0,1,0,0,25,0,20,5,7,5,16.3681260979251,0,0,15,5,2,15.600386783769212,0,12.9,1.5,0.28,Dropout
1,18,1,9397,0,1,96.8,1,1,19,7,4,103.7,0,0,0,1,1,0,23,0,0,7,7,0,0.15394043058421136,0,11,5,7,3,16.996168663197775,0,11.4,0.7,1.78,Graduate
1,41,1,9991,1,1,124.1,1,39,36,10,6,113.6,0,0,0,0,1,0,17,0,0,6,6,9,1.2431964933627822,0,0,5,8,0,13.485008201559632,0,7.9,1.4,0.55,Dropout
1,51,1,9386,1,7,133.7,21,39,35,6,2,99.0,0,0,0,0,1,0,17,0,0,5,8,3,12.58116438685066,0,0,2,6,0,13.622100892667794,0,15.6,3.1,-1.06,Dropout
1,19,1,8982,1,1,110.1,1,1,19,9,8,131.2,1,0,0,1,0,0,17,0,0,7,7,6,8.456772001620596,0,0,6,10,3,15.164109215364633,0,15.4,0.3,-0.75,Graduate
1,18,1,9055,1,1,120.6,1,38,1,1,5,133.4,0,0,0,1,0,0,21,1,0,7,6,6,0.0,0,0,5,0,1,12.649200773429419,0,16.2,0.0,-1.08,Dropout
1,3,6,9237,1,1,138.2,1,36,38,8,3,105.1,0,0,0,1,0,0,18,0,0,6,9,3,13.92291224391903,0,0,8,6,11,13.007123509383375,0,11.3,3.0,-2.03,Dropout
1,1,2,9057,1,1,169.9,1,38,1,6,3,127.0,0,0,0,1,1,0,18,0,0,5,0,5,13.461753493946256,0,15,6,15,19,13.890292513893776,0,12.9,-0.6,-1.76,Graduate
1,42,6,9186,1,1,130.3,1,37,1,78,10,127.4,1,0,0,1,0,1,18,0,5,6,8,6,15.439114703035631,0,0,8,7,6,13.300183923381079,0,9.5,-0.5,2.95,Graduate
2,3,5,8911,1,1,135.9,1,18,37,9,8,103.7,0,0,0,1,0,0,19,0,10,7,8,8,10.875538504514685,0,1,8,6,6,14.873882514914532,0,16.2,-0.6,0.62,Graduate
1,18,2,8947,1,2,137.1,1,39,1,5,3,146.3,1,0,0,1,0,0,36,0,0,6,7,6,9.042838440209081,0,0,5,7,6,13.843962056287717,0,14.4,-0.6,-0.87,Dropout
1,17,1,8443,0,1,128.0,1,38,3,11,4,113.9,0,0,0,1,1,0,34,0,0,0,13,5,10.014329113594531,0,0,5,10,0,0.0,1,7.6,1.5,-1.78,Dropout
1,40,1,33,1,1,117.1,1,38,37,11,11,136.2,1,0,0,1,0,0,30,0,0,7,8,7,9.659939262041853,0,0,5,9,6,14.563307683391576,0,7.6,1.5,-3.22,Enrolled
2,44,1,9021,1,1,132.9,1,38,37,11,10,131.9,0,0,0,0,1,0,19,0,2,6,10,3,10.513665950830955,0,0,6,14,8,12.147819281944104,0,8.0,3.7,-4.06,Dropout
1,40,4,9445,1,1,127.8,1,4,3,4,10,102.8,1,0,0,1,0,0,23,1,0,7,7,7,11.360328076753836,0,0,6,7,4,14.30679955121758,0,16.2,3.6,2.15,Enrolled
1,11,3,8875,1,43,129.7,1,35,36,8,5,132.9,1,0,0,1,0,0,17,0,0,8,7,9,15.134771193924992,0,0,6,10,8,9.405173442245934,4,14.0,3.0,1.8,Graduate
1,16,6,9001,1,1,131.6,1,39,37,9,7,126.6,0,0,0,1,0,0,17,0,0,10,7,0,13.757997854580506,0,0,7,10,4,17.898583555034968,0,12.6,1.4,-3.22,Enrolled
1,37,3,33,1,39,125.2,1,39,37,9,8,116.1,0,0,0,0,1,0,48,0,0,8,18,6,0.0017290523453252563,0,0,5,0,2,14.43914506858548,0,7.7,-0.8,1.94,Enrolled
1,2,4,9092,1,1,121.8,1,37,2,8,4,121.5,1,0,0,1,0,1,17,0,0,6,8,6,14.598265649761794,0,0,6,9,6,16.25961188321184,0,10.8,3.7,0.58,Graduate
1,1,4,9712,1,1,136.6,1,1,38,9,13,121.7,0,0,0,1,0,1,17,0,0,6,4,7,10.667845365591592,0,0,8,17,6,10.104912723950964,0,13.1,0.4,1.36,Graduate
1,2,2,8834,1,1,122.4,1,3,35,7,8,131.5,1,0,0,1,0,0,17,0,0,7,8,6,10.087548698389586,0,0,6,6,6,12.71696136931939,0,12.8,3.7,1.57,Graduate
1,40,3,978,1,1,157.6,1,36,36,8,5,112.9,1,0,0,1,0,1,19,0,0,5,9,3,11.735793984958779,0,0,5,4,1,12.551900236203327,0,14.1,0.6,0.55,Graduate
2,2,1,9056,1,1,133.0,1,38,37,11,10,122.9,1,0,0,1,1,0,31,0,0,7,9,4,10.086135443283483,0,0,8,0,0,14.554307791611643,0,16.2,-0.7,-1.67,Dropout
1,17,1,7492,1,1,129.7,1,18,18,0,12,120.2,0,0,0,1,0,1,17,0,0,7,7,3,10.937851926397062,0,0,7,8,0,11.31607568455986,0,16.2,1.6,3.51,Dropout
2,18,1,8053,0,1,118.0,1,35,37,11,8,159.8,0,1,0,1,0,0,25,0,6,5,7,6,0.0,0,0,8,6,0,12.740224302763083,0,8.6,3.7,3.51,Graduate
2,38,1,9200,1,1,125.6,1,37,36,10,7,119.9,0,0,0,1,1,0,17,1,0,5,7,1,11.33058836273156,0,0,6,0,4,12.97181826523076,1,16.2,1.4,-0.97,Dropout
2,38,1,327,1,1,129.3,1,36,37,5,13,126.9,0,0,1,0,1,0,20,0,3,5,4,0,0.0,0,0,5,8,0,0.44483577516441575,0,16.2,-0.3,0.2,Dropout
2,1,3,9227,1,1,130.0,1,1,19,3,8,131.1,1,0,0,1,0,0,17,1,0,8,13,7,11.687880000693074,0,1,6,9,0,13.945410662433375,0,12.9,3.5,3.51,Enrolled
1,19,1,9315,1,1,132.6,1,39,36,10,1,111.4,1,0,0,1,0,0,18,0,0,5,8,5,12.696777728621035,0,0,14,5,4,15.670482859507366,1,8.0,-0.8,0.64,Enrolled
1,1,4,9119,1,1,142.3,1,39,2,5,6,114.5,1,0,0,1,0,0,18,0,0,5,8,6,10.084837187686073,0,0,8,5,4,13.779799245499204,0,10.0,2.9,0.31,Graduate
1,17,1,9164,1,1,144.4,1,2,18,11,7,126.0,1,0,0,1,0,1,17,0,4,8,8,8,16.45655093934664,0,0,8,12,6,17.413683395615433,0,12.7,-0.1,1.81,Graduate
1,2,4,9406,1,1,148.5,1,19,37,8,91,111.4,0,0,0,0,0,0,18,0,4,5,6,5,13.240486538712773,2,0,8,8,6,11.88839327127799,0,7.6,0.5,-1.93,Dropout
1,15,3,8911,1,4,123.0,1,35,37,8,10,96.4,0,0,0,1,0,0,32,0,0,6,3,6,9.075216874626843,0,0,6,6,6,13.51034767425178,0,7.6,1.5,-3.69,Dropout
1,16,1,8967,1,1,132.5,1,36,36,8,9,122.4,1,0,0,0,0,0,33,0,0,7,8,5,15.108662252060595,0,0,23,9,6,10.19976230223835,0,8.0,0.7,-4.06,Dropout
1,17,6,9354,1,1,128.3,1,38,4,4,0,130.1,0,0,0,1,0,0,26,0,4,6,6,5,10.402503482854284,2,0,6,8,0,12.422333238866013,0,8.2,2.7,-3.23,Enrolled
1,16,3,8988,1,1,131.8,1,36,36,10,4,126.6,0,0,0,1,0,0,37,0,0,5,7,4,10.606729816633434,0,1,6,11,6,13.638944417160081,0,15.5,-0.8,1.94,Graduate
2,41,1,33,1,1,140.3,1,38,38,9,7,132.8,0,0,0,0,1,0,37,0,6,5,9,1,9.578711047529493,0,0,5,4,0,10.972213026253277,0,16.2,-0.6,2.76,Dropout
2,38,1,9057,0,1,138.1,1,34,4,9,11,98.7,0,0,1,1,1,0,50,0,0,5,5,0,0.0,0,0,5,0,0,0.0,0,11.2,1.5,0.6,Dropout
1,17,6,8985,1,1,123.4,1,37,36,12,7,104.2,1,0,0,1,0,1,17,0,0,7,7,7,14.793518637830836,0,0,6,6,6,17.685254285552517,0,10.7,0.8,1.56,Graduate
1,17,5,9348,1,2,148.4,1,37,38,11,180,121.0,0,0,0,1,0,0,17,0,0,8,7,7,10.95268624197593,0,0,7,8,6,12.303293681986995,0,12.9,0.3,2.99,Dropout
1,2,2,9095,1,1,100.4,1,36,18,9,172,126.3,1,0,0,1,0,1,17,0,0,7,8,7,10.762029778543113,0,0,8,7,6,17.920862095010182,0,13.8,0.8,1.93,Graduate
1,17,1,33,1,1,100.0,1,35,18,6,12,129.4,0,0,0,1,0,0,18,0,0,8,22,5,15.193994947542015,0,0,5,9,6,9.9783259970222,0,8.3,0.8,-1.67,Graduate
1,2,4,8920,1,1,135.3,1,37,1,11,10,120.3,1,0,0,1,0,1,17,0,0,7,8,7,12.091990019428387,0,0,8,8,6,14.752213968889178,0,7.7,0.7,-3.92,Graduate
1,18,2,8965,1,2,130.9,1,1,35,12,3,115.4,1,0,0,1,0,0,17,0,0,7,5,4,14.51976114937906,0,0,8,8,6,10.945079350369966,0,12.4,3.0,-3.18,Graduate
1,2,2,9575,1,1,130.5,1,4,1,7,11,146.9,1,0,0,1,0,1,17,0,0,6,8,7,17.041615091010495,0,0,8,14,6,14.376831408301049,0,7.9,1.6,1.78,Graduate
1,3,1,9952,0,1,140.2,1,2,35,10,195,127.9,0,0,0,1,0,0,17,0,0,6,6,5,13.268695809848381,0,0,6,4,10,12.032311980585304,0,8.0,1.5,-1.53,Graduate
1,11,3,9233,1,19,138.1,1,36,37,7,72,134.7,0,0,0,1,0,0,34,0,0,2,7,4,16.106754606512254,0,1,6,5,0,14.593433806334527,4,16.2,-0.4,0.64,Enrolled
1,2,1,9490,1,21,122.7,1,36,38,2,0,120.4,1,0,0,1,0,0,17,0,0,13,7,7,10.854855693880785,0,0,5,10,4,13.01734877659142,0,11.3,1.5,-1.7,Graduate
4,18,1,9472,0,17,136.1,1,1,38,6,1,110.7,0,0,0,1,0,0,50,0,0,7,8,0,11.925047047820836,0,2,11,14,5,11.154617154582063,0,13.8,0.7,1.52,Graduate
1,38,1,9376,1,1,135.1,1,35,37,3,7,109.8,1,0,0,0,1,0,19,0,8,1,0,0,0.3119252265434848,0,0,5,0,8,0.297072279442422,0,7.8,1.4,-3.37,Dropout
1,17,1,9647,1,18,114.8,1,3,42,11,9,97.7,0,0,0,1,1,1,31,0,0,5,5,3,12.115601290625461,0,0,5,9,0,13.16603513455197,0,8.9,1.4,0.52,Graduate
2,39,1,9202,0,1,137.1,1,39,37,5,1,143.3,0,0,0,0,0,0,50,0,0,5,0,0,0.8120437370120099,0,2,1,8,0,12.188492830701561,0,16.1,1.4,0.1,Dropout
4,52,4,8978,1,1,130.5,1,38,37,10,9,131.4,0,0,0,1,0,0,18,0,0,8,7,7,13.111541737881431,0,0,8,7,6,15.880081023059205,0,9.4,0.8,1.91,Graduate
2,40,2,9110,1,1,142.7,1,37,17,10,12,116.8,0,0,0,0,1,0,21,0,0,5,7,6,12.883119827550937,0,0,6,7,4,0.0,0,7.6,1.5,-2.82,Dropout
1,46,1,8928,1,1,135.5,1,1,35,10,9,117.4,1,0,0,1,0,1,17,0,0,6,7,7,12.242625389728826,0,0,6,8,4,13.111579419370964,0,11.5,0.9,0.34,Graduate
1,19,1,8909,1,4,112.8,1,2,19,10,2,145.8,1,0,0,1,1,0,17,0,0,6,8,4,11.503874423273057,0,4,5,9,3,0.3914418409623175,2,16.2,-0.5,3.37,Graduate
2,3,1,9143,1,1,140.0,1,36,35,9,8,162.9,0,0,0,0,1,0,20,0,0,0,6,0,15.597010416439913,0,0,6,12,1,0.0,0,12.5,1.6,1.39,Dropout
1,18,1,8870,0,1,121.4,1,1,35,9,8,123.4,1,0,0,1,0,0,17,0,0,6,7,6,15.55427424170889,0,0,6,7,6,13.399159829257199,0,12.4,-0.5,1.85,Graduate
2,41,4,33,1,2,188.4,1,36,37,1,10,123.5,0,0,0,1,0,0,28,0,0,5,13,3,10.361148176968292,0,4,8,7,4,12.615467593969717,0,10.9,3.7,-0.56,Dropout
1,40,1,8915,1,1,135.8,46,35,38,2,1,108.4,0,0,0,0,1,0,24,0,0,5,5,1,0.0,0,0,8,0,0,0.0,0,16.0,0.8,0.19,Dropout
1,44,4,9196,1,21,124.6,1,36,39,6,10,143.4,0,0,1,1,0,0,19,0,0,6,6,5,9.737895664513573,2,0,7,5,3,12.558010558107103,0,12.9,2.8,0.03,Graduate
1,1,1,8951,1,1,140.1,1,1,36,11,10,152.7,1,0,0,1,0,0,17,0,0,7,9,6,14.484122816058312,0,0,15,8,6,15.351960073932304,0,11.0,0.9,1.57,Graduate
1,19,1,9374,1,1,135.0,1,37,37,5,1,125.5,0,0,1,1,0,0,19,0,0,5,7,0,0.0,0,0,6,7,6,0.8196606311521695,0,9.5,1.5,-3.05,Dropout
1,45,1,9295,1,1,178.1,1,20,38,9,0,106.6,0,0,0,0,0,0,35,0,0,8,7,7,15.64694705222378,0,0,6,9,0,13.394912466635871,0,7.9,0.3,1.87,Graduate
1,16,3,9282,1,1,135.3,1,20,18,7,6,105.2,1,0,0,1,0,0,19,0,0,7,7,7,16.014139487533587,0,0,8,9,6,16.954527666257388,0,12.9,-0.5,1.53,Graduate
2,17,2,9453,1,1,123.7,1,37,18,10,9,123.9,0,0,0,1,0,0,41,0,0,5,8,2,8.588332481871157,0,0,8,7,0,0.0,0,7.6,1.4,-4.06,Dropout
2,36,1,8970,1,2,139.5,1,36,39,11,9,109.9,0,0,0,0,1,0,31,0,0,5,5,0,8.84744078465428,0,0,5,5,2,0.0,0,9.0,1.4,-1.27,Enrolled
1,16,2,8536,1,1,129.6,1,37,1,8,12,123.8,0,0,0,1,0,0,18,0,0,7,8,6,10.829371920743656,2,0,6,9,1,12.240954455774109,0,8.9,-0.8,0.76,Graduate
1,39,1,9461,1,39,169.2,1,37,37,10,6,131.6,0,0,0,1,0,0,37,0,0,5,0,0,0.15597281096270693,0,0,5,4,0,11.161762501859643,0,10.0,3.7,-2.12,Dropout
1,2,1,7746,1,1,129.4,1,2,38,5,10,118.9,1,0,0,0,0,0,17,0,0,6,6,4,10.521301869798336,0,0,6,8,6,10.853339036697404,0,9.9,-0.4,1.7,Graduate
1,37,1,9117,1,1,125.2,1,1,38,9,0,95.0,1,0,0,0,1,0,21,0,0,0,8,5,14.086933626408477,0,0,6,7,0,0.0,0,12.8,-0.8,0.81,Enrolled
1,3,2,9065,1,1,134.8,1,20,1,4,12,125.9,1,0,0,1,0,0,18,0,0,5,7,6,11.788410727421642,0,0,14,7,6,11.401220564869442,0,7.6,1.4,-1.12,Enrolled
2,16,1,9153,1,1,134.6,1,36,1,4,9,108.5,1,0,0,1,0,0,18,0,0,5,7,0,12.314120081995016,0,0,6,8,13,9.6693479745456,1,7.6,-0.5,0.1,Dropout
1,37,1,8979,1,1,118.2,1,35,1,9,7,126.1,0,0,0,1,0,0,19,0,0,6,8,7,14.34179540089443,0,0,6,7,5,16.047126857360723,0,9.2,0.7,1.9,Dropout
2,16,1,9366,1,1,141.9,1,1,37,11,4,122.7,1,0,0,1,0,0,27,0,0,6,6,5,10.98990863123634,0,0,6,8,6,0.0,0,10.1,-0.7,1.93,Enrolled
