Loan_ID_0,Loan_ID_1,Loan_ID_2,Loan_ID_3,Loan_ID_4,Loan_ID_5,Loan_ID_6,Loan_ID_7,Loan_ID_8,Gender_0,Gender_1,Married_0,Married_1,Dependents_0,Dependents_1,Dependents_2,Education_0,Education_1,Self_Employed_0,Self_Employed_1,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area_0,Property_Area_1,Loan_Status
0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,16826,0.0,27.0,360.0,1.0,1,1,Y
0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1000,2024.09953498,171.0,360.0,0.0,1,1,Y
0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,2548,326.37297021,9.0,360.0,1.0,1,1,N
1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,5078,4886.00306389,84.0,360.0,1.0,1,1,Y
1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1216,335.99686799,31.0,360.0,1.0,1,1,Y
1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,2825,0.0,79.0,360.0,1.0,1,1,Y
0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,2997,3628.05588264,126.0,240.0,1.0,1,1,N
0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1000,442.89214368,160.0,360.0,1.0,1,0,Y
0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,4432,4003.83045763,85.0,360.0,1.0,1,1,Y
0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,12555,2337.56283153,172.0,360.0,1.0,1,0,Y
0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1000,430.0410684,80.0,120.0,1.0,1,0,Y
1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,2499,4704.35707569,192.0,360.0,1.0,1,0,N
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,2629,845.10613397,79.0,360.0,1.0,1,1,N
1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1000,106.08343854,208.0,180.0,1.0,1,1,Y
1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,4815,2647.93792503,234.0,360.0,1.0,0,1,Y
1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,3284,4136.3380429,162.0,360.0,1.0,1,1,N
0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,2238,4479.45511717,9.0,360.0,1.0,0,1,N
1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,5173,3778.84314382,105.0,360.0,1.0,0,0,N
0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,3300,0.0,227.0,360.0,1.0,0,1,Y
0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,5921,2923.01596374,23.0,360.0,1.0,1,0,N
0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1769,442.75134352,163.0,300.0,1.0,1,1,Y
1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,2255,0.0,50.0,360.0,1.0,1,1,Y
0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1319,3206.7420178,226.0,180.0,1.0,1,1,N
1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,3815,145.14353783,187.0,360.0,1.0,1,1,Y
1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1000,565.35527647,17.0,360.0,1.0,1,1,N
1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,3976,116.20367132,121.0,360.0,1.0,1,0,Y
1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1000,5482.35676759,79.0,360.0,1.0,1,1,Y
1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,2417,2887.74135425,242.0,360.0,1.0,1,1,Y
0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,4425,3457.07018454,144.0,360.0,1.0,1,1,Y
0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1402,412.89227649,133.0,360.0,0.0,1,1,Y
1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,4338,1672.8485059,197.0,360.0,0.0,1,0,N
0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,3780,2927.99606958,165.0,360.0,1.0,1,1,Y
0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1655,2134.13112259,176.0,360.0,1.0,1,0,Y
1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,3530,433.62891045,104.0,360.0,1.0,1,0,N
1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,4749,5857.53051422,114.0,360.0,1.0,1,1,N
1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,10318,5027.68641595,165.0,360.0,1.0,1,1,N
1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,3203,2215.23460473,206.0,360.0,1.0,0,1,N
0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1688,2822.90863676,119.0,360.0,1.0,0,0,Y
1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,4558,3786.09148346,88.0,360.0,1.0,1,1,N
0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1596,3455.9218379,164.0,360.0,1.0,1,1,Y
0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,2592,985.08396494,202.0,360.0,1.0,1,1,N
1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,4895,0.0,212.0,360.0,0.0,0,1,N
0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,11880,6891.43919165,309.0,360.0,0.0,0,1,N
1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,5505,806.47981332,11.0,360.0,1.0,1,1,N
1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,3969,1615.1910169,233.0,180.0,1.0,0,0,Y
0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,2531,2385.6479535,194.0,480.0,1.0,1,1,Y
0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,2832,615.09911094,122.0,360.0,1.0,1,0,Y
0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,5928,3339.00449456,159.0,360.0,1.0,1,0,N
0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,2135,1966.6671,113.0,360.0,1.0,0,1,N
1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,2622,516.68633615,157.0,360.0,1.0,1,1,Y
0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1000,4067.73081271,167.0,300.0,1.0,0,1,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1000,1641.43451848,223.0,360.0,1.0,1,1,Y
1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,7431,203.19869827,68.0,360.0,1.0,0,0,N
1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,3645,431.36900601,44.0,360.0,1.0,1,1,Y
1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,2431,1864.3973034,221.0,360.0,1.0,0,1,N
0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,10067,4948.14274714,48.0,360.0,1.0,1,1,Y
1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,4397,3294.7745293,93.0,360.0,1.0,1,1,N
0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1029,2931.91363574,139.0,360.0,1.0,0,1,N
1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,2450,1209.91822837,155.0,180.0,1.0,1,0,Y
0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,2570,1805.17277469,81.0,360.0,1.0,1,1,Y
1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,3654,1813.1184636,172.0,360.0,1.0,1,0,N
0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1710,111.1837896,184.0,360.0,1.0,1,1,Y
1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,4221,5372.19295695,128.0,360.0,0.0,0,0,N
1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,3596,129.49863741,125.0,360.0,1.0,1,0,N
1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,11726,779.38728931,61.0,360.0,1.0,1,1,Y
0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,5947,851.07480051,160.0,360.0,1.0,1,0,Y
0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1000,2857.21494151,166.0,360.0,0.0,1,1,Y
1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,4083,355.63157337,188.0,360.0,1.0,0,1,Y
1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,4983,2253.63449542,121.0,360.0,1.0,1,1,Y
0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1000,832.91256522,341.0,360.0,1.0,1,0,Y
0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1000,3260.09917284,111.0,180.0,1.0,1,1,Y
0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,4480,2095.45319672,85.0,360.0,1.0,1,1,Y
1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,3034,6219.95515856,96.0,360.0,1.0,0,1,Y
0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1233,4081.68051346,86.0,360.0,1.0,1,1,N
1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,9692,2756.74091881,211.0,180.0,1.0,1,0,Y
1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1000,1967.65607649,64.0,180.0,1.0,1,1,Y
0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,4837,0.0,85.0,360.0,1.0,1,0,Y
1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,8763,2074.09841424,259.0,360.0,1.0,0,0,Y
1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,3276,0.0,111.0,360.0,1.0,0,1,N
0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,2010,1709.4785121,126.0,180.0,1.0,1,1,N
1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,7210,0.0,166.0,360.0,1.0,1,1,Y
1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1906,4186.83919749,218.0,360.0,1.0,1,1,Y
1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1470,1793.68366093,273.0,360.0,1.0,0,1,Y
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,3889,20.9392317,125.0,360.0,1.0,1,1,Y
1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,2887,4230.48502394,66.0,360.0,1.0,1,1,Y
0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,3788,1949.79893481,42.0,360.0,1.0,1,1,Y
1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1000,198.31419482,9.0,360.0,1.0,0,1,Y
1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1549,2330.4911014,9.0,360.0,0.0,1,0,Y
0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,2593,0.0,125.0,360.0,1.0,1,0,N
1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1000,192.14820498,244.0,180.0,1.0,1,0,N
0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1251,261.12257498,128.0,120.0,1.0,0,1,N
0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,5271,111.29873816,98.0,480.0,1.0,1,1,Y
0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,11654,2797.94535928,160.0,360.0,1.0,1,1,Y
1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1000,6.11207399,193.0,360.0,1.0,1,1,Y
1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,4275,0.0,142.0,360.0,1.0,1,1,Y
1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1000,2815.83912118,28.0,360.0,1.0,0,0,Y
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1000,0.0,126.0,360.0,1.0,0,0,Y
0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1770,8511.63623888,67.0,360.0,1.0,0,1,Y
1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,6821,0.0,214.0,360.0,1.0,1,1,N
1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,3594,0.0,173.0,360.0,1.0,1,1,N
1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,7146,3380.72404917,188.0,360.0,1.0,0,1,Y
1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,3955,1359.24064459,139.0,360.0,1.0,1,1,Y
1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,3509,5939.56130206,152.0,360.0,1.0,0,0,Y
1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,3206,5698.80271006,9.0,360.0,1.0,0,1,N
0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3337,0.0,132.0,360.0,1.0,1,0,Y
1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,4884,4028.59132147,72.0,360.0,1.0,1,0,N
1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,5419,424.53103678,9.0,360.0,1.0,1,0,N
1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,4677,3537.06518157,106.0,360.0,1.0,0,0,Y
0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,6192,8027.34087597,116.0,360.0,1.0,1,0,N
0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1000,6104.30968854,223.0,360.0,1.0,0,1,Y
1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,2451,2247.90784049,27.0,360.0,0.0,1,0,Y
1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,2559,0.0,36.0,360.0,1.0,1,1,Y
1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,3232,2763.63768654,35.0,300.0,1.0,1,0,Y
1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,3023,1897.91639061,108.0,360.0,1.0,1,1,Y
1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1000,5166.15415041,129.0,360.0,1.0,0,1,N
0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1000,0.0,174.0,360.0,1.0,1,1,N
1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1778,3471.96601118,84.0,360.0,1.0,1,1,Y
0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,2080,1101.35683578,177.0,360.0,0.0,1,1,Y
1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,5431,2122.80341642,146.0,360.0,1.0,1,0,Y
0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,2257,3739.75299874,172.0,360.0,1.0,0,1,Y
0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,4746,1978.66410188,102.0,360.0,1.0,1,1,N
0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1435,753.40863786,28.0,360.0,1.0,1,0,Y
0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,5972,313.0747629,117.0,360.0,1.0,0,1,Y
0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,3963,362.87271588,205.0,36.0,1.0,1,1,N
1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,9861,677.78469763,36.0,360.0,1.0,1,1,Y
1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1945,2960.11477999,9.0,360.0,1.0,0,1,N
1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,4077,732.99930664,26.0,360.0,1.0,1,0,Y
