Loan_ID_0,Loan_ID_1,Loan_ID_2,Loan_ID_3,Loan_ID_4,Loan_ID_5,Loan_ID_6,Loan_ID_7,Loan_ID_8,Gender_0,Gender_1,Married_0,Married_1,Dependents_0,Dependents_1,Dependents_2,Education_0,Education_1,Self_Employed_0,Self_Employed_1,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area_0,Property_Area_1,Loan_Status_0,Loan_Status_1
0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,484,6248.27346601,139.0,360.0,1.0,0,0,1,0
1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,150,7463.04941267,9.0,360.0,1.0,1,1,1,1
1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,3835,1270.44873799,59.0,360.0,1.0,1,1,1,0
1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,150,477.77091308,104.0,360.0,1.0,1,1,1,0
1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,5250,2361.11390669,72.0,360.0,1.0,1,0,1,1
0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1511,6005.15911558,133.0,360.0,1.0,1,1,1,0
0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,841,3601.07926308,32.0,180.0,0.0,0,0,1,0
1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,190,2448.12287791,10.0,360.0,1.0,1,1,0,0
0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1634,4082.79166056,142.0,360.0,1.0,1,1,1,0
1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1197,1674.0581854,101.0,180.0,1.0,1,0,1,1
0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,150,2736.36852302,93.0,360.0,1.0,0,1,1,0
1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1212,6101.15012698,51.0,360.0,0.0,0,1,0,0
0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,150,2275.85357622,143.0,360.0,1.0,0,1,0,0
1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,150,0.0,45.0,360.0,0.0,0,0,1,1
1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,2845,3795.18487181,132.0,360.0,1.0,1,0,1,0
1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,677,2228.12298375,50.0,360.0,1.0,0,0,0,1
1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,3006,1820.68596583,9.0,360.0,1.0,0,1,1,0
1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,854,0.0,33.0,360.0,1.0,0,1,1,0
0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,150,4391.99117241,113.0,360.0,1.0,0,1,0,0
0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,395,3887.75844475,9.0,360.0,1.0,1,1,1,1
0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,4517,1392.00782557,176.0,360.0,1.0,1,1,1,0
1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,804,999.76073264,39.0,360.0,1.0,1,1,1,0
1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,438,5638.86344048,31.0,360.0,0.0,1,0,0,0
0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,150,3257.25092745,9.0,360.0,1.0,1,0,0,0
1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,356,5846.96118138,104.0,360.0,1.0,0,0,1,0
1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,346,568.05154159,63.0,360.0,1.0,1,1,1,1
1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,150,3567.13073918,199.0,360.0,1.0,0,1,1,0
1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,150,566.29380271,9.0,360.0,0.0,1,0,1,1
0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,2148,2217.61365624,77.0,180.0,1.0,0,1,1,0
1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1623,443.59515505,9.0,360.0,1.0,0,0,1,0
1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,642,3020.44577265,84.0,360.0,1.0,1,1,1,0
1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1844,3200.38564465,118.0,360.0,1.0,1,0,0,1
0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,2530,1409.2588362,20.0,360.0,0.0,1,0,1,1
1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,637,5478.01471813,99.0,360.0,1.0,1,0,1,0
1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,150,3399.46847089,21.0,360.0,1.0,1,0,1,0
1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,3825,3846.27375092,33.0,360.0,1.0,1,1,1,1
1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,6330,4655.15831868,9.0,360.0,1.0,1,1,1,1
1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1054,450.54574632,20.0,360.0,1.0,0,1,1,0
1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,150,3432.28889215,85.0,360.0,1.0,1,1,1,0
0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,4767,2096.63829985,16.0,360.0,1.0,1,0,1,0
1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1475,3630.81744749,21.0,360.0,1.0,1,0,1,0
1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,756,6301.15936726,40.0,360.0,1.0,1,1,1,0
1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,18567,1821.74041393,129.0,360.0,1.0,1,0,1,0
1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,2215,2188.17736947,283.0,360.0,1.0,1,1,1,0
1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,887,3445.56588754,9.0,360.0,1.0,1,0,1,1
1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,728,6900.32299565,13.0,360.0,1.0,1,0,1,0
0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,150,4012.42711121,76.0,360.0,1.0,0,1,1,1
1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,4464,569.98099545,9.0,360.0,1.0,1,1,1,0
1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,150,2688.62306485,100.0,360.0,1.0,1,1,1,0
0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1950,2938.31448016,91.0,360.0,1.0,0,1,0,0
1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2418,2081.32966994,9.0,360.0,1.0,1,1,1,0
1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,238,7127.17746667,48.0,360.0,1.0,0,1,1,0
0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1283,44.32466422,131.0,360.0,0.0,0,0,1,0
1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,3277,3430.7506912,93.0,360.0,1.0,0,1,1,0
1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,4606,12935.98440622,252.0,360.0,1.0,1,0,1,0
1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,150,4049.76708033,441.0,360.0,1.0,1,0,0,0
0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,150,525.53850221,183.0,360.0,1.0,1,1,1,0
1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,150,0.0,9.0,360.0,1.0,0,1,1,0
0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,4201,2705.47675865,139.0,360.0,1.0,1,1,0,0
0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,150,7516.3823891,64.0,360.0,1.0,0,1,1,0
0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,150,720.36293691,9.0,360.0,1.0,1,0,1,0
1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,150,3533.33039221,54.0,360.0,1.0,0,1,1,0
0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,2345,3018.51821666,18.0,360.0,1.0,1,1,1,0
1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,150,2687.48875504,9.0,360.0,1.0,1,1,1,0
1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,3980,7477.4759505,166.0,360.0,0.0,1,1,0,0
1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,8174,3813.61564394,9.0,360.0,1.0,1,0,1,0
1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,150,2553.47748195,9.0,360.0,1.0,1,1,0,0
1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,973,5254.82643873,29.0,360.0,1.0,1,1,1,0
0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1369,2079.31867111,135.0,360.0,1.0,1,0,1,0
0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,4351,5005.62490195,143.0,360.0,1.0,1,1,1,0
1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,3150,3494.80365646,9.0,360.0,1.0,0,1,1,0
0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,2660,2981.05669534,14.0,360.0,1.0,1,1,1,0
1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,311,3391.05645637,9.0,360.0,1.0,0,0,1,0
0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1097,3201.0592696,47.0,360.0,1.0,1,1,1,0
1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,9496,1418.70900707,33.0,360.0,1.0,1,1,1,0
1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1340,0.0,67.0,360.0,1.0,1,0,1,0
0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1568,607.67029844,71.0,360.0,0.0,0,0,1,1
1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,2712,604.20721002,9.0,360.0,1.0,0,1,1,1
0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,2287,683.69995648,25.0,360.0,1.0,1,1,1,0
0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,4057,752.87256112,9.0,300.0,1.0,0,0,1,0
1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,150,0.0,140.0,360.0,1.0,1,0,1,0
1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,179,0.0,37.0,360.0,1.0,0,0,0,0
1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,150,6045.90219795,9.0,360.0,1.0,1,0,1,0
1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,150,3875.0735304,10.0,360.0,1.0,0,1,1,0
0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,750,3823.64776538,18.0,360.0,1.0,1,0,1,1
1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1507,3480.807735,9.0,360.0,1.0,0,1,0,0
1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,150,2985.17077122,20.0,360.0,1.0,1,1,1,0
0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,3415,227.14671229,42.0,360.0,1.0,0,0,1,1
0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,9836,2753.14369059,118.0,360.0,0.0,1,1,1,0
0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,150,3825.11059035,77.0,360.0,1.0,0,1,1,0
1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,150,3579.17492415,9.0,360.0,1.0,1,1,1,0
1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,150,3262.32697854,153.0,360.0,0.0,1,1,1,0
1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,497,4127.47816786,53.0,360.0,1.0,0,1,1,0
1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,4429,3094.87794404,9.0,360.0,1.0,1,0,1,0
1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,150,2629.30214229,16.0,360.0,1.0,1,1,0,0
0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,150,1872.89562744,95.0,360.0,1.0,1,0,1,1
1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,150,553.98795206,71.0,360.0,1.0,0,0,1,0
0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,3818,671.0474206,9.0,180.0,1.0,0,0,1,0
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,307,13394.34958719,39.0,360.0,1.0,1,1,1,0
1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,150,500.83560275,86.0,360.0,1.0,1,1,1,0
0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,2644,3622.52321086,9.0,180.0,1.0,0,0,1,0
1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,598,3718.44669849,150.0,360.0,0.0,1,1,0,1
0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,5914,4806.1288535,39.0,360.0,1.0,0,1,1,0
1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,8323,588.72046134,22.0,360.0,1.0,0,1,1,0
1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1769,2715.89046588,79.0,360.0,1.0,0,0,0,0
1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1523,4324.04821953,72.0,360.0,1.0,1,1,1,1
1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,150,3605.00455657,67.0,360.0,1.0,1,1,1,0
1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,904,593.73869954,51.0,360.0,1.0,0,1,1,1
1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,2388,3089.84102988,12.0,360.0,1.0,1,1,1,0
1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,150,0.0,24.0,360.0,1.0,1,0,1,0
0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,2727,5519.54572675,71.0,300.0,1.0,1,1,1,0
1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,150,697.27490091,30.0,360.0,1.0,1,0,0,1
0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,150,2946.45943845,10.0,360.0,1.0,0,1,0,1
0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,150,192.26513496,140.0,360.0,1.0,0,1,1,0
1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1179,2023.28262473,9.0,360.0,1.0,1,1,1,0
0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,6844,6961.04847119,9.0,360.0,1.0,1,1,0,1
0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,150,3268.51633913,42.0,360.0,1.0,1,0,0,1
1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,4640,5112.20784913,21.0,360.0,1.0,0,1,0,1
0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1903,3532.61065472,88.0,360.0,1.0,1,1,1,0
0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,150,1107.285857,95.0,360.0,1.0,0,1,1,0
1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,150,242.40330389,9.0,360.0,1.0,0,1,1,0
0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,150,3.74540608,29.0,360.0,1.0,0,1,0,0
0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,834,12559.73923156,25.0,360.0,0.0,0,0,1,0
1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,3869,6538.54432661,17.0,360.0,1.0,1,0,1,0
0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,905,3415.16993855,33.0,360.0,1.0,1,1,1,1
1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,3792,3056.44600335,110.0,360.0,1.0,0,1,1,0
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,150,5145.02162117,65.0,360.0,1.0,1,1,1,1
1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,150,2842.47470001,57.0,360.0,1.0,1,1,1,0
1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,433,2897.18121091,9.0,360.0,1.0,1,1,1,1
1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,2316,1585.55878044,9.0,360.0,1.0,1,1,1,0
0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1872,156.4332632,91.0,360.0,1.0,0,0,1,0
0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,275,5125.95263879,47.0,360.0,1.0,0,0,1,0
1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,150,580.44421614,355.0,360.0,1.0,0,1,0,1
1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,150,614.43732355,9.0,360.0,1.0,1,1,1,0
0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,4546,2548.93605733,80.0,360.0,1.0,1,1,1,0
0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,3834,355.03083715,17.0,360.0,1.0,0,1,1,0
1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,5275,2342.42011684,9.0,360.0,1.0,1,1,1,0
0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,431,2686.36545937,17.0,360.0,1.0,0,0,1,1
0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,3667,3604.21741253,40.0,180.0,1.0,0,1,1,1
1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,6746,5970.53282136,10.0,360.0,1.0,1,1,1,0
0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,4408,3948.03799751,9.0,360.0,1.0,0,0,1,0
1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,150,3760.38370643,62.0,360.0,1.0,1,0,1,0
0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,2070,10856.47732653,286.0,180.0,1.0,0,0,0,1
1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,743,3568.35727408,16.0,360.0,1.0,0,0,1,0
1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,150,1807.34802299,64.0,360.0,1.0,0,1,1,0
0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1781,181.13297098,104.0,360.0,0.0,1,1,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,150,68.28755462,62.0,360.0,1.0,1,1,1,0
0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1688,2024.11683588,36.0,180.0,1.0,1,0,0,0
1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1846,4937.00573705,9.0,360.0,1.0,1,1,1,0
1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1508,678.3454092,37.0,360.0,1.0,1,1,1,0
1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,150,5847.00407959,173.0,360.0,1.0,0,1,1,0
0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,3577,3377.15954579,119.0,360.0,1.0,1,1,1,1
1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,319,408.78987452,277.0,360.0,0.0,1,1,1,0
1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,150,3762.69976029,20.0,360.0,1.0,1,1,0,0
1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,2209,3687.44247513,88.0,360.0,1.0,0,1,1,0
1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,255,5787.82337722,52.0,360.0,1.0,1,0,1,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1610,103.84837827,42.0,360.0,1.0,1,0,1,1
1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,716,3027.54996026,58.0,360.0,1.0,0,1,1,0
