age,job_0,job_1,job_2,job_3,marital_0,marital_1,education_0,education_1,education_2,default_0,default_1,balance,housing_0,housing_1,loan_0,loan_1,contact_0,contact_1,day,month_0,month_1,month_2,month_3,duration,campaign,pdays,previous,poutcome_0,poutcome_1,poutcome_2,y
59,1,0,0,0,0,1,1,0,0,0,1,354,0,1,0,1,1,0,11,0,0,0,1,180,6,-1,0,0,0,1,no
33,0,0,0,0,1,1,0,1,0,0,1,982,0,1,1,0,1,0,14,1,0,0,1,180,4,-1,0,0,0,1,no
47,0,1,0,0,1,0,1,0,0,0,1,856,1,0,0,1,0,1,5,0,0,0,1,169,2,-1,0,0,0,1,no
38,0,1,1,0,1,1,0,1,1,0,1,-29,0,1,0,1,1,0,6,0,0,0,1,125,2,-1,0,0,1,0,no
33,0,1,0,0,1,0,0,1,0,0,1,306,1,0,1,0,1,0,17,1,0,1,1,85,4,-1,0,0,0,1,no
41,0,1,1,1,0,1,0,1,0,0,1,-46,1,0,0,1,1,0,18,0,0,1,1,83,1,-1,0,0,1,1,no
42,0,0,1,1,0,1,0,1,0,0,1,675,1,0,1,0,1,0,20,1,0,0,0,207,2,-1,0,0,0,1,no
56,0,0,1,1,0,1,0,0,1,0,1,941,1,0,1,0,1,0,17,0,1,1,0,103,10,-1,0,0,0,1,no
42,0,1,1,0,0,1,0,1,0,0,1,477,1,0,0,1,1,0,15,0,1,1,0,238,1,-1,0,0,0,1,no
39,0,1,0,0,0,1,1,0,0,0,1,278,1,0,0,1,0,1,5,0,0,0,0,103,8,-1,0,0,0,1,no
35,1,0,1,1,1,0,0,1,0,0,1,559,0,1,0,1,1,0,16,0,0,0,1,407,1,-1,0,0,0,1,no
30,1,0,0,1,1,0,0,0,1,0,1,832,0,1,0,1,1,0,6,0,0,1,1,409,3,-1,0,0,0,1,no
37,0,1,1,1,0,1,0,1,0,0,1,400,0,1,0,1,1,0,19,0,0,1,0,323,1,178,2,0,1,0,no
40,0,1,0,0,0,1,0,1,0,0,1,768,0,1,0,1,0,0,7,0,0,0,1,955,1,-1,0,0,0,1,no
31,0,1,0,1,1,0,0,1,0,0,1,224,1,0,1,0,1,0,8,1,1,0,0,47,1,-1,0,0,0,1,no
25,1,0,1,0,1,0,0,0,1,0,1,74,0,1,0,1,0,1,30,0,0,0,1,135,28,-1,0,0,0,1,no
58,0,1,0,0,0,1,1,0,0,0,1,24,0,1,0,1,0,1,17,0,0,0,1,225,4,-1,0,0,0,1,no
49,0,1,1,0,1,1,0,1,0,0,1,1919,0,1,0,1,0,1,21,0,0,0,1,568,1,-1,0,0,0,1,yes
31,0,1,0,0,1,1,0,1,0,0,1,11,0,1,0,1,1,0,11,0,1,0,1,0,14,-1,0,0,0,1,no
29,0,0,1,0,1,0,0,1,0,0,1,128,0,1,1,0,1,0,25,0,1,0,0,86,5,-1,0,0,0,1,no
36,1,0,0,0,1,0,0,1,0,0,1,210,1,0,0,1,1,0,10,0,0,1,1,180,1,-1,0,0,0,1,no
55,0,0,1,1,1,1,0,1,0,0,1,210,1,0,0,1,0,1,17,0,0,1,0,736,4,-1,0,0,0,1,no
34,1,0,1,0,0,1,1,0,0,0,1,1026,0,1,0,1,1,0,7,0,0,1,1,82,1,-1,0,0,0,1,no
45,0,1,1,0,1,1,0,1,0,0,1,321,1,0,0,1,1,0,18,0,1,0,0,359,2,-1,0,0,0,1,no
27,0,1,0,1,0,1,0,1,0,0,1,705,0,1,1,0,1,0,7,0,0,0,1,30,4,292,6,0,1,0,no
73,0,1,1,0,1,1,0,1,0,0,1,28,1,0,0,1,1,0,31,0,1,0,1,100,6,87,4,1,0,0,yes
40,0,0,1,0,0,1,0,1,0,0,1,188,1,0,0,1,1,0,5,1,0,0,0,269,2,-1,0,0,0,1,no
35,0,1,0,0,0,1,0,1,0,0,1,-664,0,1,1,0,1,0,14,0,0,0,1,37,1,-1,0,0,0,1,no
38,0,1,1,1,0,1,1,0,0,0,1,-33,0,1,0,1,1,0,15,0,0,0,1,20,5,-1,0,0,0,1,no
31,0,1,1,0,1,1,0,1,0,0,1,559,1,0,0,1,1,0,19,0,1,1,1,277,6,-1,0,0,0,1,no
56,0,1,1,0,0,1,0,1,0,0,1,324,1,0,1,0,0,1,3,0,0,0,1,70,1,-1,0,0,0,1,no
69,0,1,0,1,1,0,0,0,1,0,1,-29,1,0,0,1,1,0,5,1,0,0,1,348,2,-1,0,0,0,1,yes
35,0,1,0,1,0,1,0,0,1,0,1,112,0,1,0,1,1,0,11,0,0,0,1,101,3,-1,0,0,0,1,no
36,1,0,0,0,0,1,1,0,0,0,1,816,0,1,0,1,1,0,13,0,0,0,1,45,2,363,9,0,1,0,no
38,0,0,0,1,0,1,0,0,1,0,1,-12,0,1,0,1,0,1,3,0,0,1,0,32,2,-1,0,0,0,1,no
38,0,1,1,1,0,1,0,0,1,0,1,-55,0,1,0,1,0,1,4,0,0,0,1,422,1,327,2,0,1,0,no
31,0,1,0,0,1,0,0,1,0,0,1,1209,0,1,0,1,0,1,26,0,0,0,1,116,1,-1,0,0,0,1,no
60,1,0,0,0,0,1,1,0,0,0,1,363,0,1,0,1,0,1,14,0,0,0,1,173,4,-1,0,0,0,1,no
57,0,1,1,1,0,1,1,0,0,0,1,2068,1,0,0,1,1,1,4,0,1,0,0,100,1,183,0,0,1,0,no
53,0,1,0,0,0,1,0,1,0,0,1,484,0,1,0,1,0,1,12,0,0,0,1,289,3,-1,0,0,0,1,no
56,0,0,0,1,1,1,1,0,0,0,1,487,1,0,0,1,0,1,5,0,0,1,0,526,1,-1,0,0,0,1,no
46,0,1,1,0,0,1,0,1,0,0,1,395,1,0,0,1,0,1,8,0,0,1,0,135,1,-1,0,0,0,1,no
56,0,1,0,0,0,1,1,0,0,0,1,1315,1,0,0,1,1,0,16,0,0,1,1,152,1,-1,0,0,0,1,no
33,0,0,1,0,1,0,0,0,1,0,1,520,0,1,0,1,1,1,4,0,0,1,1,161,1,-1,0,0,0,1,no
37,0,1,0,0,0,1,0,1,0,0,1,820,0,1,1,0,1,0,15,0,0,0,1,65,2,-1,0,0,0,1,no
33,0,1,1,1,1,0,0,1,0,0,1,-262,0,1,0,1,1,0,3,1,0,0,1,492,1,289,1,0,1,0,no
37,0,1,1,1,1,0,0,1,0,0,1,-17,1,0,1,0,0,1,20,0,0,1,0,107,1,-1,0,0,0,1,no
65,0,1,0,1,0,1,0,0,1,0,1,2587,1,0,1,0,1,0,14,0,1,0,0,277,6,181,0,0,0,1,no
38,0,0,1,0,0,1,0,0,1,0,1,512,1,0,0,1,1,0,20,0,1,1,0,61,3,-1,0,0,0,1,no
35,0,1,1,1,0,1,0,1,0,0,1,402,0,1,0,1,1,0,17,0,0,1,1,828,5,-1,0,0,0,1,no
52,0,1,1,1,0,1,0,1,0,0,1,-245,0,1,1,0,1,0,6,0,0,0,1,296,1,159,2,0,1,0,no
35,0,0,1,1,0,1,1,0,0,0,1,182,1,0,0,1,1,0,4,1,0,0,1,113,2,-1,0,0,0,1,no
55,1,0,0,0,0,1,0,1,0,0,1,82,1,0,0,1,0,1,17,0,0,1,0,197,4,-1,0,0,0,1,no
39,0,0,1,0,1,0,0,1,0,0,1,-160,0,1,0,1,1,0,5,0,0,0,1,59,2,-1,0,0,0,1,no
61,0,0,1,0,0,1,1,0,0,0,1,2577,1,0,0,1,0,1,6,0,0,0,1,266,17,-1,0,0,0,1,no
57,0,1,1,0,1,0,0,1,0,0,1,307,0,1,0,1,1,0,17,1,0,1,1,232,2,342,2,0,1,0,no
53,0,1,1,0,1,1,0,1,0,0,1,964,1,0,0,1,1,0,9,0,0,1,1,120,3,-1,0,0,0,1,no
61,0,0,0,1,0,1,0,0,1,0,1,927,1,0,0,0,1,0,18,0,1,0,0,21,1,-1,0,0,0,1,no
44,0,1,0,1,0,1,0,1,0,0,1,228,0,1,1,0,1,0,31,1,0,0,0,503,7,-1,0,0,0,1,no
33,0,0,0,1,0,1,0,0,1,0,1,-243,0,1,0,1,1,0,30,1,0,1,1,368,2,133,4,0,1,0,no
32,0,1,0,0,1,0,0,1,0,0,1,1058,0,1,0,1,1,0,19,1,0,1,1,294,2,-1,0,0,0,1,no
34,0,1,0,0,1,0,0,1,0,0,1,1108,0,1,0,1,1,1,13,0,0,0,1,216,4,-1,0,0,0,1,no
22,0,1,0,0,0,1,0,1,0,0,1,-6,0,1,0,1,0,1,6,0,0,0,1,120,2,-1,0,0,1,1,no
29,0,1,0,0,1,0,0,1,0,0,1,60,0,1,0,1,1,0,18,0,0,1,0,233,6,-1,0,0,0,1,no
29,0,1,0,1,0,1,0,0,1,0,1,-147,1,0,0,1,1,0,28,0,0,0,1,110,6,-1,0,0,0,1,no
34,0,1,0,0,1,1,0,1,0,0,1,739,0,1,0,1,0,1,18,0,0,0,1,78,3,-1,0,0,0,1,no
25,0,0,1,0,1,0,0,1,0,0,1,718,0,1,0,1,1,0,30,1,0,1,1,1142,2,-1,0,0,0,1,yes
37,1,0,0,1,0,1,0,0,1,0,1,84,1,0,0,1,1,0,6,1,0,0,0,175,1,-1,0,0,0,1,no
74,0,1,1,1,0,1,0,0,1,0,1,991,1,0,0,1,1,0,15,0,1,1,0,398,1,-1,0,0,0,1,yes
28,0,1,1,0,1,0,0,0,1,0,1,268,1,0,0,1,1,0,19,0,1,1,0,38,1,207,1,0,1,0,no
58,0,1,1,0,1,1,0,1,0,0,1,1170,0,1,1,0,0,1,18,0,0,0,1,363,1,-1,0,0,0,1,no
32,0,1,1,1,1,1,0,0,1,0,1,367,0,1,0,1,1,0,29,1,0,0,1,105,4,270,0,0,1,1,no
44,0,0,1,0,0,1,0,1,0,0,1,160,0,1,0,1,0,1,7,0,0,0,1,63,1,-1,0,0,0,1,no
36,0,0,1,0,1,0,0,0,1,0,1,198,1,0,0,1,1,0,17,0,1,1,0,398,2,235,17,0,1,1,no
38,0,0,1,0,1,0,0,1,0,0,1,667,0,1,0,1,1,0,20,0,1,0,0,138,2,-1,0,0,0,1,no
31,0,1,1,0,1,0,0,0,0,0,1,-47,1,0,0,1,1,0,16,0,0,1,1,164,1,-1,0,0,0,1,no
34,0,0,0,1,0,1,0,0,1,0,1,554,0,1,1,0,1,0,5,0,0,0,1,94,5,-1,0,0,0,1,no
55,0,1,0,1,0,1,0,0,1,0,1,43,1,0,0,1,1,0,4,0,1,0,0,170,1,122,2,1,0,0,no
48,0,0,1,0,1,1,0,1,0,0,1,-40,0,1,0,1,0,1,5,0,0,0,1,25,4,-1,0,0,0,1,no
54,0,1,0,1,1,1,0,1,0,0,1,1631,1,0,0,1,1,1,6,0,0,0,1,190,5,-1,0,0,0,1,no
47,0,0,1,1,0,1,0,1,0,0,1,1206,1,0,0,1,1,1,18,0,0,1,1,455,3,-1,0,0,0,1,no
41,0,0,0,1,0,1,0,0,1,0,1,824,0,1,0,1,0,1,15,0,0,1,0,28,1,-1,0,0,0,1,no
53,0,0,1,1,0,1,0,1,0,0,1,308,1,0,0,1,1,0,21,0,0,1,1,171,1,-1,0,0,0,1,no
24,1,1,0,0,1,0,0,1,0,0,1,-437,0,1,1,0,1,0,17,0,1,0,0,103,2,187,1,0,1,0,no
40,1,0,1,0,0,1,1,0,0,0,1,-298,1,0,0,1,1,0,31,1,0,0,1,34,5,-1,0,0,0,1,no
27,0,1,0,0,1,1,0,1,0,0,1,-473,0,1,0,1,1,0,17,0,1,0,1,445,1,304,2,1,0,0,no
55,1,0,1,0,1,0,0,1,0,0,1,240,1,0,0,1,1,0,5,1,0,0,1,503,3,-1,0,0,0,1,no
56,0,1,1,0,0,1,1,0,0,0,1,760,1,0,0,1,0,1,4,0,0,0,0,783,1,-1,0,0,0,1,no
66,0,1,1,1,0,1,0,1,0,0,1,-321,1,0,0,1,1,0,6,1,0,0,0,266,1,171,2,0,1,0,no
42,0,1,1,1,1,1,0,1,0,0,1,693,0,1,0,1,1,0,14,1,0,1,1,255,5,-1,0,0,0,1,no
47,1,0,1,0,0,1,0,0,1,0,1,122,1,0,1,0,1,0,3,1,0,0,1,77,1,-1,0,0,0,1,no
57,0,1,1,1,0,1,0,1,0,0,1,1159,1,0,0,1,1,0,16,1,0,1,1,646,2,188,2,0,1,0,no
33,0,1,0,0,0,1,1,0,0,0,1,-530,0,1,0,1,1,0,11,1,0,0,0,194,1,307,1,0,1,0,no
35,0,0,1,0,1,0,0,1,0,0,1,115,0,1,0,1,1,0,22,1,0,1,0,303,1,-1,0,0,0,1,no
44,0,1,1,1,0,1,0,0,1,0,1,139,0,1,0,1,1,0,12,0,0,0,1,252,1,-1,0,0,0,1,no
33,0,1,0,0,0,1,0,1,0,0,1,-13,0,1,0,1,1,0,18,0,0,0,1,107,5,298,2,0,1,0,no
31,0,0,0,1,1,0,0,0,1,0,1,1792,1,0,0,1,1,0,20,0,1,1,0,307,1,-1,0,0,0,1,no
54,0,1,0,1,0,1,0,1,0,0,1,51,1,0,0,1,1,0,30,0,0,1,1,98,3,-1,0,0,0,1,no
40,0,0,0,1,0,1,0,0,1,0,1,568,0,1,0,1,0,1,21,0,0,0,1,459,2,-1,0,0,0,1,no
26,0,1,1,0,1,0,0,0,1,0,1,453,1,0,1,0,1,0,7,0,0,0,1,545,1,-1,0,0,0,1,no
32,0,0,0,1,0,1,0,0,1,0,1,323,0,1,0,1,1,0,10,0,1,0,0,791,7,-1,0,0,0,1,no
44,0,1,0,0,0,1,1,0,0,0,1,-285,0,1,0,1,0,1,7,0,0,0,1,454,4,334,0,0,1,1,no
38,0,1,0,0,1,0,0,1,0,0,1,795,1,0,0,1,1,0,17,1,0,1,1,27,1,-1,0,0,0,1,no
34,0,0,1,0,1,0,0,1,0,0,1,-8,0,1,0,1,0,1,27,0,0,0,1,295,1,-1,0,0,0,1,no
32,0,1,0,0,0,1,0,1,0,0,1,-128,0,1,1,0,1,0,29,1,0,1,1,57,4,-1,0,0,0,1,no
47,1,0,1,1,0,1,1,0,0,0,1,48,0,1,1,0,1,0,19,1,0,1,1,71,5,-1,0,0,0,1,no
38,0,0,1,0,0,1,1,0,0,0,1,290,1,0,0,1,1,0,3,1,0,0,1,247,1,-1,0,0,0,1,no
30,0,0,1,1,0,1,0,0,1,0,1,235,0,1,1,0,1,0,6,1,1,0,0,128,2,-1,0,0,0,1,no
41,0,1,0,0,1,0,0,1,0,0,1,401,0,1,0,1,1,0,19,0,0,1,1,257,1,348,2,0,1,1,no
31,0,0,1,1,1,1,0,0,1,0,1,66,0,1,0,1,1,0,13,0,0,0,1,257,1,372,2,0,1,0,no
37,1,0,0,1,1,0,0,1,0,0,1,927,0,1,0,1,1,1,19,0,0,1,0,84,2,-1,0,0,0,1,no
35,1,0,0,1,0,1,0,1,0,0,1,231,1,0,0,1,0,1,3,0,0,1,0,372,5,-1,0,0,0,1,no
44,0,0,0,1,1,1,0,0,1,0,1,-200,0,1,0,1,0,1,16,0,0,0,1,39,2,-1,0,0,0,1,no
50,0,0,1,0,1,0,0,1,0,0,1,353,0,1,0,1,1,0,20,0,0,0,1,147,2,-1,0,0,0,1,no
59,0,1,0,1,0,1,0,1,0,0,1,134,1,0,0,1,1,0,27,0,1,0,0,55,5,-1,0,0,0,1,no
36,0,0,0,1,0,1,0,0,1,0,1,104,0,1,1,0,1,0,12,1,0,1,1,75,4,-1,0,0,0,1,no
24,0,1,0,0,1,0,1,0,0,0,1,-110,0,1,1,0,1,0,23,0,1,0,1,158,5,210,2,0,1,0,no
51,0,1,1,0,1,1,0,0,1,0,1,497,0,1,0,1,1,0,18,0,0,0,1,153,2,-1,0,0,0,1,no
34,0,0,1,0,0,1,0,1,0,0,1,-48,0,1,0,1,0,1,19,0,0,0,1,42,1,-1,0,0,0,1,no
41,0,1,1,1,0,1,0,1,0,0,1,553,0,1,0,1,1,0,5,1,0,0,1,216,2,-1,0,0,0,1,no
50,1,1,0,0,1,1,1,0,0,0,1,-298,0,1,0,1,1,0,30,1,0,1,1,270,2,-1,0,0,0,1,no
34,0,0,1,1,1,0,0,0,1,0,1,411,0,1,0,1,1,0,5,1,0,0,1,112,1,-1,0,0,0,1,no
40,0,0,1,1,0,1,0,1,0,0,1,1109,0,1,0,1,0,1,29,0,0,0,1,340,3,-1,0,0,0,1,no
61,0,1,0,1,1,0,0,0,1,0,1,909,1,0,0,1,1,0,19,1,0,1,1,426,1,-1,0,0,0,1,yes
48,0,0,0,1,0,1,0,0,1,0,1,-127,1,0,0,1,1,0,18,0,1,1,0,29,1,107,7,0,1,0,no
33,0,1,0,0,1,1,0,1,0,0,1,299,0,1,0,1,1,0,8,0,1,0,0,104,1,98,8,1,0,0,no
32,0,1,1,1,0,1,0,1,0,0,1,-98,1,0,0,1,0,1,17,0,0,1,0,199,2,-1,0,0,0,1,no
44,0,0,1,0,1,1,0,1,0,0,1,662,1,0,0,1,1,0,21,0,1,1,0,158,2,-1,0,0,0,1,no
39,0,1,0,0,0,1,0,1,0,0,1,145,0,1,0,1,1,0,13,0,0,0,1,203,1,-1,0,0,0,1,no
48,0,1,1,0,1,0,0,1,0,0,1,1818,1,0,0,1,1,0,19,0,1,1,0,804,6,-1,0,0,0,1,yes
33,0,0,0,0,1,0,0,1,0,0,1,958,0,1,0,1,1,0,13,0,0,0,1,275,1,-1,0,0,0,1,no
43,1,0,1,1,0,1,1,0,0,0,1,487,1,0,1,0,1,1,19,0,0,1,0,59,1,-1,0,0,0,1,no
52,0,1,0,0,0,1,0,1,0,0,1,107,0,1,0,1,1,0,12,0,1,0,0,189,2,108,2,1,0,0,no
30,0,1,0,0,1,1,0,1,0,0,1,445,0,1,0,1,0,1,12,0,0,0,1,753,1,-1,0,0,0,1,no
31,0,0,0,1,1,0,0,0,1,0,1,465,0,1,1,0,1,0,28,1,0,0,0,301,1,-1,0,0,0,1,no
59,0,0,1,1,1,1,0,0,1,0,1,-385,1,0,0,1,1,0,4,1,0,0,1,418,1,92,6,1,0,0,yes
45,0,1,0,1,0,1,0,1,0,0,1,9,0,1,0,1,1,0,5,1,0,0,1,338,2,-1,0,0,0,1,no
68,0,1,0,1,0,1,0,0,1,0,1,768,1,0,0,1,1,0,24,0,0,0,1,223,3,-1,0,0,0,1,no
60,0,0,1,0,0,1,0,0,1,0,1,-100,1,0,0,1,1,1,4,0,0,0,1,393,1,-1,0,0,0,1,no
33,0,1,1,0,0,1,1,0,0,0,1,-112,0,1,0,1,1,0,17,1,0,1,0,67,2,161,5,0,1,1,no
29,1,0,1,0,1,0,0,1,0,0,1,178,0,1,0,1,1,0,17,1,0,0,0,86,2,-1,0,0,0,1,no
35,0,1,0,1,0,1,0,1,0,0,1,1762,1,0,0,1,1,0,6,0,0,0,1,96,1,-1,0,1,0,1,no
29,0,1,1,0,0,1,0,1,1,0,1,107,1,0,0,1,1,0,28,1,0,0,0,13,5,-1,0,0,0,1,no
29,0,1,1,0,1,0,0,1,0,0,1,846,1,0,0,1,1,0,27,0,1,0,0,771,4,-1,0,0,0,1,yes
39,1,0,0,0,0,1,0,1,0,0,1,112,1,0,0,1,1,0,28,0,0,1,1,141,1,-1,0,0,0,1,no
43,0,0,0,1,0,1,0,0,1,0,1,177,0,1,0,1,1,0,5,0,1,0,1,610,1,177,2,1,0,0,no
55,0,1,0,0,1,0,0,1,0,0,1,2681,1,0,0,1,0,1,5,0,0,1,0,15,1,-1,0,0,0,1,no
44,1,0,0,1,1,1,0,1,0,0,1,356,0,1,0,1,1,0,5,0,0,0,1,237,4,-1,0,0,0,1,no
34,0,0,0,1,1,0,0,0,1,0,1,588,1,0,0,1,1,0,17,1,0,1,1,134,2,-1,0,0,0,1,no
61,1,0,0,0,0,1,0,1,0,0,1,49,0,1,0,1,0,1,17,0,0,0,1,68,2,-1,0,0,0,1,no
38,0,1,0,0,0,1,0,1,0,0,1,414,0,1,0,1,1,0,17,1,0,1,1,172,1,-1,0,0,0,1,no
34,0,1,1,0,1,0,0,0,1,0,1,-2,1,0,0,1,1,0,27,1,0,0,0,95,4,317,1,0,1,0,no
33,0,1,1,1,1,0,0,1,0,0,1,86,0,1,0,1,1,0,17,0,0,1,1,200,1,-1,0,0,0,1,no
48,0,1,1,0,0,1,0,0,1,0,1,2844,0,1,0,1,0,1,6,0,0,1,0,281,1,-1,0,0,0,1,no
44,0,1,0,0,1,0,0,1,0,0,1,-85,1,0,0,1,1,0,8,0,1,1,0,417,1,-1,0,0,0,1,no
36,0,1,1,1,1,0,0,0,1,0,1,653,0,1,0,1,0,1,9,0,0,0,1,116,1,-1,0,0,0,1,no
48,0,1,1,0,0,1,0,0,1,0,1,760,0,1,0,1,1,0,18,1,0,1,1,45,2,-1,0,0,0,1,no
33,0,1,1,0,1,0,0,1,0,0,1,-52,0,1,1,0,1,0,6,0,1,0,0,65,1,191,2,0,1,0,no
36,0,0,1,0,0,1,0,0,1,0,1,642,0,1,0,1,1,0,13,0,0,0,1,244,11,-1,0,0,0,1,no
48,0,0,1,1,0,1,0,1,0,0,1,315,0,1,1,0,1,0,16,1,0,1,0,0,1,-1,0,0,0,1,no
36,0,1,1,1,0,1,0,1,0,0,1,586,0,1,0,1,0,1,12,0,0,0,1,356,1,-1,0,0,0,1,no
34,0,1,0,0,0,1,1,0,0,0,1,780,0,1,0,1,1,0,10,0,0,1,1,286,3,-1,0,0,0,1,no
54,0,1,1,0,0,1,0,1,0,0,1,188,1,0,0,1,1,0,10,0,0,1,1,202,1,-1,0,0,0,1,no
30,0,1,1,1,0,1,1,0,0,0,1,368,0,1,0,1,1,0,7,0,1,1,1,247,1,-1,0,0,0,1,no
31,0,0,0,0,1,0,0,1,0,0,1,2967,1,0,0,1,0,1,18,0,0,1,0,68,1,-1,0,0,0,1,no
31,0,0,0,1,0,1,0,0,1,0,1,1416,0,1,0,1,1,0,6,0,0,0,1,244,1,162,2,0,1,0,no
54,0,1,1,0,1,1,0,1,0,0,1,66,0,1,1,0,1,1,18,0,0,1,1,155,5,-1,0,0,0,1,no
