Loan_ID_0,Loan_ID_1,Loan_ID_2,Loan_ID_3,Loan_ID_4,Loan_ID_5,Loan_ID_6,Loan_ID_7,Loan_ID_8,Gender_0,Gender_1,Married_0,Married_1,Dependents_0,Dependents_1,Dependents_2,Education_0,Education_1,Self_Employed_0,Self_Employed_1,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area_0,Property_Area_1,Loan_Status
0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,12249,2509.5958438,348.0,360.0,1.0,0,1,N
1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,9000,4782.70769121,231.0,360.0,1.0,0,0,Y
0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,7132,1195.82808549,141.0,360.0,1.0,1,1,Y
1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,5676,4195.87703479,194.0,360.0,0.0,0,1,Y
1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,2896,1145.03024141,121.0,360.0,1.0,1,1,Y
0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,13626,445.60181703,206.0,360.0,0.0,0,0,N
0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,2266,431.25231647,117.0,360.0,1.0,0,1,Y
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4656,3912.19844649,227.0,360.0,1.0,1,1,Y
0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,10509,10742.17177223,245.0,360.0,0.0,1,0,N
1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,8084,6298.98030738,146.0,360.0,0.0,1,1,N
1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,13023,230.04611625,77.0,360.0,1.0,0,1,Y
0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1606,7343.00001316,134.0,360.0,1.0,0,0,Y
1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,10328,4986.6166445,287.0,360.0,1.0,1,1,Y
1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,13182,1215.7939332,195.0,360.0,1.0,0,1,N
1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,2372,4649.79224902,98.0,360.0,1.0,0,1,Y
0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1570,5489.77638377,76.0,180.0,1.0,1,1,N
1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,4291,4594.71658703,89.0,360.0,1.0,0,1,Y
1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,9552,1699.0629767,275.0,360.0,1.0,1,0,Y
0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,4156,811.60498214,120.0,360.0,1.0,0,0,N
0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,5797,1141.13602154,109.0,360.0,1.0,0,1,Y
0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,8132,4174.71814148,170.0,360.0,1.0,1,0,Y
0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,9526,2000.43462851,235.0,360.0,1.0,0,0,N
0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,5616,3194.51174052,163.0,360.0,1.0,1,1,Y
1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,6427,377.12328672,60.0,360.0,1.0,1,1,Y
0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1541,2265.36325754,98.0,360.0,0.0,1,1,Y
0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,3197,5233.0027902,161.0,360.0,0.0,1,0,Y
0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,10005,883.1735327,136.0,360.0,1.0,1,1,Y
1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,3556,2841.73707661,142.0,360.0,0.0,0,1,Y
0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,7494,4805.36103344,317.0,360.0,1.0,0,1,N
0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,2161,3830.4981138,44.0,360.0,1.0,1,0,Y
0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,4049,5138.99012622,216.0,360.0,1.0,1,0,Y
0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1406,588.38003356,43.0,360.0,1.0,1,0,N
1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,6589,425.98271749,149.0,360.0,1.0,0,1,Y
1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,2673,1360.68146116,48.0,360.0,1.0,1,0,N
1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,2646,4759.88508152,56.0,360.0,1.0,1,0,N
1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,2088,8725.05020533,140.0,360.0,1.0,1,1,N
1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,3913,2480.2075928,76.0,360.0,0.0,1,1,N
1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,3306,1097.19360151,47.0,360.0,1.0,0,1,Y
1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,11508,214.26955186,164.0,360.0,0.0,1,1,N
1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,3531,2715.55236776,65.0,360.0,1.0,1,0,N
1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,6018,3561.67084478,228.0,360.0,1.0,1,1,Y
1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,5561,1146.95304491,100.0,360.0,1.0,0,1,Y
0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,11316,47.44453003,124.0,360.0,1.0,1,0,Y
1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,5677,1649.62685015,66.0,360.0,1.0,1,1,Y
0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,4186,3678.52604902,126.0,360.0,1.0,0,1,Y
1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,4097,3305.07225536,181.0,180.0,1.0,1,1,N
1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,4786,1320.99471924,62.0,360.0,1.0,1,0,Y
0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,6799,759.23154039,100.0,360.0,1.0,1,1,N
1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,14228,329.02963446,309.0,360.0,1.0,1,1,Y
0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,4007,1771.8720235,148.0,360.0,1.0,1,0,N
0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,4441,942.95109201,164.0,180.0,0.0,1,0,N
0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,5101,5463.3774546,228.0,360.0,1.0,1,1,N
0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,5588,1215.96618623,163.0,360.0,1.0,1,1,Y
0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1553,11174.84519721,90.0,480.0,1.0,1,0,Y
0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,4768,2786.37501191,193.0,180.0,1.0,1,0,Y
0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,2502,1830.7425217,57.0,360.0,1.0,1,0,Y
1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3801,1244.94768085,99.0,360.0,1.0,1,1,N
0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,6269,2979.16764307,98.0,360.0,1.0,0,1,N
1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4543,1681.74413539,153.0,360.0,0.0,1,0,N
0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1469,4078.18447964,118.0,360.0,1.0,0,1,N
0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,2245,2425.53087101,194.0,360.0,1.0,0,1,N
0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,17087,1288.05339506,347.0,360.0,1.0,1,1,Y
1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,8620,261.94079607,147.0,480.0,0.0,1,1,N
1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,2147,726.70086344,109.0,360.0,1.0,1,0,Y
0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,5558,1037.7341985,138.0,360.0,1.0,1,1,Y
1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,6763,4682.63810074,214.0,360.0,1.0,1,0,Y
1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,3361,9482.40849305,145.0,360.0,1.0,1,1,Y
0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,5556,4383.77839974,167.0,360.0,1.0,1,0,Y
0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,3000,793.97431894,35.0,360.0,1.0,1,1,N
1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,2987,1221.17001807,51.0,360.0,1.0,0,0,Y
1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,18773,1427.38911507,212.0,360.0,1.0,1,1,Y
1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,6193,472.60395137,156.0,360.0,1.0,1,0,Y
0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,2228,2261.75184962,87.0,360.0,1.0,1,1,Y
1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,9281,3812.74302956,465.0,360.0,1.0,1,1,Y
0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,9245,1276.50311842,150.0,360.0,1.0,1,1,N
1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,9041,680.81380887,140.0,360.0,1.0,1,1,N
1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,8902,972.57334403,221.0,360.0,1.0,1,0,N
0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,3328,3253.97513795,136.0,360.0,1.0,1,1,Y
1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,7560,64.30699639,87.0,360.0,1.0,1,1,N
0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1142,5593.41440806,139.0,360.0,1.0,0,0,N
1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,3754,9032.92848567,225.0,360.0,1.0,1,1,N
0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,2918,2095.46324737,133.0,360.0,1.0,0,1,Y
1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,5882,103.67316209,111.0,360.0,1.0,1,1,Y
0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1682,5752.95736239,69.0,360.0,1.0,0,0,Y
1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,2869,1506.80939167,97.0,360.0,1.0,1,1,Y
1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,4401,1664.41353042,148.0,360.0,1.0,0,0,Y
0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,2662,2933.65405502,115.0,180.0,1.0,1,0,Y
0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,10434,4640.73661461,210.0,360.0,1.0,1,1,Y
0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,7666,561.98511861,113.0,360.0,1.0,1,0,N
0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2690,2238.36167264,105.0,360.0,1.0,1,1,Y
0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,11010,2556.4938874,359.0,360.0,1.0,1,1,Y
1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,2583,323.63643457,24.0,360.0,0.0,1,0,Y
1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,4639,3698.08713452,222.0,360.0,1.0,1,0,Y
0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,4914,3791.0778899,119.0,36.0,1.0,1,0,Y
1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1531,8510.01090956,83.0,120.0,1.0,1,0,N
1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,5752,411.20239726,65.0,360.0,1.0,0,1,Y
1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,3061,2180.33790242,160.0,360.0,1.0,1,0,N
1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,6218,8076.12528217,69.0,360.0,1.0,1,0,N
1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,6812,6538.43097186,234.0,360.0,1.0,0,1,Y
1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,11339,5049.11615339,239.0,360.0,1.0,1,1,N
1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,9499,1514.66281621,237.0,480.0,1.0,0,1,Y
0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,8284,1333.8941164,206.0,480.0,1.0,1,1,Y
1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,4771,7789.47156008,221.0,360.0,1.0,1,1,Y
1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,2807,11186.30868539,132.0,360.0,1.0,1,1,Y
1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,4871,303.72378472,114.0,360.0,1.0,0,1,N
1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2353,4891.64279826,112.0,360.0,1.0,1,1,Y
1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,3830,3616.88191738,158.0,360.0,1.0,0,1,Y
1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,2795,10190.90174204,266.0,360.0,1.0,1,1,Y
0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,7667,2476.4621121,187.0,360.0,1.0,1,1,N
0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,6127,1765.06589295,125.0,360.0,1.0,0,0,Y
1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,8599,3325.90913586,125.0,360.0,1.0,1,1,Y
1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,4705,3794.75984322,109.0,360.0,1.0,1,1,Y
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9126,3056.23687536,298.0,360.0,0.0,1,1,N
1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,4841,1980.61383178,139.0,360.0,1.0,1,1,Y
0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,2022,5481.36757144,212.0,360.0,1.0,1,1,Y
1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,2119,8604.72618011,118.0,360.0,1.0,1,1,Y
0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,3345,1201.18202835,100.0,360.0,1.0,0,1,N
0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,4728,2124.76062667,136.0,360.0,1.0,0,0,Y
1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,5578,827.98012513,70.0,360.0,1.0,1,1,N
0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2669,5515.34269538,155.0,360.0,1.0,1,1,N
0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,3584,9315.6587628,157.0,180.0,1.0,1,1,Y
0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,3014,6902.45196831,228.0,360.0,1.0,1,1,N
1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1193,8518.68550425,83.0,360.0,1.0,1,1,Y
1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,2344,11005.00742586,64.0,360.0,1.0,1,0,Y
1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,3454,4067.66423863,136.0,360.0,1.0,1,1,Y
0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,14223,1247.60376714,281.0,360.0,1.0,1,1,N
1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,7804,2189.26509448,176.0,360.0,1.0,1,0,Y
0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,7398,1521.42475429,179.0,360.0,1.0,0,1,N
1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,6759,2170.53684338,70.0,360.0,1.0,1,0,N
1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,3379,2775.13794593,152.0,360.0,1.0,0,0,Y
1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3495,1546.89826907,94.0,360.0,1.0,1,1,Y
0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,4923,6660.17811101,199.0,360.0,1.0,0,1,Y
0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1713,8406.2414541,105.0,360.0,1.0,1,0,N
1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1154,2798.96839626,66.0,360.0,1.0,0,1,Y
0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,6097,2749.29578308,206.0,360.0,1.0,1,1,Y
0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,4742,692.57911998,104.0,360.0,1.0,1,0,Y
1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1773,2295.28978573,85.0,360.0,1.0,1,0,N
0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,2258,3093.11664243,135.0,360.0,1.0,1,1,Y
1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1548,7455.48890872,192.0,480.0,1.0,1,1,Y
1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,4473,3081.92817698,246.0,360.0,0.0,1,1,Y
1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,11831,1593.47611966,179.0,360.0,1.0,0,1,Y
0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,5175,183.90409142,133.0,360.0,1.0,1,1,N
0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,5357,1031.05148636,170.0,360.0,0.0,0,1,Y
0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,11448,355.56147708,133.0,360.0,0.0,1,1,Y
0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,2225,5626.00648554,148.0,360.0,0.0,1,1,Y
1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,5651,2190.95575097,124.0,360.0,1.0,1,1,Y
1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,13608,23.66718081,73.0,360.0,0.0,0,1,Y
1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1319,4035.87360798,64.0,360.0,1.0,1,1,N
0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,3399,2593.07024945,89.0,360.0,1.0,1,1,Y
0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2664,2134.90707652,68.0,360.0,1.0,1,1,Y
0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,10811,4745.58718254,263.0,360.0,1.0,0,0,Y
0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,3217,4472.11219306,148.0,360.0,1.0,1,0,Y
0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,4324,3245.0294863,113.0,360.0,1.0,1,1,Y
1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,12640,95.61771829,104.0,360.0,1.0,1,0,Y
