"Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status_0","Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status_1","Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status_2","Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status_3","Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status_4","Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status_5","Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status_6","Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status_7","Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status_8","Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status_9"
0,0,1,0,0,1,1,0,1,1
0,0,1,0,0,1,1,1,0,0
0,0,1,0,0,1,1,1,0,1
0,0,1,0,0,1,1,1,1,0
0,0,1,0,0,1,1,1,1,1
0,0,1,0,1,0,0,0,0,0
0,0,1,0,1,0,0,0,0,1
0,0,1,0,1,0,0,0,1,0
0,0,1,0,1,0,0,0,1,1
0,0,1,0,1,0,0,1,0,0
0,0,1,0,1,0,0,1,0,1
0,0,1,0,1,0,0,1,1,0
0,0,1,0,1,0,0,1,1,1
0,0,1,0,1,0,1,0,0,0
0,0,1,0,1,0,1,0,0,1
0,0,1,0,1,0,1,0,1,0
0,0,1,0,1,0,1,0,1,1
0,0,1,0,1,0,1,1,0,0
0,0,1,0,1,0,1,1,0,1
0,0,1,0,1,0,1,1,1,0
0,0,1,0,1,0,1,1,1,1
0,0,1,0,1,1,0,0,0,0
0,0,1,0,1,1,0,0,0,1
0,0,1,0,1,1,0,0,1,0
0,0,1,0,1,1,0,0,1,1
0,0,1,0,1,1,0,1,0,0
0,0,1,0,1,1,0,1,0,1
0,0,1,0,1,1,0,1,1,0
0,0,1,0,1,1,0,1,1,1
0,0,1,0,1,1,1,0,0,0
0,0,1,0,1,1,1,0,0,1
0,0,1,0,1,1,1,0,1,0
0,0,1,0,1,1,1,0,1,1
0,0,1,0,1,1,1,1,0,0
0,0,1,0,1,1,1,1,0,1
0,0,1,0,1,1,1,1,1,0
0,0,1,0,1,1,1,1,1,1
0,0,1,1,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,1
0,0,1,1,0,0,0,0,1,0
0,0,1,1,0,0,0,0,1,1
0,0,1,1,0,0,0,1,0,0
0,0,1,1,0,0,0,1,0,1
0,0,1,1,0,0,0,1,1,0
0,0,1,1,0,0,0,1,1,1
0,0,1,1,0,0,1,0,0,0
0,0,1,1,0,0,1,0,0,1
0,0,1,1,0,0,1,0,1,0
0,0,1,1,0,0,1,0,1,1
0,0,1,1,0,0,1,1,0,0
0,0,1,1,0,0,1,1,0,1
0,0,1,1,0,0,1,1,1,0
0,0,1,1,0,0,1,1,1,1
0,0,1,1,0,1,0,0,0,0
0,0,1,1,0,1,0,0,0,1
0,0,1,1,0,1,0,0,1,0
0,0,1,1,0,1,0,0,1,1
0,0,1,1,0,1,0,1,0,0
0,0,1,1,0,1,0,1,0,1
0,0,1,1,0,1,0,1,1,0
0,0,1,1,0,1,0,1,1,1
0,0,1,1,0,1,1,0,0,0
0,0,1,1,0,1,1,0,0,1
0,0,1,1,0,1,1,0,1,0
0,0,1,1,0,1,1,0,1,1
0,0,1,1,0,1,1,1,0,0
0,0,1,1,0,1,1,1,0,1
0,0,1,1,0,1,1,1,1,0
0,0,1,1,0,1,1,1,1,1
0,0,1,1,1,0,0,0,0,0
0,0,1,1,1,0,0,0,0,1
0,0,1,1,1,0,0,0,1,0
0,0,1,1,1,0,0,0,1,1
0,0,1,1,1,0,0,1,0,0
0,0,1,1,1,0,0,1,0,1
0,0,1,1,1,0,0,1,1,0
0,0,1,1,1,0,0,1,1,1
0,0,1,1,1,0,1,0,0,0
0,0,1,1,1,0,1,0,0,1
0,0,1,1,1,0,1,0,1,0
0,0,1,1,1,0,1,0,1,1
0,0,1,1,1,0,1,1,0,0
0,0,1,1,1,0,1,1,0,1
0,0,1,1,1,0,1,1,1,0
0,0,1,1,1,0,1,1,1,1
0,0,1,1,1,1,0,0,0,0
0,0,1,1,1,1,0,0,0,1
0,0,1,1,1,1,0,0,1,0
0,0,1,1,1,1,0,0,1,1
0,0,1,1,1,1,0,1,0,0
0,0,1,1,1,1,0,1,0,1
0,0,1,1,1,1,0,1,1,0
0,0,1,1,1,1,0,1,1,1
0,0,1,1,1,1,1,0,0,0
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,1,0
0,0,1,1,1,1,1,0,1,1
0,0,1,1,1,1,1,1,0,0
0,0,1,1,1,1,1,1,0,1
0,0,1,1,1,1,1,1,1,0
0,0,1,1,1,1,1,1,1,1
0,1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,1,1
0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,1,0,1
0,1,0,0,0,0,0,1,1,0
0,1,0,0,0,0,0,1,1,1
0,1,0,0,0,0,1,0,0,0
0,1,0,0,0,0,1,0,0,1
0,1,0,0,0,0,1,0,1,0
0,1,0,0,0,0,1,0,1,1
0,1,0,0,0,0,1,1,0,0
0,1,0,0,0,0,1,1,0,1
0,1,0,0,0,0,1,1,1,0
0,1,0,0,0,0,1,1,1,1
0,1,0,0,0,1,0,0,0,0
0,1,0,0,0,1,0,0,0,1
0,1,0,0,0,1,0,0,1,0
0,1,0,0,0,1,0,0,1,1
0,1,0,0,0,1,0,1,0,0
0,1,0,0,0,1,0,1,0,1
0,1,0,0,0,1,0,1,1,0
0,1,0,0,0,1,0,1,1,1
0,1,0,0,0,1,1,0,0,0
0,1,0,0,0,1,1,0,0,1
0,1,0,0,0,1,1,0,1,0
0,1,0,0,0,1,1,0,1,1
0,1,0,0,0,1,1,1,0,0
0,1,0,0,0,1,1,1,0,1
0,1,0,0,0,1,1,1,1,0
0,1,0,0,0,1,1,1,1,1
0,1,0,0,1,0,0,0,0,0
0,1,0,0,1,0,0,0,0,1
0,1,0,0,1,0,0,0,1,0
0,1,0,0,1,0,0,0,1,1
0,1,0,0,1,0,0,1,0,0
0,1,0,0,1,0,0,1,0,1
0,1,0,0,1,0,0,1,1,0
0,1,0,0,1,0,0,1,1,1
0,1,0,0,1,0,1,0,0,0
0,1,0,0,1,0,1,0,0,1
0,1,0,0,1,0,1,0,1,0
0,1,0,0,1,0,1,0,1,1
0,1,0,0,1,0,1,1,0,0
0,1,0,0,1,0,1,1,0,1
0,1,0,0,1,0,1,1,1,0
0,1,0,0,1,0,1,1,1,1
0,1,0,0,1,1,0,0,0,0
0,1,0,0,1,1,0,0,0,1
0,1,0,0,1,1,0,0,1,0
0,1,0,0,1,1,0,0,1,1
0,1,0,0,1,1,0,1,0,0
0,1,0,0,1,1,0,1,0,1
0,1,0,0,1,1,0,1,1,0
0,1,0,0,1,1,0,1,1,1
0,1,0,0,1,1,1,0,0,0
0,1,0,0,1,1,1,0,0,1
0,1,0,0,1,1,1,0,1,0
0,1,0,0,1,1,1,0,1,1
0,1,0,0,1,1,1,1,0,0
0,1,0,0,1,1,1,1,0,1
0,1,0,0,1,1,1,1,1,0
0,1,0,0,1,1,1,1,1,1
0,1,0,1,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,1
0,1,0,1,0,0,0,0,1,0
0,1,0,1,0,0,0,0,1,1
0,1,0,1,0,0,0,1,0,0
0,1,0,1,0,0,0,1,0,1
0,1,0,1,0,0,0,1,1,0
0,1,0,1,0,0,0,1,1,1
0,1,0,1,0,0,1,0,0,0
0,1,0,1,0,0,1,0,0,1
0,1,0,1,0,0,1,0,1,0
0,1,0,1,0,0,1,0,1,1
0,1,0,1,0,0,1,1,0,0
0,1,0,1,0,0,1,1,0,1
0,1,0,1,0,0,1,1,1,0
0,1,0,1,0,0,1,1,1,1
0,1,0,1,0,1,0,0,0,0
0,1,0,1,0,1,0,0,0,1
0,1,0,1,0,1,0,0,1,0
0,1,0,1,0,1,0,0,1,1
0,1,0,1,0,1,0,1,0,0
0,1,0,1,0,1,0,1,0,1
0,1,0,1,0,1,0,1,1,0
0,1,0,1,0,1,0,1,1,1
0,1,0,1,0,1,1,0,0,0
0,1,0,1,0,1,1,0,0,1
0,1,0,1,0,1,1,0,1,0
0,1,0,1,0,1,1,0,1,1
0,1,0,1,0,1,1,1,0,0
0,1,0,1,0,1,1,1,0,1
0,1,0,1,0,1,1,1,1,0
0,1,0,1,0,1,1,1,1,1
0,1,0,1,1,0,0,0,0,0
0,1,0,1,1,0,0,0,0,1
0,1,0,1,1,0,0,0,1,0
0,1,0,1,1,0,0,0,1,1
0,1,0,1,1,0,0,1,0,0
0,1,0,1,1,0,0,1,0,1
0,1,0,1,1,0,0,1,1,0
0,1,0,1,1,0,0,1,1,1
0,1,0,1,1,0,1,0,0,0
0,1,0,1,1,0,1,0,0,1
0,1,0,1,1,0,1,0,1,0
0,1,0,1,1,0,1,0,1,1
0,1,0,1,1,0,1,1,0,0
0,1,0,1,1,0,1,1,0,1
0,1,0,1,1,0,1,1,1,0
0,1,0,1,1,0,1,1,1,1
0,1,0,1,1,1,0,0,0,0
0,1,0,1,1,1,0,0,0,1
0,1,0,1,1,1,0,0,1,0
0,1,0,1,1,1,0,0,1,1
0,1,0,1,1,1,0,1,0,0
0,1,0,1,1,1,0,1,0,1
0,1,0,1,1,1,0,1,1,0
0,1,0,1,1,1,0,1,1,1
0,1,0,1,1,1,1,0,0,0
0,1,0,1,1,1,1,0,0,1
0,1,0,1,1,1,1,0,1,0
0,1,0,1,1,1,1,0,1,1
0,1,0,1,1,1,1,1,0,0
0,1,0,1,1,1,1,1,0,1
0,1,0,1,1,1,1,1,1,0
0,1,0,1,1,1,1,1,1,1
0,1,1,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,1
0,1,1,0,0,0,0,0,1,0
0,1,1,0,0,0,0,0,1,1
0,1,1,0,0,0,0,1,0,0
0,1,1,0,0,0,0,1,0,1
0,1,1,0,0,0,0,1,1,0
0,1,1,0,0,0,0,1,1,1
0,1,1,0,0,0,1,0,0,0
0,1,1,0,0,0,1,0,0,1
0,1,1,0,0,0,1,0,1,0
0,1,1,0,0,0,1,0,1,1
0,1,1,0,0,0,1,1,0,0
0,1,1,0,0,0,1,1,0,1
0,1,1,0,0,0,1,1,1,0
0,1,1,0,0,0,1,1,1,1
0,1,1,0,0,1,0,0,0,0
0,1,1,0,0,1,0,0,0,1
0,1,1,0,0,1,0,0,1,0
0,1,1,0,0,1,0,0,1,1
0,1,1,0,0,1,0,1,0,0
0,1,1,0,0,1,0,1,0,1
0,1,1,0,0,1,0,1,1,0
0,1,1,0,0,1,0,1,1,1
0,1,1,0,0,1,1,0,0,0
0,1,1,0,0,1,1,0,0,1
0,1,1,0,0,1,1,0,1,0
0,1,1,0,0,1,1,0,1,1
0,1,1,0,0,1,1,1,0,0
0,1,1,0,0,1,1,1,0,1
0,1,1,0,0,1,1,1,1,0
0,1,1,0,0,1,1,1,1,1
0,1,1,0,1,0,0,0,0,0
0,1,1,0,1,0,0,0,0,1
0,1,1,0,1,0,0,0,1,0
0,1,1,0,1,0,0,0,1,1
0,1,1,0,1,0,0,1,0,0
0,1,1,0,1,0,0,1,0,1
0,1,1,0,1,0,0,1,1,0
0,1,1,0,1,0,0,1,1,1
0,1,1,0,1,0,1,0,0,0
0,1,1,0,1,0,1,0,0,1
0,1,1,0,1,0,1,0,1,0
0,1,1,0,1,0,1,0,1,1
0,1,1,0,1,0,1,1,0,0
0,1,1,0,1,0,1,1,0,1
0,1,1,0,1,0,1,1,1,0
0,1,1,0,1,0,1,1,1,1
0,1,1,0,1,1,0,0,0,0
0,1,1,0,1,1,0,0,0,1
0,1,1,0,1,1,0,0,1,0
0,1,1,0,1,1,0,0,1,1
0,1,1,0,1,1,0,1,0,0
0,1,1,0,1,1,0,1,0,1
0,1,1,0,1,1,0,1,1,0
0,1,1,0,1,1,0,1,1,1
0,1,1,0,1,1,1,0,0,0
0,1,1,0,1,1,1,0,0,1
0,1,1,0,1,1,1,0,1,0
0,1,1,0,1,1,1,0,1,1
0,1,1,0,1,1,1,1,0,0
0,1,1,0,1,1,1,1,0,1
0,1,1,0,1,1,1,1,1,0
0,1,1,0,1,1,1,1,1,1
0,1,1,1,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,1
0,1,1,1,0,0,0,0,1,0
0,1,1,1,0,0,0,0,1,1
0,1,1,1,0,0,0,1,0,0
0,1,1,1,0,0,0,1,0,1
0,1,1,1,0,0,0,1,1,0
0,1,1,1,0,0,0,1,1,1
0,1,1,1,0,0,1,0,0,0
0,1,1,1,0,0,1,0,0,1
0,1,1,1,0,0,1,0,1,0
0,1,1,1,0,0,1,0,1,1
0,1,1,1,0,0,1,1,0,0
0,1,1,1,0,0,1,1,0,1
0,1,1,1,0,0,1,1,1,0
0,1,1,1,0,0,1,1,1,1
0,1,1,1,0,1,0,0,0,0
0,1,1,1,0,1,0,0,0,1
0,1,1,1,0,1,0,0,1,0
0,1,1,1,0,1,0,0,1,1
0,1,1,1,0,1,0,1,0,0
0,1,1,1,0,1,0,1,0,1
0,1,1,1,0,1,0,1,1,0
0,1,1,1,0,1,0,1,1,1
0,1,1,1,0,1,1,0,0,0
0,1,1,1,0,1,1,0,0,1
0,1,1,1,0,1,1,0,1,0
0,1,1,1,0,1,1,0,1,1
0,1,1,1,0,1,1,1,0,0
0,1,1,1,0,1,1,1,0,1
0,1,1,1,0,1,1,1,1,0
0,1,1,1,0,1,1,1,1,1
0,1,1,1,1,0,0,0,0,0
0,1,1,1,1,0,0,0,0,1
0,1,1,1,1,0,0,0,1,0
0,1,1,1,1,0,0,0,1,1
0,1,1,1,1,0,0,1,0,0
0,1,1,1,1,0,0,1,0,1
0,1,1,1,1,0,0,1,1,0
0,1,1,1,1,0,0,1,1,1
0,1,1,1,1,0,1,0,0,0
0,1,1,1,1,0,1,0,0,1
0,1,1,1,1,0,1,0,1,0
0,1,1,1,1,0,1,0,1,1
0,1,1,1,1,0,1,1,0,0
0,1,1,1,1,0,1,1,0,1
0,1,1,1,1,0,1,1,1,0
0,1,1,1,1,0,1,1,1,1
0,1,1,1,1,1,0,0,0,0
0,1,1,1,1,1,0,0,0,1
0,1,1,1,1,1,0,0,1,0
0,1,1,1,1,1,0,0,1,1
0,1,1,1,1,1,0,1,0,0
0,1,1,1,1,1,0,1,0,1
0,1,1,1,1,1,0,1,1,0
0,1,1,1,1,1,0,1,1,1
0,1,1,1,1,1,1,0,0,0
0,1,1,1,1,1,1,0,0,1
0,1,1,1,1,1,1,0,1,0
0,1,1,1,1,1,1,0,1,1
0,1,1,1,1,1,1,1,0,0
0,1,1,1,1,1,1,1,0,1
0,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,0,1,1,0
1,0,0,0,0,0,0,1,1,1
1,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,1,0,1,0
1,0,0,0,0,0,1,0,1,1
1,0,0,0,0,0,1,1,0,0
1,0,0,0,0,0,1,1,0,1
1,0,0,0,0,0,1,1,1,0
1,0,0,0,0,0,1,1,1,1
1,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,0,1
1,0,0,0,0,1,0,0,1,0
1,0,0,0,0,1,0,0,1,1
1,0,0,0,0,1,0,1,0,0
1,0,0,0,0,1,0,1,0,1
1,0,0,0,0,1,0,1,1,0
1,0,0,0,0,1,0,1,1,1
1,0,0,0,0,1,1,0,0,0
1,0,0,0,0,1,1,0,0,1
1,0,0,0,0,1,1,0,1,0
1,0,0,0,0,1,1,0,1,1
1,0,0,0,0,1,1,1,0,0
1,0,0,0,0,1,1,1,0,1
1,0,0,0,0,1,1,1,1,0
1,0,0,0,0,1,1,1,1,1
1,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0
1,0,0,0,1,0,0,0,1,1
1,0,0,0,1,0,0,1,0,0
1,0,0,0,1,0,0,1,0,1
1,0,0,0,1,0,0,1,1,0
1,0,0,0,1,0,0,1,1,1
1,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,0,1
1,0,0,0,1,0,1,0,1,0
1,0,0,0,1,0,1,0,1,1
1,0,0,0,1,0,1,1,0,0
1,0,0,0,1,0,1,1,0,1
1,0,0,0,1,0,1,1,1,0
1,0,0,0,1,0,1,1,1,1
1,0,0,0,1,1,0,0,0,0
1,0,0,0,1,1,0,0,0,1
1,0,0,0,1,1,0,0,1,0
1,0,0,0,1,1,0,0,1,1
1,0,0,0,1,1,0,1,0,0
1,0,0,0,1,1,0,1,0,1
1,0,0,0,1,1,0,1,1,0
1,0,0,0,1,1,0,1,1,1
1,0,0,0,1,1,1,0,0,0
1,0,0,0,1,1,1,0,0,1
1,0,0,0,1,1,1,0,1,0
1,0,0,0,1,1,1,0,1,1
1,0,0,0,1,1,1,1,0,0
1,0,0,0,1,1,1,1,0,1
1,0,0,0,1,1,1,1,1,0
1,0,0,0,1,1,1,1,1,1
1,0,0,1,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0
1,0,0,1,0,0,0,0,1,1
1,0,0,1,0,0,0,1,0,0
1,0,0,1,0,0,0,1,0,1
1,0,0,1,0,0,0,1,1,0
1,0,0,1,0,0,0,1,1,1
1,0,0,1,0,0,1,0,0,0
1,0,0,1,0,0,1,0,0,1
1,0,0,1,0,0,1,0,1,0
1,0,0,1,0,0,1,0,1,1
1,0,0,1,0,0,1,1,0,0
1,0,0,1,0,0,1,1,0,1
1,0,0,1,0,0,1,1,1,0
1,0,0,1,0,0,1,1,1,1
1,0,0,1,0,1,0,0,0,0
1,0,0,1,0,1,0,0,0,1
1,0,0,1,0,1,0,0,1,0
1,0,0,1,0,1,0,0,1,1
1,0,0,1,0,1,0,1,0,0
1,0,0,1,0,1,0,1,0,1
1,0,0,1,0,1,0,1,1,0
1,0,0,1,0,1,0,1,1,1
1,0,0,1,0,1,1,0,0,0
1,0,0,1,0,1,1,0,0,1
1,0,0,1,0,1,1,0,1,0
1,0,0,1,0,1,1,0,1,1
1,0,0,1,0,1,1,1,0,0
1,0,0,1,0,1,1,1,0,1
1,0,0,1,0,1,1,1,1,0
1,0,0,1,0,1,1,1,1,1
1,0,0,1,1,0,0,0,0,0
1,0,0,1,1,0,0,0,0,1
1,0,0,1,1,0,0,0,1,0
1,0,0,1,1,0,0,0,1,1
1,0,0,1,1,0,0,1,0,0
