Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC,test_size,k_anonymity,l_diversity,suppression_limit,epochs,custom_generated_rows
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,15.0,614.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,15.0,614.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,15.0,614.0
DecisionTree,CTGAN,0.6319,0.6296,0.6319,0.6307,,,0.1272,0.1272,0.3,,,,20.0,614.0
DecisionTree,GaussianCopula,0.7014,0.7033,0.7014,0.7023,,,0.3008,0.3009,0.3,,,,20.0,614.0
DecisionTree,TVAE,0.4444,0.5298,0.4444,0.4656,,,-0.0876,-0.0973,0.3,,,,20.0,614.0
KNN,CTGAN,0.5833,0.5724,0.5833,0.5775,,,-0.0075,-0.0075,0.3,,,,20.0,614.0
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.3,,,,20.0,614.0
KNN,TVAE,0.6875,0.4808,0.6875,0.5658,,,-0.0138,-0.0555,0.3,,,,20.0,614.0
LogisticRegression,CTGAN,0.6736,0.6179,0.6736,0.6208,,,0.0714,0.0844,0.3,,,,20.0,614.0
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.3,,,,20.0,614.0
LogisticRegression,TVAE,0.6597,0.5637,0.6597,0.5817,,,-0.015,-0.0205,0.3,,,,20.0,614.0
RandomForest,CTGAN,0.6528,0.5379,0.6528,0.5687,,,-0.0441,-0.0626,0.3,,,,20.0,614.0
RandomForest,GaussianCopula,0.7847,0.7894,0.7847,0.7577,,,0.4058,0.4521,0.3,,,,20.0,614.0
RandomForest,TVAE,0.6806,0.5575,0.6806,0.5741,,,-0.0098,-0.0204,0.3,,,,20.0,614.0
SVM,CTGAN,0.6389,0.5244,0.6389,0.5606,,,-0.0685,-0.0909,0.3,,,,20.0,614.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,20.0,614.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,20.0,614.0
DecisionTree,CTGAN,0.4722,0.5582,0.4722,0.4923,,,-0.0332,-0.0369,0.3,,,,25.0,614.0
DecisionTree,GaussianCopula,0.6875,0.6895,0.6875,0.6885,,,0.2683,0.2683,0.3,,,,25.0,614.0
DecisionTree,TVAE,0.5694,0.5905,0.5694,0.5784,,,0.0346,0.0349,0.3,,,,25.0,614.0
KNN,CTGAN,0.5903,0.5823,0.5903,0.5861,,,0.0158,0.0158,0.3,,,,25.0,614.0
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.3,,,,25.0,614.0
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,25.0,614.0
LogisticRegression,CTGAN,0.5278,0.5152,0.5278,0.5212,,,-0.1418,-0.1421,0.3,,,,25.0,614.0
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.3,,,,25.0,614.0
LogisticRegression,TVAE,0.6458,0.5798,0.6458,0.5952,,,0.0076,0.0087,0.3,,,,25.0,614.0
RandomForest,CTGAN,0.5833,0.5607,0.5833,0.5705,,,-0.0345,-0.0348,0.3,,,,25.0,614.0
RandomForest,GaussianCopula,0.7639,0.7668,0.7639,0.728,,,0.3333,0.3875,0.3,,,,25.0,614.0
RandomForest,TVAE,0.7014,0.6729,0.7014,0.6069,,,0.0641,0.1212,0.3,,,,25.0,614.0
SVM,CTGAN,0.7014,0.7912,0.7014,0.5851,,,0.0313,0.1261,0.3,,,,25.0,614.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,25.0,614.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,25.0,614.0
DecisionTree,CTGAN,0.6181,0.6006,0.6181,0.608,,,0.058,0.0585,0.3,,,,30.0,614.0
DecisionTree,GaussianCopula,0.6806,0.6934,0.6806,0.6858,,,0.275,0.2762,0.3,,,,30.0,614.0
DecisionTree,TVAE,0.6806,0.5997,0.6806,0.5943,,,0.0236,0.0366,0.3,,,,30.0,614.0
KNN,CTGAN,0.6944,0.6369,0.6944,0.5815,,,0.0174,0.0501,0.3,,,,30.0,614.0
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.3,,,,30.0,614.0
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,30.0,614.0
LogisticRegression,CTGAN,0.6597,0.5637,0.6597,0.5817,,,-0.015,-0.0205,0.3,,,,30.0,614.0
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.3,,,,30.0,614.0
LogisticRegression,TVAE,0.6667,0.5564,0.6667,0.5767,,,-0.0189,-0.0293,0.3,,,,30.0,614.0
RandomForest,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,30.0,614.0
RandomForest,GaussianCopula,0.7917,0.7882,0.7917,0.7735,,,0.4456,0.4725,0.3,,,,30.0,614.0
RandomForest,TVAE,0.7014,0.7912,0.7014,0.5851,,,0.0313,0.1261,0.3,,,,30.0,614.0
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,30.0,614.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,30.0,614.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,30.0,614.0
DecisionTree,CTGAN,0.6042,0.537,0.6042,0.5609,,,-0.0766,-0.0834,0.3,,,,35.0,614.0
DecisionTree,GaussianCopula,0.7014,0.7073,0.7014,0.704,,,0.3095,0.3099,0.3,,,,35.0,614.0
DecisionTree,TVAE,0.5764,0.5624,0.5764,0.5688,,,-0.031,-0.0311,0.3,,,,35.0,614.0
KNN,CTGAN,0.6597,0.5637,0.6597,0.5817,,,-0.015,-0.0205,0.3,,,,35.0,614.0
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.3,,,,35.0,614.0
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,35.0,614.0
LogisticRegression,CTGAN,0.6806,0.5575,0.6806,0.5741,,,-0.0098,-0.0204,0.3,,,,35.0,614.0
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.3,,,,35.0,614.0
LogisticRegression,TVAE,0.6736,0.5407,0.6736,0.5704,,,-0.023,-0.0435,0.3,,,,35.0,614.0
RandomForest,CTGAN,0.6875,0.5845,0.6875,0.5778,,,0.0037,0.0088,0.3,,,,35.0,614.0
RandomForest,GaussianCopula,0.7708,0.7627,0.7708,0.7492,,,0.3857,0.4124,0.3,,,,35.0,614.0
RandomForest,TVAE,0.6667,0.5736,0.6667,0.5859,,,-0.0023,-0.0033,0.3,,,,35.0,614.0
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,35.0,614.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,35.0,614.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,35.0,614.0
DecisionTree,CTGAN,0.6458,0.6255,0.6458,0.6333,,,0.1148,0.1162,0.3,,,,40.0,614.0
DecisionTree,TVAE,0.6111,0.6061,0.6111,0.6085,,,0.0718,0.0719,0.3,,,,40.0,614.0
KNN,CTGAN,0.6597,0.5945,0.6597,0.6047,,,0.0318,0.0376,0.3,,,,40.0,614.0
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,40.0,614.0
LogisticRegression,CTGAN,0.7014,0.7912,0.7014,0.5851,,,0.0313,0.1261,0.3,,,,40.0,614.0
LogisticRegression,TVAE,0.6458,0.5941,0.6458,0.6072,,,0.0367,0.04,0.3,,,,40.0,614.0
RandomForest,CTGAN,0.7014,0.7912,0.7014,0.5851,,,0.0313,0.1261,0.3,,,,40.0,614.0
RandomForest,TVAE,0.6875,0.6068,0.6875,0.5886,,,0.0206,0.0389,0.3,,,,40.0,614.0
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,40.0,614.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,40.0,614.0
DecisionTree,CTGAN,0.5278,0.5978,0.5278,0.5463,,,0.0452,0.0486,0.3,,,,45.0,614.0
DecisionTree,GaussianCopula,0.7083,0.7161,0.7083,0.7117,,,0.3298,0.3305,0.3,,,,45.0,614.0
DecisionTree,TVAE,0.5833,0.5607,0.5833,0.5705,,,-0.0345,-0.0348,0.3,,,,45.0,614.0
KNN,CTGAN,0.5069,0.5853,0.5069,0.5262,,,0.0192,0.0209,0.3,,,,45.0,614.0
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.3,,,,45.0,614.0
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,45.0,614.0
LogisticRegression,CTGAN,0.6181,0.5779,0.6181,0.5921,,,0.005,0.0052,0.3,,,,45.0,614.0
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.3,,,,45.0,614.0
LogisticRegression,TVAE,0.6458,0.5307,0.6458,0.5647,,,-0.0564,-0.0773,0.3,,,,45.0,614.0
RandomForest,CTGAN,0.4444,0.496,0.4444,0.4641,,,-0.1746,-0.181,0.3,,,,45.0,614.0
RandomForest,GaussianCopula,0.7778,0.799,0.7778,0.7396,,,0.3628,0.4371,0.3,,,,45.0,614.0
RandomForest,TVAE,0.6736,0.5854,0.6736,0.5901,,,0.0105,0.0156,0.3,,,,45.0,614.0
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,45.0,614.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,45.0,614.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,45.0,614.0
DecisionTree,CTGAN,0.5347,0.5434,0.5347,0.5388,,,-0.0758,-0.0759,0.3,,,,5.0,614.0
DecisionTree,GaussianCopula,0.7153,0.7135,0.7153,0.7143,,,0.3248,0.3248,0.3,,,,5.0,614.0
DecisionTree,TVAE,0.4722,0.5278,0.4722,0.4918,,,-0.1032,-0.1079,0.3,,,,5.0,614.0
KNN,CTGAN,0.5694,0.6008,0.5694,0.5815,,,0.0574,0.0584,0.3,,,,5.0,614.0
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.3,,,,5.0,614.0
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,5.0,614.0
LogisticRegression,CTGAN,0.6736,0.6363,0.6736,0.6428,,,0.1251,0.1338,0.3,,,,5.0,614.0
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.3,,,,5.0,614.0
LogisticRegression,TVAE,0.6458,0.5941,0.6458,0.6072,,,0.0367,0.04,0.3,,,,5.0,614.0
RandomForest,CTGAN,0.6597,0.5863,0.6597,0.5976,,,0.0167,0.0206,0.3,,,,5.0,614.0
RandomForest,GaussianCopula,0.7778,0.7769,0.7778,0.7518,,,0.3911,0.4307,0.3,,,,5.0,614.0
RandomForest,TVAE,0.5625,0.5539,0.5625,0.558,,,-0.051,-0.051,0.3,,,,5.0,614.0
SVM,CTGAN,0.6667,0.5736,0.6667,0.5859,,,-0.0023,-0.0033,0.3,,,,5.0,614.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,5.0,614.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,5.0,614.0
DecisionTree,CTGAN,0.5347,0.5377,0.5347,0.5362,,,-0.0894,-0.0894,0.3,,,,50.0,614.0
DecisionTree,TVAE,0.5764,0.5564,0.5764,0.5652,,,-0.0447,-0.045,0.3,,,,50.0,614.0
KNN,CTGAN,0.4583,0.544,0.4583,0.479,,,-0.0604,-0.0671,0.3,,,,50.0,614.0
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,614.0
LogisticRegression,CTGAN,0.6667,0.6093,0.6667,0.6159,,,0.0588,0.0684,0.3,,,,50.0,614.0
LogisticRegression,TVAE,0.6389,0.5538,0.6389,0.5768,,,-0.0354,-0.0426,0.3,,,,50.0,614.0
RandomForest,CTGAN,0.6458,0.5874,0.6458,0.6014,,,0.0224,0.0249,0.3,,,,50.0,614.0
RandomForest,TVAE,0.6389,0.5022,0.6389,0.5514,,,-0.0858,-0.1219,0.3,,,,50.0,614.0
SVM,CTGAN,0.4931,0.5403,0.4931,0.5105,,,-0.0779,-0.0805,0.3,,,,50.0,614.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,614.0
DecisionTree,CTGAN,0.5208,0.6304,0.5208,0.5364,,,0.0954,0.111,0.3,,,,50.0,6140.0
DecisionTree,GaussianCopula,0.6944,0.7069,0.6944,0.6995,,,0.3065,0.3079,0.3,,,,50.0,6140.0
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467,0.3,,,,50.0,6140.0
KNN,CTGAN,0.6667,0.6202,0.6667,0.6276,,,0.0867,0.0954,0.3,,,,50.0,6140.0
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.3,,,,50.0,6140.0
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,6140.0
LogisticRegression,CTGAN,0.6181,0.5713,0.6181,0.5873,,,-0.0092,-0.0097,0.3,,,,50.0,6140.0
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.3,,,,50.0,6140.0
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359,0.3,,,,50.0,6140.0
RandomForest,CTGAN,0.6944,0.6473,0.6944,0.6282,,,0.0959,0.1273,0.3,,,,50.0,6140.0
RandomForest,GaussianCopula,0.7847,0.8055,0.7847,0.7499,,,0.3875,0.4581,0.3,,,,50.0,6140.0
RandomForest,TVAE,0.5694,0.5581,0.5694,0.5634,,,-0.041,-0.0411,0.3,,,,50.0,6140.0
SVM,CTGAN,0.6944,0.6369,0.6944,0.5815,,,0.0174,0.0501,0.3,,,,50.0,6140.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,6140.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,6140.0
DecisionTree,CTGAN,0.4653,0.5645,0.4653,0.4837,,,-0.0199,-0.0228,0.3,,,,50.0,614.0
DecisionTree,GaussianCopula,0.7153,0.7171,0.7153,0.7162,,,0.3333,0.3334,0.3,,,,50.0,614.0
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467,0.3,,,,50.0,614.0
KNN,CTGAN,0.6875,0.6414,0.6875,0.6369,,,0.1109,0.1311,0.3,,,,50.0,614.0
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.3,,,,50.0,614.0
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,614.0
LogisticRegression,CTGAN,0.5278,0.6092,0.5278,0.5461,,,0.0656,0.0721,0.3,,,,50.0,614.0
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.3,,,,50.0,614.0
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359,0.3,,,,50.0,614.0
RandomForest,CTGAN,0.6111,0.5905,0.6111,0.5991,,,0.0345,0.0348,0.3,,,,50.0,614.0
RandomForest,GaussianCopula,0.7986,0.8289,0.7986,0.766,,,0.427,0.5048,0.3,,,,50.0,614.0
RandomForest,TVAE,0.5972,0.5868,0.5972,0.5916,,,0.0261,0.0262,0.3,,,,50.0,614.0
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,614.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,614.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,614.0
DecisionTree,CTGAN,0.4444,0.5948,0.4444,0.4473,,,0.0257,0.0341,0.3,,,,50.0,1228.0
DecisionTree,GaussianCopula,0.6736,0.6844,0.6736,0.6782,,,0.2546,0.2554,0.3,,,,50.0,1228.0
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467,0.3,,,,50.0,1228.0
KNN,CTGAN,0.6389,0.6,0.6389,0.6121,,,0.0526,0.055,0.3,,,,50.0,1228.0
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.3,,,,50.0,1228.0
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,1228.0
LogisticRegression,CTGAN,0.4583,0.5975,0.4583,0.4662,,,0.0317,0.0405,0.3,,,,50.0,1228.0
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.3,,,,50.0,1228.0
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359,0.3,,,,50.0,1228.0
RandomForest,CTGAN,0.6111,0.6259,0.6111,0.6175,,,0.1173,0.1179,0.3,,,,50.0,1228.0
RandomForest,GaussianCopula,0.7639,0.7573,0.7639,0.7362,,,0.3531,0.3888,0.3,,,,50.0,1228.0
RandomForest,TVAE,0.6042,0.5681,0.6042,0.5819,,,-0.0168,-0.0173,0.3,,,,50.0,1228.0
SVM,CTGAN,0.6875,0.4808,0.6875,0.5658,,,-0.0138,-0.0555,0.3,,,,50.0,1228.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,1228.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,1228.0
DecisionTree,CTGAN,0.5556,0.5875,0.5556,0.568,,,0.027,0.0275,0.3,,,,50.0,1842.0
DecisionTree,GaussianCopula,0.6944,0.6944,0.6944,0.6944,,,0.28,0.28,0.3,,,,50.0,1842.0
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467,0.3,,,,50.0,1842.0
KNN,CTGAN,0.5278,0.6034,0.5278,0.5463,,,0.0556,0.0603,0.3,,,,50.0,1842.0
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.3,,,,50.0,1842.0
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,1842.0
LogisticRegression,CTGAN,0.5764,0.5737,0.5764,0.575,,,-0.0046,-0.0046,0.3,,,,50.0,1842.0
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.3,,,,50.0,1842.0
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359,0.3,,,,50.0,1842.0
RandomForest,CTGAN,0.5625,0.5479,0.5625,0.5547,,,-0.0648,-0.065,0.3,,,,50.0,1842.0
RandomForest,GaussianCopula,0.7708,0.7653,0.7708,0.7458,,,0.3767,0.4104,0.3,,,,50.0,1842.0
RandomForest,TVAE,0.6111,0.585,0.6111,0.5954,,,0.0214,0.0217,0.3,,,,50.0,1842.0
SVM,CTGAN,0.7014,0.6913,0.7014,0.5965,,,0.048,0.1143,0.3,,,,50.0,1842.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,1842.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,1842.0
DecisionTree,CTGAN,0.6111,0.6308,0.6111,0.6192,,,0.128,0.129,0.3,,,,50.0,3070.0
DecisionTree,GaussianCopula,0.7153,0.7135,0.7153,0.7143,,,0.3248,0.3248,0.3,,,,50.0,3070.0
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467,0.3,,,,50.0,3070.0
KNN,CTGAN,0.6806,0.6359,0.6806,0.6378,,,0.1116,0.1259,0.3,,,,50.0,3070.0
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.3,,,,50.0,3070.0
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,3070.0
LogisticRegression,CTGAN,0.6875,0.6297,0.6875,0.6159,,,0.0679,0.093,0.3,,,,50.0,3070.0
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.3,,,,50.0,3070.0
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359,0.3,,,,50.0,3070.0
RandomForest,CTGAN,0.6806,0.6166,0.6806,0.6113,,,0.0548,0.0727,0.3,,,,50.0,3070.0
RandomForest,GaussianCopula,0.7639,0.753,0.7639,0.7433,,,0.3717,0.3941,0.3,,,,50.0,3070.0
RandomForest,TVAE,0.5972,0.5634,0.5972,0.5768,,,-0.0276,-0.0282,0.3,,,,50.0,3070.0
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,3070.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,3070.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50.0,3070.0
DecisionTree,CTGAN,0.5625,0.5707,0.5625,0.5664,,,-0.0116,-0.0116,0.05,,,,50,10000
DecisionTree,GaussianCopula,0.7222,0.7259,0.7222,0.7239,,,0.3537,0.3539,0.05,,,,50,10000
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467,0.05,,,,50,10000
KNN,CTGAN,0.6389,0.5942,0.6389,0.6074,,,0.039,0.0414,0.05,,,,50,10000
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.05,,,,50,10000
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.05,,,,50,10000
LogisticRegression,CTGAN,0.4861,0.5617,0.4861,0.5063,,,-0.0278,-0.0302,0.05,,,,50,10000
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.05,,,,50,10000
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359,0.05,,,,50,10000
RandomForest,CTGAN,0.6458,0.6111,0.6458,0.6218,,,0.0774,0.0804,0.05,,,,50,10000
RandomForest,GaussianCopula,0.7847,0.7894,0.7847,0.7577,,,0.4058,0.4521,0.05,,,,50,10000
RandomForest,TVAE,0.6111,0.5729,0.6111,0.587,,,-0.006,-0.0062,0.05,,,,50,10000
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.05,,,,50,10000
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.05,,,,50,10000
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.05,,,,50,10000
DecisionTree,CTGAN,0.6042,0.6266,0.6042,0.6132,,,0.1178,0.119,0.1,,,,50,10000
DecisionTree,GaussianCopula,0.7083,0.7161,0.7083,0.7117,,,0.3298,0.3305,0.1,,,,50,10000
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467,0.1,,,,50,10000
KNN,CTGAN,0.5208,0.5177,0.5208,0.5193,,,-0.1363,-0.1363,0.1,,,,50,10000
