78;[77, 79[;[77, 81[;[73, 81[;[65, 81[;[49, 81[;[17, 81[;*
79;[79, 81[;[77, 81[;[73, 81[;[65, 81[;[49, 81[;[17, 81[;*
80;[79, 81[;[77, 81[;[73, 81[;[65, 81[;[49, 81[;[17, 81[;*
81;[81, 83[;[81, 85[;[81, 91[;[81, 91[;[81, 91[;[81, 91[;*
82;[81, 83[;[81, 85[;[81, 91[;[81, 91[;[81, 91[;[81, 91[;*
83;[83, 85[;[81, 85[;[81, 91[;[81, 91[;[81, 91[;[81, 91[;*
84;[83, 85[;[81, 85[;[81, 91[;[81, 91[;[81, 91[;[81, 91[;*
85;[85, 87[;[85, 89[;[81, 91[;[81, 91[;[81, 91[;[81, 91[;*
86;[85, 87[;[85, 89[;[81, 91[;[81, 91[;[81, 91[;[81, 91[;*
87;[87, 89[;[85, 89[;[81, 91[;[81, 91[;[81, 91[;[81, 91[;*
88;[87, 89[;[85, 89[;[81, 91[;[81, 91[;[81, 91[;[81, 91[;*
89;[89, 91[;[89, 91[;[89, 91[;[81, 91[;[81, 91[;[81, 91[;*
90;[89, 91[;[89, 91[;[89, 91[;[81, 91[;[81, 91[;[81, 91[;*
